DOI,title,authors,abstract,cite,JEL,url,vol,journal
10.1257/jep.1.1.155,Evaluating Uncertain Evidence with Sir Thomas Bayes: A Note for Teachers,['\n         Steven C. Salop    '],"
Abstract
					Consider the following problem: On the night of March 1, 1986, in Lorain, Ohio, John Doe was struck by a speeding taxi as he crossed the street. The taxi was driving the wrong way down a one-way street and did not stop. An eyewitness thought that the taxi was blue. Doe has sued the Blue Cab Company for his medical expenses in a tort claim. Lorain has only two taxi companies, Blue Cab and Green Cab. Green Cab is the dominant firm with 85 percent of the taxis registered in the town. According to uncontroverted evidence, the eyewitness was 80 percent reliable in identifying the color of taxis; that is, he was able to identify the correct color of taxis 80 percent of the time, under conditions approximating those of the night of the accident. The case is being heard by a judge. Suppose the legal standard is ""preponderance of the evidence."" What would you decide? How much weight to place on imperfect evidence is a problem of statistical inference. The correct statistical methodology of combining such evidence is called Bayes Theorem, after Sir Thomas Bayes, who devised the method.				","Salop, Steven C. 1987. ""Evaluating Uncertain Evidence with Sir Thomas Bayes: A Note for Teachers."" Journal of Economic Perspectives, 1 (1): 155-159. DOI: 10.1257/jep.1.1.155","[('012', 'Teaching of Economics'), ('211', 'Bayesian Statistics and Bayesian Econometrics'), ('026', 'Theory of Uncertainty and Information')]",https://www.aeaweb.org/articles?id=10.1257/jep.1.1.155,"Summer 1987 (Vol. 1, No.1 )",JEP 
10.1257/jep.1.1.161,The Economic Revolution in the American South,['\n         Gavin Wright    '],"
Abstract
					As recently as twenty-five years ago, regional economic backwardness in the states of the traditional American South was considered an intractable problem of continuing national concern. Obviously, much has changed since then. The modern period of economic convergence for the South only began in earnest when the institutional foundations of its regional labor market were undermined, largely by federal farm and labor legislation dating from the 1930s. Ironically, the resurgence of the South came in the wake of policies which threatened to cripple the region's industrialization, by forcing up labor costs in low-wage sectors. This apparent paradox calls for a closer look at initial conditions as well as at the regional growth process over the last 50 years. Though it may be the case that Southern wages and incomes were bound to converge to national levels eventually, the path actually taken was a choice of one among several alternative paths to that result.				","Wright, Gavin. 1987. ""The Economic Revolution in the American South."" Journal of Economic Perspectives, 1 (1): 161-178. DOI: 10.1257/jep.1.1.161","[('941', 'Regional Economic Studies')]",https://www.aeaweb.org/articles?id=10.1257/jep.1.1.161,"Summer 1987 (Vol. 1, No.1 )",JEP 
10.1257/jep.1.1.179,Should the American Economic Association Have Toasted Simon Newcomb at Its 100th Birthday Party?,['\n         William J. Barber    '],"
Abstract
					Should the American Economic Association have toasted Simon Newcomb at its 100th birthday party? Some might be inclined to dismiss the question posed above as preposterous. He was never a member of the American Economic Association. Indeed, the moving spirit behind the founding of the association in 1885 -- Richard T. Ely -- insisted then that a central objective of the organization should be to fight the influence of ""the Sumner, Newcomb crowd."" As it happened, both the timing and the early shape of the American Economic Association owed something to the tensions between Simon Newcomb and Richard T. Ely over the correct approach to economic inquiry. So perhaps Simon Newcomb should be entitled to some overdue recognition for his role as an unwitting catalyst in the formation of the American Economic Association.				","Barber, William J. 1987. ""Should the American Economic Association Have Toasted Simon Newcomb at Its 100th Birthday Party?"" Journal of Economic Perspectives, 1 (1): 179-183. DOI: 10.1257/jep.1.1.179","[('011', 'General Economics')]",https://www.aeaweb.org/articles?id=10.1257/jep.1.1.179,"Summer 1987 (Vol. 1, No.1 )",JEP 
10.1257/jep.1.1.185,"Economic Puzzles: Noisy Prisoners, Manhattan Locations, and More",['\n         Barry Nalebuff    '],"
Abstract
					Each ""Puzzles"" will begin with a few speed problems. These puzzles have answers provided in the same issue. Puzzles 1 and 2 will give you a chance to get up to speed. Then, we continue with longer puzzles taken from two very broadly defined categories: strategy puzzles and theory puzzles. Strategy puzzles will give the readers an opportunity to compete against each other in problems of coordination and competition. The third puzzle, a noisy prisoner's dilemma tournament, falls dead center in this category. Theory puzzles are meant to offer mathematical problems that have an economic interpretation. The fourth puzzle, an optimal location problem, is in this category.				","Nalebuff, Barry. 1987. ""Economic Puzzles: Noisy Prisoners, Manhattan Locations, and More."" Journal of Economic Perspectives, 1 (1): 185-191. DOI: 10.1257/jep.1.1.185","[('011', 'General Economics')]",https://www.aeaweb.org/articles?id=10.1257/jep.1.1.185,"Summer 1987 (Vol. 1, No.1 )",JEP 
10.1257/jep.1.1.193,Recommendations for Further Reading,['\n         Bernard Saffran    '],N\A,"Saffran, Bernard. 1987. ""Recommendations for Further Reading."" Journal of Economic Perspectives, 1 (1): 193-195. DOI: 10.1257/jep.1.1.193","[('011', 'General Economics')]",https://www.aeaweb.org/articles?id=10.1257/jep.1.1.193,"Summer 1987 (Vol. 1, No.1 )",JEP 
10.1257/jep.1.1.197,Anomalies: The January Effect,['\n         Richard H. Thaler    '],"
Abstract
					This feature will report successful searches for disconfirming evidence -- economic anomalies. As suggested by Thomas Kuhn, an economic anomaly is a result inconsistent with the present economics paradigm. Economics is distinguished from other social sciences by the belief that most (all?) behavior can be explained by assuming that agents have stable, well-defined preferences and make rational choices consistent with those preferences in markets that (eventually) clear. An empirical result is anomalous if it is difficult to ""rationalize,"" or if implausible assumptions are necessary to explain it within the paradigm. The first anomaly we will discuss is the ""January effect."" Stock prices tend to rise in January, particularly the prices of small firms and firms whose stock price has declined substantially over the past few years. Also, risky stocks earn most of their risk premiums in January.				","Thaler, Richard H. 1987. ""Anomalies: The January Effect."" Journal of Economic Perspectives, 1 (1): 197-201. DOI: 10.1257/jep.1.1.197","[('313', 'Capital Markets--General')]",https://www.aeaweb.org/articles?id=10.1257/jep.1.1.197,"Summer 1987 (Vol. 1, No.1 )",JEP 
10.1257/jep.1.2.3,Symposium on Mergers and Antitrust,['\n         Steven C. Salop    '],"
Abstract
					The Journal asked three mainstream industrial organization economists to comment on both current merger enforcement and merger reform proposals: Lawrence White, Franklin Fisher, and Richard Schmalensee. The Journal of Economic Perspectives organized this symposium to provide economists who do not specialize in industrial organization and policymakers now considering reform proposals with a better sense of the type of competitive analysis carried out in evaluating mergers and the controversies involved in proposals to reform merger law.				","Salop, Steven C. 1987. ""Symposium on Mergers and Antitrust."" Journal of Economic Perspectives, 1 (2): 3-12. DOI: 10.1257/jep.1.2.3","[('611', 'Market Structure: Industrial Organization and Corporate Strategy'), ('612', 'Public Policy Towards Monopoly and Competition')]",https://www.aeaweb.org/articles?id=10.1257/jep.1.2.3,"Fall 1987 (Vol. 1, No.2 )",JEP 
10.1257/jep.1.2.13,Antitrust and Merger Policy: A Review and Critique,['\n         Lawrence J. White    '],"
Abstract
					This review will consider the Department of Justice Merger Guidelines of the 1980s, discussing market definition, market share concentration and entry conditions, consideration of other market characteristics, and cost efficiencies. It will also assess the application of the guidelines in practice. The merger guidelines are certainly not perfect, nor have they been applied perfectly. But they represent an important advance over that which preceded them, and they represent an exceedingly sensible way to think about merger enforcement and especially about market definition in a merger context. Policy has surely improved as a consequence of their development and application.				","White, Lawrence J. 1987. ""Antitrust and Merger Policy: A Review and Critique."" Journal of Economic Perspectives, 1 (2): 13-22. DOI: 10.1257/jep.1.2.13","[('611', 'Market Structure: Industrial Organization and Corporate Strategy'), ('612', 'Public Policy Towards Monopoly and Competition')]",https://www.aeaweb.org/articles?id=10.1257/jep.1.2.13,"Fall 1987 (Vol. 1, No.2 )",JEP 
10.1257/jep.1.2.23,Horizontal Mergers: Triage and Treatment,['\n         Franklin M. Fisher    '],"
Abstract
					The pursuit of any sort of structural policy towards oligopoly presupposes that we can recognize anticompetitive structures when we see them. Unfortunately, that requisite is not easy to meet, and there is a temptation to avoid difficult analysis in favor of standards that are apparently precise but in fact very approximate. When considering merger standards, it is important to bear in mind that policy takes place in stages. There is a difference between deciding on guidelines for triage -- guidelines as to what cases to investigate or oppose& -- and for treatment, the judicial standard to be used. I believe merger policy should be explicitly conducted as a two-stage process. In the first stage, fairly simple tests should be used to decide what cases should be further investigated. I would use concentration measures heavily (but not exclusively) here and would consider a variety of reasonable market definitions. In the second stage, prospective mergers that fail such tests would be investigated in considerably more detail. This investigation will require a more sophisticated approach to market definition and concentration than is needed at the first stage.				","Fisher, Franklin M. 1987. ""Horizontal Mergers: Triage and Treatment."" Journal of Economic Perspectives, 1 (2): 23-40. DOI: 10.1257/jep.1.2.23","[('611', 'Market Structure: Industrial Organization and Corporate Strategy'), ('612', 'Public Policy Towards Monopoly and Competition')]",https://www.aeaweb.org/articles?id=10.1257/jep.1.2.23,"Fall 1987 (Vol. 1, No.2 )",JEP 
10.1257/jep.1.2.41,Horizontal Merger Policy: Problems and Changes,['\n         Richard Schmalensee    '],"
Abstract
					Most knowledgeable economists seem now to agree that the Department of Justice, the Federal Trade Commission, and the courts were excessively hostile to horizontal mergers in the 1960s. There also seems to be widespread agreement that the 1984 Merger Guidelines provide a useful general framework for evaluating the economic effects of proposed mergers. However, there is less agreement on the merits of the specific standards set forth in the Guidelines or of those employed in practice, which tend to be more permissive. There is even less agreement on the desirability of proposed changes in the underlying law, Section 7 of the Clayton Act. In what follows I argue that, while it might be desirable to make small changes in the core language of Section 7, the Reagan administration's proposals for major changes should not be adopted. In particular, it would not be desirable to require courts to consider the efficiency effects of proposed mergers, nor should they be given a long list of other factors that must be considered in merger cases. I also argue that some changes in the current merger Guidelines and in enforcement policy would be desirable, but I do not think radical reform is called for here either.				","Schmalensee, Richard. 1987. ""Horizontal Merger Policy: Problems and Changes."" Journal of Economic Perspectives, 1 (2): 41-54. DOI: 10.1257/jep.1.2.41","[('611', 'Market Structure: Industrial Organization and Corporate Strategy'), ('612', 'Public Policy Towards Monopoly and Competition')]",https://www.aeaweb.org/articles?id=10.1257/jep.1.2.41,"Fall 1987 (Vol. 1, No.2 )",JEP 
10.1257/jep.1.2.55,The Arbitrage Principle in Financial Economics,['\n         Hal R. Varian    '],"
Abstract
					The importance of arbitrage conditions in financial economics has been recognized since Modigliani and Miller's classic work on the financial structure of the firm. They showed that if a firm could change its market value by purely financial operations such as adjusting its debt-equity ratio, then individual shareholders and bondholders could engage in analogous portfolio transactions that would yield pure arbitrage profits. If the market was efficient enough to eliminate arbitrage profits for the individual shareholders, then it would eliminate arbitrage profits for the firm as well. Subsequently, financial economists have used arbitrage arguments to examine a variety of other issues involving asset pricing. One of the major advances in financial economics in the past two decades has been to clarify and formalize the exact meaning of ""no arbitrage"" and to apply this idea systematically to uncover hidden relationships in asset prices. Many important results of financial economics are based squarely on the hypothesis of no arbitrage, and it serves as one of the most basic unifying principles of the study of financial markets. In this essay we will examine some of these results.				","Varian, Hal R. 1987. ""The Arbitrage Principle in Financial Economics."" Journal of Economic Perspectives, 1 (2): 55-72. DOI: 10.1257/jep.1.2.55","[('313', 'Capital Markets: Theory, Including Portfolio Selection, and Empirical Studies Illustrating Theory')]",https://www.aeaweb.org/articles?id=10.1257/jep.1.2.55,"Fall 1987 (Vol. 1, No.2 )",JEP 
10.1257/jep.1.2.73,Derivative Assets Analysis,['\n         Mark Rubinstein    '],"
Abstract
					Derivative assets analysis enjoys an unusual status; it is a recently developed, relatively complex tool of economic analysis, faithful to the core of economic theory, and widely used to make real-life decisions. This paper, discusses derivative assets based on buy-and-hold strategies; derivative assets based on dynamic replicating strategies; valuing and replicating other derivative assets; and the Black-Scholes option pricing formula. Then it takes a detailed look at four applications: index futures, equity options, index options, and portfolio insurance.				","Rubinstein, Mark. 1987. ""Derivative Assets Analysis."" Journal of Economic Perspectives, 1 (2): 73-93. DOI: 10.1257/jep.1.2.73","[('313', 'Capital Markets: Theory, Including Portfolio Selection, and Empirical Studies Illustrating Theory')]",https://www.aeaweb.org/articles?id=10.1257/jep.1.2.73,"Fall 1987 (Vol. 1, No.2 )",JEP 
10.1257/jep.1.2.95,The Making of an Economist,"['\n         David Colander    ', '\n         Arjo Klamer    ']","
Abstract
					As economists, we have an interest in and individual knowledge of the initiation process that turns students into professional economists. However, other than anecdotal evidence, very little in the way of data exists. This paper is a step toward providing insight into that process. We obtained our data from questionnaires distributed to graduate students at six top-ranking graduate economic programs -- University of Chicago, Columbia University, Harvard University, Massachusetts Institute of Technology, Stanford University, and Yale University -- exploring who current graduate students are and what they think about economics, the economy, and graduate school. The 212 respondents were relatively equally divided by year of study. We followed up our survey with a series of interviews. Certain results seem unambiguous and worth repeating. Specifically, there is a significant variety of opinions among graduate economics students and among the schools in the survey, and there definitely seems to be a Chicago school of economics. There are also tensions between the emphasis on techniques and the desire to do policy-oriented work. Students believe that what leads to success in graduate school is techniques; that success has little to do with understanding the economy, nor does it have much to do with economic literature. We hope that this information leads to discussion within the profession of whether this focus is good or bad.				","Colander, David, and Arjo Klamer. 1987. ""The Making of an Economist."" Journal of Economic Perspectives, 1 (2): 95-111. DOI: 10.1257/jep.1.2.95","[('011', 'General Economics'), ('011', 'Role of Economics; Role of Economists')]",https://www.aeaweb.org/articles?id=10.1257/jep.1.2.95,"Fall 1987 (Vol. 1, No.2 )",JEP 
10.1257/jep.1.2.113,Information and the Coase Theorem,['\n         Joseph Farrell    '],"
Abstract
					Some economists think the Coase theorem implies a lot about the proper scope of government intervention in the economy and about the welfare consequences of laissez-faire. Others see it as a mere tautology: that if people negotiate efficiently then every outcome will be efficient. The Coase theorem is important only if we believe that efficient negotiation is likely. Of course we can attribute inefficiencies to ""bargaining imperfection,"" but it may not be useful to do so. Such attitudes sometimes seem to depend more on ideology than on reason. This article gives one economist's reasoned view. It discusses the Coase Theorem as a decentralization result and why decentralization results are interesting. It considers mechanism design for revealing private information, and describes the problems of centralization. Should the Coase theorem should be viewed as a second-best result -- property rights are more efficient than some reasonable alternative? Does the Coase theorem recommend an institution or make institutions unnecessary?				","Farrell, Joseph. 1987. ""Information and the Coase Theorem."" Journal of Economic Perspectives, 1 (2): 113-129. DOI: 10.1257/jep.1.2.113","[('', 'Welfare Theory--Allocative Efficiency including Theory of Cost-Benefit 0242_ Cost/Ben'), ('026', 'Theory of Uncertainty and Information')]",https://www.aeaweb.org/articles?id=10.1257/jep.1.2.113,"Fall 1987 (Vol. 1, No.2 )",JEP 
10.1257/jep.1.2.131,Is Free Trade Passe?,['\n         Paul R. Krugman    '],"
Abstract
					If there were an Economist's Creed, it would surely contain the affirmations ""I understand the Principle of Comparative Advantage"" and ""I advocate Free Trade."" Yet the case for free trade is currently more in doubt than at any time since the 1817 publication of Ricardo's Principles of Political Economy, and this is due to changes that have recently taken place in the theory of international trade. While new developments in international trade theory may not yet be familiar to the profession at large, they have been substantial and radical. In the last ten years the traditional constant returns, perfect competition models of international trade have been supplemented and to some extent supplanted by a new breed of models that emphasizes increasing returns and imperfect competition. These new models call into doubt the extent to which actual trade can be explained by comparative advantage; they also open the possibility that government intervention in trade via import restrictions, export subsidies, and so on may under some circumstances be in the national interest after all. To preview this paper's conclusion: free trade is not passe, but it is an idea that has irretrievably lost its innocence. Its status has shifted from optimum to reasonable rule of thumb. There is still a case for free trade as a good policy, and as a useful target in the practical world of politics, but it can never again be asserted as the policy that economic theory tells us is always right.				","Krugman, Paul R. 1987. ""Is Free Trade Passe?"" Journal of Economic Perspectives, 1 (2): 131-144. DOI: 10.1257/jep.1.2.131","[('411', 'Theory of International Trade')]",https://www.aeaweb.org/articles?id=10.1257/jep.1.2.131,"Fall 1987 (Vol. 1, No.2 )",JEP 
10.1257/jep.1.2.145,"In Honor of Nobel Laureate, Franco Modigliani",['\n         Robert C. Merton    '],"
Abstract
					When Gary Becker asked me to introduce Franco Modigliani on this occasion celebrating Franco's Nobel Prize, he noted that, by tradition, the honoree does not speak. It is the introducer who speaks, devoting 30 minutes or so to the laureate's chief contributions to economics. Now, I know of no meeting of economists attended by Franco where he didn't speak. But this occasion is designed to do Franco Modigliani honor, rather than delegate him to perform still another feat of critical summary for the enduring benefit of his fellow economists. Where shall I begin? Franco Modigliani is a great macroeconomist. He is also a great microeconomist. Still, it is the composite of theoretical, empirical, applied, and policy-oriented work that provides the unmistakable Franco Modigliani stamp. In the parlance of corporate finance, he is a complete, horizontally and vertically integrated, economic-research system.				","Merton, Robert C. 1987. ""In Honor of Nobel Laureate, Franco Modigliani."" Journal of Economic Perspectives, 1 (2): 145-155. DOI: 10.1257/jep.1.2.145","[('032', 'History of Economic Thought--Individuals')]",https://www.aeaweb.org/articles?id=10.1257/jep.1.2.145,"Fall 1987 (Vol. 1, No.2 )",JEP 
10.1257/jep.1.2.157,"Puzzles: Choose a Curtain, Duel-ity, Two Point Conversions, and More",['\n         Barry Nalebuff    '],"
Abstract
					In presenting economic puzzles, I have three goals in mind: some puzzles are chosen to stimulate research; others offer examples that will help undergraduate and graduate teaching; all should provide quality distractions during seminars. As usual, this feature begins with several speed puzzles, with answers provided at the end of the problems. Following are several longer puzzles, for which readers are challenged to submit their own answers. The responses will be discussed in a future issue.				","Nalebuff, Barry. 1987. ""Puzzles: Choose a Curtain, Duel-ity, Two Point Conversions, and More."" Journal of Economic Perspectives, 1 (2): 157-163. DOI: 10.1257/jep.1.2.157","[('011', 'General Economics')]",https://www.aeaweb.org/articles?id=10.1257/jep.1.2.157,"Fall 1987 (Vol. 1, No.2 )",JEP 
10.1257/jep.1.2.165,Recommendations for Further Reading,['\n         Bernard Saffran    '],N\A,"Saffran, Bernard. 1987. ""Recommendations for Further Reading."" Journal of Economic Perspectives, 1 (2): 165-167. DOI: 10.1257/jep.1.2.165","[('011', 'General Economics')]",https://www.aeaweb.org/articles?id=10.1257/jep.1.2.165,"Fall 1987 (Vol. 1, No.2 )",JEP 
