,journal,title,authors,volume,jel,abstract,url,doi
10,Journal of Political Economy,Breaking the Cycle? Intergenerational Effects of an Antipoverty Program in Early Childhood,"['Andrew Barr', 'Chloe R. Gibbs']","2022, vol. 130, issue 12, 3253 - 3285",[],"Abstract: Despite substantial evidence that resources and outcomes are transmitted across generations, there has been limited inquiry into the extent to which antipoverty programs actually disrupt the cycle of bad outcomes. We leverage the rollout of the United States’s largest early-childhood program, Head Start, to estimate the effect of early-childhood exposure among mothers on their children’s long-term outcomes. We find evidence of intergenerational transmission of effects in the form of increased educational attainment, reduced teen pregnancy, and reduced criminal engagement in the second generation. These effects correspond to an estimated increase in discounted second-generation wages of 6%–11%, depending on specification. Exploration of earlier outcomes suggests an important role for changes in parenting behavior and potential noncognitive channels.",https://econpapers.repec.org/article/ucpjpolec/doi_3a10.1086_2f720764.htm,http://dx.doi.org/10.1086/720764
11,Journal of Political Economy,Aggregate Implications of Changing Sectoral Trends,"['Andrew Foerster', 'Andreas Hornstein', 'Pierre-Daniel G. Sarte', 'Mark W. Watson']","2022, vol. 130, issue 12, 3286 - 3333",[],"Abstract: We describe how capital accumulation and the network structure of US production interact to amplify the effects of sectoral trend growth rates in total factor productivity and labor on trend GDP (gross domestic product) growth. We derive expressions that conveniently summarize this long-run amplification effect by way of sectoral multipliers. We estimate that sector-specific factors have historically accounted for approximately three-fourths of long-run changes in GDP growth. Trend GDP growth fell by nearly 3 percentage points over the postwar period, with especially significant contributions from the Construction sector in 1950–80 and the Durable Goods sector in 2000–2018. No sector has contributed any steady significant increase to the trend growth rate of GDP in the past 70 years.",https://econpapers.repec.org/article/ucpjpolec/doi_3a10.1086_2f720763.htm,http://dx.doi.org/10.1086/720763
12,Journal of Political Economy,Within-Firm Productivity Dispersion: Estimates and Implications,['Scott Orr'],"2022, vol. 130, issue 11, 2771 - 2828",[],"Abstract: This paper develops a flexible recipe for identifying unobserved input allocations, as well as quantity- and revenue-based total factor productivity (TFP) across product lines, for multiproduct producers, using demand- and supply-side information. Applying variants of this recipe to a panel of plants manufacturing machinery in India from 2000–2007 yields sizable within-plant TFP differences. Removing an average plant’s lowest-performing product increases the unweighted average of plant-level revenue-based productivity by 10%–65%. A 1 standard deviation decline in product-level revenue-based TFP generates around a 6 percentage point increase in the probability of dropping that product.",https://econpapers.repec.org/article/ucpjpolec/doi_3a10.1086_2f720465.htm,http://dx.doi.org/10.1086/720465
13,Journal of Political Economy,Central Bank Digital Currency: Welfare and Policy Implications,['Stephen Williamson'],"2022, vol. 130, issue 11, 2829 - 2861",[],"Abstract: A model of banking and means of payment is constructed to analyze the effects of the introduction of central bank digital currency (CBDC). That CBDC is interest bearing is not an advantage, as replacement of physical currency with CBDC does not expand the attainable set of equilibrium allocations. CBDC can increase welfare by competing with private means of payment and shifting safe assets from the private banking sector to what is effectively a narrow banking facility. This uses the aggregate stock of safe collateral more efficiently, given incentive problems in private banking.",https://econpapers.repec.org/article/ucpjpolec/doi_3a10.1086_2f720457.htm,http://dx.doi.org/10.1086/720457
14,Journal of Political Economy,Poor and Rational: Decision-Making under Scarcity,"['Dietmar Fehr', 'Günther Fink', 'B. Kelsey Jack']","2022, vol. 130, issue 11, 2862 - 2897",[],"Abstract: We investigate the link between poverty and decision-making in a sample of farmers in Zambia, who were given the opportunity to exchange randomly assigned household items for alternative items of similar value. Analyzing a total of 5,842 trading decisions and leveraging multiple sources of variation in financial constraints, we show that exchange asymmetries decrease in magnitude when participants are more constrained. This result is robust to experimental procedures and is not mediated by changes in cognitive performance. Consistent with the interpretation that scarcity leads to more rational decisions by increasing the utility loss from forgone trading, we show that trading probabilities go up when the market value of the items is exogenously increased.",https://econpapers.repec.org/article/ucpjpolec/doi_3a10.1086_2f720466.htm,http://dx.doi.org/10.1086/720466
15,Journal of Political Economy,"Caring or Pretending to Care? Social Impact, Firms’ Objectives, and Welfare",['Michele Fioretti'],"2022, vol. 130, issue 11, 2898 - 2942",[],"Abstract: Many firms claim that “social impact” influences their strategies. This paper develops a structural model that quantifies social impact as the sum of surpluses to a firm and its stakeholders. With data from a for-profit firm whose prosocial expenditures are measurable and salient to consumers, the analysis shows that the firm spends prosocially beyond profit maximization, thereby increasing welfare substantially. Incentivizing a standard profit-maximizing firm to behave similarly would require subsidies amounting to 58% of its prosocial expenditures, because consumers’ willingness to pay is relatively inelastic to prosocial expenses. Therefore, social impact resembles a self-imposed welfare-enhancing tax with limited pass-through.",https://econpapers.repec.org/article/ucpjpolec/doi_3a10.1086_2f720459.htm,http://dx.doi.org/10.1086/720459
16,Journal of Political Economy,Mismatch Cycles,"['Isaac Baley', 'Ana Figueiredo', 'Robert Ulbricht']","2022, vol. 130, issue 11, 2943 - 2984",[],"Abstract: This paper studies the cyclical dynamics of skill mismatch and quantifies its impact on labor productivity. We build a tractable directed search model, in which workers differ in skills along multiple dimensions and sort into jobs with heterogeneous skill requirements. Skill mismatch arises because of information frictions and is prolonged by search frictions. Estimated to the United States, the model replicates salient business cycle properties of mismatch. Job transitions in and out of bottom job rungs, combined with career mobility, are key to account for the empirical fit. The model provides a novel narrative for the scarring effect of unemployment.",https://econpapers.repec.org/article/ucpjpolec/doi_3a10.1086_2f720461.htm,http://dx.doi.org/10.1086/720461
17,Journal of Political Economy,Electoral Accountability and Control in US Cities,"['Holger Sieg', 'Chamna Yoon']","2022, vol. 130, issue 11, 2985 - 3023",[],"Abstract: We consider a dynamic game of electoral competition with adverse selection, moral hazard, and imperfect monitoring. We show that this dynamic game can be estimated using a flexible maximum likelihood estimator. We implement the estimator using data from recent mayoral elections in large US cities with binding two-term limits. Our empirical findings suggest that there are large differences in performance among different types of mayors. We find an economically important degree of policy responsiveness, with effort accounting for a larger fraction of the total effect than selection. Finally, we evaluate several institutional reforms that promise to increase policy responsiveness.",https://econpapers.repec.org/article/ucpjpolec/doi_3a10.1086_2f720514.htm,http://dx.doi.org/10.1086/720514
18,Journal of Political Economy,The Effects of High-Skilled Immigration Policy on Firms: Evidence from Visa Lotteries,"['Kirk Doran', 'Alexander Gelber', 'Adam Isen']","2022, vol. 130, issue 10, 2501 - 2533",[],"Abstract: We compare winning and losing firms in lotteries for H-1B visas, matching administrative data on these lotteries to administrative tax data on US firms and to approved US patents. Winning one additional H-1B visa crowds out about 1.5 other workers at the firm. Additional H-1Bs have insignificant and at most modest effects on firm innovation. More general evidence from the universe of US firms and the universe of H-1B visas using alternative estimation strategies is consistent with these results. Firms that hire H-1Bs grow faster and innovate more because they are different in other ways from firms that do not.",https://econpapers.repec.org/article/ucpjpolec/doi_3a10.1086_2f720467.htm,http://dx.doi.org/10.1086/720467
19,Journal of Political Economy,Equilibrium Trade in Automobiles,"['Kenneth Gillingham', 'Fedor Iskhakov', 'Anders Munk-Nielsen', 'John Rust', 'Bertel Schjerning']","2022, vol. 130, issue 10, 2534 - 2593",[],"Abstract: We introduce a computationally tractable dynamic equilibrium model of automobile markets with heterogeneous consumers, focused on stationary flow equilibria. We introduce a fast, robust algorithm for computing equilibria and use it to estimate a model using nearly 39 million observations on car ownership transitions from Denmark. The estimated model fits the data well, and counterfactual simulations show that Denmark could raise total tax revenue by reducing the new-car registration tax rate. We show that reducing this tax rate while raising the tax rate on fuel increases aggregate welfare, tax revenue, and car ownership, while reducing car ages, driving, and CO2 emissions.",https://econpapers.repec.org/article/ucpjpolec/doi_3a10.1086_2f720463.htm,http://dx.doi.org/10.1086/720463
20,Journal of Political Economy,Non-Bayesian Persuasion,"['Geoffroy de Clippel', 'Xu Zhang']","2022, vol. 130, issue 10, 2594 - 2642",[],"Abstract: Following Kamenica and Gentzkow, this paper studies persuasion as an information design problem. We investigate how mistakes in probabilistic inference impact optimal persuasion. The concavification method is shown to extend naturally to a large class of belief updating rules, which we identify and characterize. This class comprises many non-Bayesian models discussed in the literature. We apply this new technique to gain insight into the revelation principle, the ranking of updating rules, when persuasion is beneficial to the sender, and when it is detrimental to the receiver. Our key result also extends to shed light on the question of robust persuasion.",https://econpapers.repec.org/article/ucpjpolec/doi_3a10.1086_2f720464.htm,http://dx.doi.org/10.1086/720464
21,Journal of Political Economy,"Cognitive Skills, Strategic Sophistication, and Life Outcomes","['Eduardo Fé', 'David Gill', 'Victoria Prowse']","2022, vol. 130, issue 10, 2643 - 2704",[],"Abstract: We investigate how childhood cognitive skills affect strategic sophistication and adult outcomes, and we emphasize the importance of childhood theory of mind. Experimental data show that (i) theory-of-mind ability and cognitive ability both predict level k behavior, (ii) older children respond to information about the cognitive ability of their opponent, and (iii) theory of mind (but not cognitive ability) predicts whether children respond to intentions. Using longitudinal data, we find that childhood theory of mind and cognitive ability are both associated with enhanced adult social skills, higher educational participation, better educational attainment, and lower fertility in young adulthood. Finally, we provide evidence that school spending improves theory of mind.",https://econpapers.repec.org/article/ucpjpolec/doi_3a10.1086_2f720460.htm,http://dx.doi.org/10.1086/720460
22,Journal of Political Economy,Persuasion via Weak Institutions,"['Elliot Lipnowski', 'Doron Ravid', 'Denis Shishkin']","2022, vol. 130, issue 10, 2705 - 2730",[],"Abstract: A sender commissions a study to persuade a receiver but influences the report with some probability. We show that increasing this probability can benefit the receiver and can lead to a discontinuous drop in the sender’s payoffs. To derive our results, we geometrically characterize the sender’s highest equilibrium payoff, which is based on the concavification of a capped value function.",https://econpapers.repec.org/article/ucpjpolec/doi_3a10.1086_2f720462.htm,http://dx.doi.org/10.1086/720462
23,Journal of Political Economy,How Much Should We Trust the Dictator’s GDP Growth Estimates?,['Luis Martinez'],"2022, vol. 130, issue 10, 2731 - 2769",[],"Abstract: I study the overstatement of economic growth in autocracies by comparing self-reported GDP figures to night-time light recorded by satellites from outer space. I show that the night-time-light elasticity of GDP is larger in authoritarian regimes, even accounting for differences in multiple country characteristics. This autocracy gradient in the elasticity is greater when the incentive to exaggerate economic growth is stronger or when the constraints on exaggeration are weaker. The results suggest that autocracies overstate yearly GDP growth by approximately 35%. Adjusting the data for manipulation leads to a more nuanced view on the recent economic success of autocracies.",https://econpapers.repec.org/article/ucpjpolec/doi_3a10.1086_2f720458.htm,http://dx.doi.org/10.1086/720458
24,Journal of Political Economy,Taxing Top Incomes in a World of Ideas,['Charles Jones'],"2022, vol. 130, issue 9, 2227 - 2274",[],"Abstract: This paper considers top income taxation when (i) new ideas drive economic growth, (ii) the reward for successful innovation is a top income, and (iii) innovation cannot be perfectly targeted by a research subsidy—think about the business methods of Walmart, the creation of Uber, or the “idea” of Amazon. These conditions lead to a new force affecting the optimal top tax rate: by slowing the creation of new ideas that drive aggregate GDP, top income taxation reduces everyone’s income, not just income at the top. This force sharply constrains both revenue-maximizing and welfare-maximizing top tax rates.",https://econpapers.repec.org/article/ucpjpolec/doi_3a10.1086_2f720394.htm,http://dx.doi.org/10.1086/720394
25,Journal of Political Economy,The Economic Effects of Long-Term Climate Change: Evidence from the Little Ice Age,['Maria Waldinger'],"2022, vol. 130, issue 9, 2275 - 2314",[],"Abstract: Recent studies consistently find important economic effects of year-to-year weather fluctuations. I study the economic effects of long-term and gradual climate change over 250 years in the Little Ice Age (1600–1850), during which people and economies had time to adapt. Results show significant negative economic effects of long-term climate change. Temperature impacted the economy through its effect on agricultural productivity and mortality. To adapt to the Little Ice Age, economies increased trade and changed land use. I discuss the relevance of these results for understanding the impact of today’s climate change, especially in developing countries.",https://econpapers.repec.org/article/ucpjpolec/doi_3a10.1086_2f720393.htm,http://dx.doi.org/10.1086/720393
26,Journal of Political Economy,Minimum Wage and Individual Worker Productivity: Evidence from a Large US Retailer,"['Decio Coviello', 'Erika Deserranno', 'Nicola Persico']","2022, vol. 130, issue 9, 2315 - 2360",[],"Abstract: We study workers who are employed by a large US retailer, work in many store locations, and are paid based on performance. By means of a border-discontinuity analysis, we document that workers become more productive and are terminated less often after a minimum wage increase. These effects are stronger among workers whose pay is more often supported by the minimum wage. However, when workers are monitored less intensely, the minimum wage depresses productivity. We interpret these findings through an efficiency wage model. After a minimum wage increase, profits decrease, and a calibration exercise suggests that worker welfare increases.",https://econpapers.repec.org/article/ucpjpolec/doi_3a10.1086_2f720397.htm,http://dx.doi.org/10.1086/720397
27,Journal of Political Economy,Economic Preferences across Generations and Family Clusters: A Large-Scale Experiment in a Developing Country,"['Shyamal Chowdhury', 'Matthias Sutter', 'Klaus Zimmermann']","2022, vol. 130, issue 9, 2361 - 2410",[],"Abstract: Our large-scale experiment with 542 families from rural Bangladesh finds substantial intergenerational persistence of economic preferences. Both mothers’ and fathers’ risk, time, and social preferences are significantly (and largely to the same degree) positively correlated with their children’s economic preferences, even when controlling for personality traits and socioeconomic background. We discuss possible transmission channels and are the first to classify all families into one of two clusters, with either relatively patient, risk-tolerant, and prosocial members or relatively impatient, risk averse, and spiteful members. Classifications correlate with socioeconomic background variables. We find that our results differ from evidence for rich countries.",https://econpapers.repec.org/article/ucpjpolec/doi_3a10.1086_2f720395.htm,http://dx.doi.org/10.1086/720395
28,Journal of Political Economy,Behavioral Foundations of Nested Stochastic Choice and Nested Logit,"['Matthew Kovach', 'Gerelt Tserenjigmid']","2022, vol. 130, issue 9, 2411 - 2461",[],"Abstract: We provide the first behavioral characterization of nested logit, a foundational and widely applied discrete-choice model, through the introduction of a nonparametric version of nested logit that we call “nested stochastic choice” (NSC). NSC is characterized by a single axiom that weakens independence of irrelevant alternatives on the basis of revealed similarity to allow for the similarity effect. Nested logit is characterized by an additional menu-independence axiom. Our axiomatic characterization leads to a practical, data-driven algorithm that identifies the true nest structure from choice data. We also discuss limitations of generalizing nested logit by studying the testable implications of cross-nested logit.",https://econpapers.repec.org/article/ucpjpolec/doi_3a10.1086_2f720399.htm,http://dx.doi.org/10.1086/720399
29,Journal of Political Economy,Child Development in Parent-Child Interactions,['Avner Seror'],"2022, vol. 130, issue 9, 2462 - 2499",[],"Abstract: I present a model of child development that highlights the effect of parent-child interactions on the formation of skills. Through the parent’s affection, the child learns and builds mental representations of the self as loved and competent. These mental representations shape the child’s noncognitive skills and foster learning. I show that this model provides a unifying explanation for well-established evidence on child development. The model also sheds light on how early exposure to media devices can negatively impact skill acquisition. I discuss implications for the design of policies to reduce inequalities in child development.",https://econpapers.repec.org/article/ucpjpolec/doi_3a10.1086_2f720398.htm,http://dx.doi.org/10.1086/720398
30,Journal of Political Economy,The Allocation of Food to Food Banks,['Canice Prendergast'],"2022, vol. 130, issue 8, 1993 - 2017",[],"Abstract: Feeding America allocates donated food to over 200 food banks. In 2005, it transitioned from a queueing mechanism to one where food banks use a specialized currency to bid for food. Food banks chose very different food than they received before. Small food banks acquired 72% more pounds per client than large food banks at little nutritional cost. This reallocation of food is estimated to have increased its value by 21%, or $115 million per annum. Food banks also sourced food much closer, saving an additional $16 million per annum. Finally, donations of food rose by over 100 million pounds.",https://econpapers.repec.org/article/ucpjpolec/doi_3a10.1086_2f720332.htm,http://dx.doi.org/10.1086/720332
31,Journal of Political Economy,Designing Incentives for Heterogeneous Researchers,['Nathan Yoder'],"2022, vol. 130, issue 8, 2018 - 2054",[],"Abstract: A principal (e.g., the US government) contracts with a researcher with unknown costs (e.g., a vaccine developer) to conduct a costly experiment. This contracting problem has a novel feature that captures the difference between the form of an experiment and the strength of its results: researchers face a problem of information design rather than optimal effort. Using a novel comparative static for Bayesian persuasion settings, I characterize the optimal contract and show how experimentation is distorted by the need to screen researchers. Moreover, I show that there is no loss from contracting on the experiment’s result rather than the experiment itself.",https://econpapers.repec.org/article/ucpjpolec/doi_3a10.1086_2f720072.htm,http://dx.doi.org/10.1086/720072
32,Journal of Political Economy,Asymmetric Information and Sovereign Debt: Theory Meets Mexican Data,"['Harold Cole', 'Daniel Neuhann', 'Guillermo Ordoñez']","2022, vol. 130, issue 8, 2055 - 2109",[],"Abstract: Using bid-level data from discriminatory auctions for Mexican government bonds, we demonstrate that asymmetric information about default risk is a key friction in sovereign bond markets. We document that large bidders achieve higher bid-acceptance rates than other bidders despite paying no more for executed bids. We then propose a new model of primary markets in which investors may differ in wealth, risk aversion, market power, and information. Only asymmetric information can qualitatively account for our empirical finding, and asymmetric information about rare disasters can quantitatively match bidding and yield moments. Counterfactuals reveal substantial effects of asymmetric information on yields.",https://econpapers.repec.org/article/ucpjpolec/doi_3a10.1086_2f720139.htm,http://dx.doi.org/10.1086/720139
33,Journal of Political Economy,Sorting or Steering: The Effects of Housing Discrimination on Neighborhood Choice,"['Peter Christensen', 'Christopher Timmins']","2022, vol. 130, issue 8, 2110 - 2163",[],"Abstract: Growing evidence indicates that neighborhoods affect human capital accumulation, raising concern that the exclusionary effects of housing discrimination could contribute to persistent inequality in the United States. Using data from HUD’s most recent Housing Discrimination Study and microlevel data on neighborhood attributes in 28 US cities, we find that minorities are steered toward neighborhoods with less economic opportunity and greater exposures to crime and pollution. Holding preferences and income constant, discriminatory steering alone can explain a disproportionate number of minority households found in high-poverty neighborhoods in the United States and the higher exposure of African American mothers to toxic pollutants.",https://econpapers.repec.org/article/ucpjpolec/doi_3a10.1086_2f720140.htm,http://dx.doi.org/10.1086/720140
34,Journal of Political Economy,Instrumental Variable Identification of Dynamic Variance Decompositions,"['Mikkel Plagborg-Moller', 'Christian K. Wolf']","2022, vol. 130, issue 8, 2164 - 2202",[],"Abstract: Macroeconomists increasingly use external sources of exogenous variation for causal inference. However, unless such external instruments (proxies) capture the underlying shock without measurement error, existing methods are silent on the importance of that shock for macroeconomic fluctuations. We show that, in a general moving-average model with external instruments, variance decompositions for the instrumented shock are interval-identified, with informative bounds. Various additional restrictions guarantee point identification of both variance and historical decompositions. Unlike structural vector autoregression analysis, our methods do not require invertibility. Applied to US data, they give a tight upper bound on the importance of monetary shocks for inflation dynamics.",https://econpapers.repec.org/article/ucpjpolec/doi_3a10.1086_2f720141.htm,http://dx.doi.org/10.1086/720141
35,Journal of Political Economy,Dissecting the Equity Premium,"['Tyler Beason', 'David Schreindorfer']","2022, vol. 130, issue 8, 2203 - 2222",[],"Abstract: We use option prices and realized returns to decompose risk premia into different parts of the return state space. In the data, 8/10 of the average equity premium is attributable to monthly returns below −10%, but returns below −30% matter very little. In contrast, prominent asset pricing models based on habits, long-run risks, rare disasters, undiversifiable idiosyncratic risk, and constrained intermediaries attribute the premium predominantly to returns above −10% or to the extreme left tail. We show that the discrepancy arises from an unrealistically small price of risk for stock market tail events in the models.",https://econpapers.repec.org/article/ucpjpolec/doi_3a10.1086_2f720396.htm,http://dx.doi.org/10.1086/720396
36,Journal of Political Economy,Erratum: Self-Control at Work,"['Supreet Kaur', 'Michael Kremer', 'Sendhil Mullainathan']","2022, vol. 130, issue 8, 2223 - 2224",[],,https://econpapers.repec.org/article/ucpjpolec/doi_3a10.1086_2f721271.htm,http://dx.doi.org/10.1086/721271
37,Journal of Political Economy,Estimating an Equilibrium Model of Horizontal Competition in Education,['Natalie Bau'],"2022, vol. 130, issue 7, 1717 - 1764",[],"Abstract: The quality of the match between students and schools affects learning, but little is known about the magnitude of these effects or how they respond to changes in market structure. I develop a quantitative equilibrium model of school competition with horizontal competition in match quality. I estimate the model using data from Pakistan, a country with high private enrollment, and (1) quantify the importance of good matches, (2) show that profit-maximizing private schools’ choices of quality advantage wealthier students, increasing inequality and reducing welfare and learning, and (3) provide intuition for when interventions in the market are valuable.",https://econpapers.repec.org/article/ucpjpolec/doi_3a10.1086_2f719760.htm,http://dx.doi.org/10.1086/719760
38,Journal of Political Economy,The Origins of Firm Heterogeneity: A Production Network Approach,"['Andrew B. Bernard', 'Emmanuel Dhyne', 'Glenn Magerman', 'Kalina Manova', 'Andreas Moxnes']","2022, vol. 130, issue 7, 1765 - 1804",[],"Abstract: We explore firm size heterogeneity in production networks. In comprehensive data for Belgium, firms with more customers have higher total sales but lower sales and lower market shares per customer. Downstream factors, especially the number of customers, explain the vast majority of firm size dispersion. We rationalize these facts with a model of network formation and two-dimensional firm heterogeneity. Higher productivity generates more matches and larger market shares among customers. Higher relationship capability generates more customers and higher sales. Model estimates suggest a strong negative correlation between productivity and relationship capability and potentially large welfare gains from improving relationship capability.",https://econpapers.repec.org/article/ucpjpolec/doi_3a10.1086_2f719759.htm,http://dx.doi.org/10.1086/719759
39,Journal of Political Economy,"Bail-Ins and Bailouts: Incentives, Connectivity, and Systemic Stability","['Benjamin Bernard', 'Agostino Capponi', 'Joseph Stiglitz']","2022, vol. 130, issue 7, 1805 - 1859",[],"Abstract: This paper endogenizes intervention in financial crises as the strategic negotiation between a regulator and creditors of distressed banks. Incentives for banks to contribute to a voluntary bail-in arise from their exposure to financial contagion. In equilibrium, a bail-in is possible only if the regulator’s threat to not bail out insolvent banks is credible. Contrary to models without intervention or with government bailouts only, sparse networks enhance welfare for two main reasons: they improve the credibility of the regulator’s no-bailout threat for large shocks, and they reduce free-riding incentives among bail-in contributors when the threat is credible.",https://econpapers.repec.org/article/ucpjpolec/doi_3a10.1086_2f719758.htm,http://dx.doi.org/10.1086/719758
