,journal,title,authors,volume,jel,abstract,url,doi
10,Journal of Finance,Bayesian Solutions for the Factor Zoo: We Just Ran Two Quadrillion Models,"['Svetlana Bryzgalova', 'Jiantao Huang', 'Christian Julliard']","2023, vol. 78, issue 1, 487-557",[],"Abstract: We propose a novel framework for analyzing linear asset pricing models: simple, robust, and applicable to high‐dimensional problems. For a (potentially misspecified) stand‐alone model, it provides reliable price of risk estimates for both tradable and nontradable factors, and detects those weakly identified. For competing factors and (possibly nonnested) models, the method automatically selects the best specification—if a dominant one exists—or provides a Bayesian model averaging–stochastic discount factor (BMA‐SDF), if there is no clear winner. We analyze 2.25 quadrillion models generated by a large set of factors and find that the BMA‐SDF outperforms existing models in‐ and out‐of‐sample.",https://econpapers.repec.org/article/blajfinan/v_3a78_3ay_3a2023_3ai_3a1_3ap_3a487-557.htm,https://doi.org/10.1111/jofi.13197
11,Journal of Finance,Loan Terms and Collateral: Evidence from the Bilateral Repo Market,"['Jun Kyung Auh', 'Mattia Landoni']","2022, vol. 77, issue 6, 2997-3036",[],"Abstract: We study secured lending contracts using a proprietary, loan‐level database of bilateral repurchase agreements containing groups of simultaneous loans backed by multiple tranches within a securitization. We show that lower‐quality loans (i.e., loans backed by lower‐rated collateral) have higher margins and spreads. We calibrate a model using collateral asset prices and find that lower‐quality loans are riskier despite the higher margins, yet cheaper for the borrower. This finding is consistent with a combination of lender optimism and reaching for yield. We also show that lower‐quality loans have longer maturity, consistent with models of rollover concerns with asymmetric information.",https://econpapers.repec.org/article/blajfinan/v_3a77_3ay_3a2022_3ai_3a6_3ap_3a2997-3036.htm,https://doi.org/10.1111/jofi.13184
12,Journal of Finance,Import Competition and Household Debt,"['Jean‐noël Barrot', 'Erik Loualiche', 'Matthew Plosser', 'Julien Sauvagnat']","2022, vol. 77, issue 6, 3037-3091",[],Abstract: We analyze the effect of import competition on household balance sheets using individual data on consumer finances. We exploit variation in local industry exposure to foreign competition to study households' response to the income shock triggered by China's accession to the World Trade Organization. We show that household debt increases significantly in regions where manufacturing industries are more exposed to import competition. The effects are driven by home equity extraction and are concentrated in areas with strong house price growth. Our results highlight the role played by mortgage markets in absorbing displacement shocks triggered by globalization.,https://econpapers.repec.org/article/blajfinan/v_3a77_3ay_3a2022_3ai_3a6_3ap_3a3037-3091.htm,https://doi.org/10.1111/jofi.13185
13,Journal of Finance,The Two‐Pillar Policy for the RMB,"['Urban J. Jermann', 'Bin Wei', 'Vivian Z. Yue']","2022, vol. 77, issue 6, 3093-3140",[],"Abstract: This paper studies China's recent exchange rate policy for the renminbi (RMB). We demonstrate empirically that a two‐pillar policy is in place, aiming to balance exchange rate flexibility and RMB index stability via market and basket pillars. We further extend and validate the formulation that incorporates the so‐called countercyclical factor. Theoretically, we develop a flexible‐price monetary model for the RMB in which the two‐pillar policy arises endogenously as an optimal response of the government. We estimate the model by generalized method of moments and quantitatively assess various policy trade‐offs.",https://econpapers.repec.org/article/blajfinan/v_3a77_3ay_3a2022_3ai_3a6_3ap_3a3093-3140.htm,https://doi.org/10.1111/jofi.13178
14,Journal of Finance,Attention‐Induced Trading and Returns: Evidence from Robinhood Users,"['Brad M. Barber', 'Xing Huang', 'Terrance Odean', 'Christopher Schwarz']","2022, vol. 77, issue 6, 3141-3190",[],"Abstract: We study the influence of financial innovation by fintech brokerages on individual investors’ trading and stock prices. Using data from Robinhood, we find that Robinhood investors engage in more attention‐induced trading than other retail investors. For example, Robinhood outages disproportionately reduce trading in high‐attention stocks. While this evidence is consistent with Robinhood attracting relatively inexperienced investors, we show that it is also driven in part by the app's unique features. Consistent with models of attention‐induced trading, intense buying by Robinhood users forecasts negative returns. Average 20‐day abnormal returns are −4.7% for the top stocks purchased each day.",https://econpapers.repec.org/article/blajfinan/v_3a77_3ay_3a2022_3ai_3a6_3ap_3a3141-3190.htm,https://doi.org/10.1111/jofi.13183
15,Journal of Finance,Belief Disagreement and Portfolio Choice,"['Maarten Meeuwis', 'Jonathan A. Parker', 'Antoinette Schoar', 'Duncan Simester']","2022, vol. 77, issue 6, 3191-3247",[],"Abstract: Using proprietary financial data on millions of households, we show that likely‐Republicans increased the equity share and market beta of their portfolios following the 2016 presidential election, while likely‐Democrats rebalanced into safe assets. We provide evidence that this behavior was driven by investors interpreting public information based on different models of the world. We use detailed controls to rule out the main nonbelief‐based channels such as income hedging needs, preferences, and local economic exposures. These findings are driven by a small share of investors making big changes, and are stronger among investors who trade more ex ante.",https://econpapers.repec.org/article/blajfinan/v_3a77_3ay_3a2022_3ai_3a6_3ap_3a3191-3247.htm,https://doi.org/10.1111/jofi.13179
16,Journal of Finance,Asset Pricing with Cohort‐Based Trading in MBS Markets,"['Nicola Fusari', 'Wei Li', 'Haoyang Liu', 'Zhaogang Song']","2022, vol. 77, issue 6, 3249-3287",[],"Abstract: Agency mortgage‐backed securities (MBSs) with diverse characteristics are traded in parallel through individualized specified pool (SP) contracts and standardized to‐be‐announced (TBA) contracts with delivery flexibility. This parallel trading environment generates distinctive effects on MBS pricing and trading: (i) Although cheapest‐to‐deliver (CTD) issues are present in TBA trading and absent from SP trading by design, MBS heterogeneity associated with CTD discounts affects SP yields positively, with the effect stronger for lower‐value SPs; (ii) high selling pressure amplifies the effects of MBS heterogeneity on SP yields; and (iii) greater MBS heterogeneity dampens SP and TBA trading activities but increases their ratio.",https://econpapers.repec.org/article/blajfinan/v_3a77_3ay_3a2022_3ai_3a6_3ap_3a3249-3287.htm,https://doi.org/10.1111/jofi.13180
17,Journal of Finance,The Price of Higher Order Catastrophe Insurance: The Case of VIX Options,"['Bjørn Eraker', 'Aoxiang Yang']","2022, vol. 77, issue 6, 3289-3337",[],"Abstract: We develop a tractable equilibrium pricing model to explain observed characteristics in equity returns, VIX futures, S&P 500 options, and VIX options data based on affine jump‐diffusive state dynamics and representative agents endowed with Duffie‐Epstein recursive preferences. Our calibrated model replicates consumption, dividends, and asset market data, including VIX futures returns, the average implied volatilities in SPX and VIX options, and first‐ and higher‐order moments of VIX options returns. We document a time variation in the shape of VIX‐option‐implied volatility and a time‐varying hedging relationship between VIX and SPX options that our model both captures.",https://econpapers.repec.org/article/blajfinan/v_3a77_3ay_3a2022_3ai_3a6_3ap_3a3289-3337.htm,https://doi.org/10.1111/jofi.13182
18,Journal of Finance,Financial Crises and Political Radicalization: How Failing Banks Paved Hitler's Path to Power,"['Sebastian Doerr', 'Stefan Gissler', 'José‐luis Peydró', 'Hans‐joachim Voth']","2022, vol. 77, issue 6, 3339-3372",[],"Abstract: Do financial crises radicalize voters? We study Germany's 1931 banking crisis, collecting new data on bank branches and firm‐bank connections. Exploiting cross‐sectional variation in precrisis exposure to the bank at the center of the crisis, we show that Nazi votes surged in locations more affected by its failure. Radicalization in response to the shock was exacerbated in cities with a history of anti‐Semitism. After the Nazis seized power, both pogroms and deportations were more frequent in places affected by the banking crisis. Our results suggest an important synergy between financial distress and cultural predispositions, with far‐reaching consequences.",https://econpapers.repec.org/article/blajfinan/v_3a77_3ay_3a2022_3ai_3a6_3ap_3a3339-3372.htm,https://doi.org/10.1111/jofi.13166
19,Journal of Finance,Stock Market Spillovers via the Global Production Network: Transmission of U.S. Monetary Policy,"['Julian di Giovanni', 'Galina Hale']","2022, vol. 77, issue 6, 3373-3421",[],"Abstract: We quantify the role of global production linkages in explaining spillovers of U.S. monetary policy shocks on country‐sector stock returns. We estimate a structural spatial autoregression (SAR) model that is consistent with an open‐economy production network framework. Using the SAR model, we decompose the total impact of U.S. monetary policy on global stock returns into direct and network effects. Nearly 70% of the total impact is due to the network effect of global production linkages. Empirical counterfactuals show that shutting down global production linkages halves the total impact of U.S. monetary policy shocks.",https://econpapers.repec.org/article/blajfinan/v_3a77_3ay_3a2022_3ai_3a6_3ap_3a3373-3421.htm,https://doi.org/10.1111/jofi.13181
20,Journal of Finance,The Anatomy of the Transmission of Macroprudential Policies,"['Viral V. Acharya', 'Katharina Bergant', 'Matteo Crosignani', 'Tim Eisert', 'Fergal McCann']","2022, vol. 77, issue 5, 2533-2575",[],"Abstract: We analyze how regulatory constraints on household leverage—in the form of loan‐to‐income and loan‐to‐value limits—affect residential mortgage credit and house prices as well as other asset classes not directly targeted by the limits. Loan‐level data suggest that mortgage credit is reallocated from low‐ to high‐income borrowers and from urban to rural counties. This reallocation weakens the feedback between credit and house prices and slows house price growth in “hot” housing markets. Banks whose lending to households is more affected by the regulatory constraint drive this reallocation, but also substitute their risk‐taking into holdings of securities and corporate credit.",https://econpapers.repec.org/article/blajfinan/v_3a77_3ay_3a2022_3ai_3a5_3ap_3a2533-2575.htm,https://doi.org/10.1111/jofi.13170
21,Journal of Finance,The Cost of Capital for Banks: Evidence from Analyst Earnings Forecasts,"['Jens Dick‐nielsen', 'Jacob Gyntelberg', 'Christoffer Thimsen']","2022, vol. 77, issue 5, 2577-2611",[],"Abstract: We extract cost of capital measures for banks using analyst earnings forecasts, which we show are unbiased. We find that the cost of equity and the cost of debt decrease in the Tier 1 ratio, whereas total cost of capital is uncorrelated with the Tier 1 ratio. These findings suggest that investors adjust their return expectations for banks in accordance with the Modigliani–Miller conservation‐of‐risk principle. Hence, increased capital requirements are not made socially costly based on a notion that market pricing violates risk conservation. Equity can nevertheless still be privately costly for banks because of reduced subsidies.",https://econpapers.repec.org/article/blajfinan/v_3a77_3ay_3a2022_3ai_3a5_3ap_3a2577-2611.htm,https://doi.org/10.1111/jofi.13168
22,Journal of Finance,Commodity Financialization and Information Transmission,"['Itay Goldstein', 'Liyan Yang']","2022, vol. 77, issue 5, 2613-2667",[],"Abstract: We provide a model to understand the effects of commodity futures financialization on various market variables. We distinguish between financial speculators and financial hedgers and study their separate and combined effects on the informativeness of futures prices, the futures price bias, the comovement of futures prices with other markets, and the predictiveness of financial trading. We capture the interactions between commodity futures financialization and the real economy through spot prices and production decisions. A dynamic extension illustrates how key variables change over time in a period of acute financialization in a way that is consistent with observed empirical patterns.",https://econpapers.repec.org/article/blajfinan/v_3a77_3ay_3a2022_3ai_3a5_3ap_3a2613-2667.htm,https://doi.org/10.1111/jofi.13165
23,Journal of Finance,When Should Bankruptcy Law Be Creditor‐ or Debtor‐Friendly? Theory and Evidence,"['David Schoenherr', 'Jan Starmans']","2022, vol. 77, issue 5, 2669-2717",[],"Abstract: We examine how creditor protection affects firms with different levels of owners' and managers' personal costs of bankruptcy (PCB). Theoretically, we show that firms with high PCB borrow and invest more under a more debtor‐friendly management stay system, whereas firms with low PCB borrow and invest more under a more creditor‐friendly receivership system. Intuitively, stronger creditor protection relaxes financial constraints but reduces credit demand. Which effect dominates depends on owners' and managers' PCB. Empirically, we find support for these predictions using a Korean bankruptcy reform that replaced receivership with management stay.",https://econpapers.repec.org/article/blajfinan/v_3a77_3ay_3a2022_3ai_3a5_3ap_3a2669-2717.htm,https://doi.org/10.1111/jofi.13171
24,Journal of Finance,"Rare Disasters, Financial Development, and Sovereign Debt","['Sergio Rebelo', 'Neng Wang', 'Jinqiang Yang']","2022, vol. 77, issue 5, 2719-2764",[],"Abstract: We propose a model of sovereign debt in which countries vary in their level of financial development, defined as the extent to which they can issue debt denominated in domestic currency in international capital markets. We show that low levels of financial development generate the “debt intolerance” phenomenon that plagues emerging markets: it reduces overall debt capacity, increases credit spreads, and limits the country's ability to smooth consumption.",https://econpapers.repec.org/article/blajfinan/v_3a77_3ay_3a2022_3ai_3a5_3ap_3a2719-2764.htm,https://doi.org/10.1111/jofi.13175
25,Journal of Finance,Common Ownership Does Not Have Anticompetitive Effects in the Airline Industry,"['Patrick Dennis', 'Kristopher Gerardi', 'Carola Schenone']","2022, vol. 77, issue 5, 2765-2798",[],"Abstract: Institutions often own equity in multiple firms that compete in the same product market. Prior research has shown that these institutional “common owners” induce anticompetitive pricing behavior in the airline industry. This paper reevaluates this evidence and shows that the documented positive correlation between common ownership and airline ticket prices stems from the market share component of the common ownership measure, and not the ownership and control components. We further show that the results are sensitive to measures of investor control and to assumptions about equity holders' ownership and control during bankruptcy.",https://econpapers.repec.org/article/blajfinan/v_3a77_3ay_3a2022_3ai_3a5_3ap_3a2765-2798.htm,https://doi.org/10.1111/jofi.13176
26,Journal of Finance,"Rising Intangible Capital, Shrinking Debt Capacity, and the U.S. Corporate Savings Glut","['Antonio Falato', 'Dalida Kadyrzhanova', 'Jae Sim', 'Roberto Steri']","2022, vol. 77, issue 5, 2799-2852",[],"Abstract: This paper explores the connection between rising intangible capital and the secular upward trend in U.S. corporate cash holdings. We calibrate a dynamic model with two productive assets—tangible and intangible capital—in which only tangible capital can serve as collateral. We highlight the following points: (i) a shift toward intangible capital shrinks firms' debt capacity and leads them to hold more cash, (ii) the effect accounts for three‐quarters of the observed trend in average cash ratios, and (iii) it also accounts for the upward trend of cash ratios in the cross‐section of small and large firms and in the aggregate.",https://econpapers.repec.org/article/blajfinan/v_3a77_3ay_3a2022_3ai_3a5_3ap_3a2799-2852.htm,https://doi.org/10.1111/jofi.13174
27,Journal of Finance,A Theory of Equivalent Expectation Measures for Contingent Claim Returns,"['Sanjay K. Nawalkha', 'Xiaoyang Zhuo']","2022, vol. 77, issue 5, 2853-2906",[],"Abstract: This paper introduces a dynamic change of measure approach for computing analytical solutions of expected future prices (and therefore, expected returns) of contingent claims over a finite horizon. The new approach constructs hybrid probability measures called equivalent expectation measures (EEMs) that provide the physical expectation of the claim's future price before the horizon date, and serve as pricing measures on or after the horizon date. The EEM theory can be used for empirical investigations of both the cross‐section and the term structure of returns of contingent claims, such as Treasury bonds, corporate bonds, and financial derivatives.",https://econpapers.repec.org/article/blajfinan/v_3a77_3ay_3a2022_3ai_3a5_3ap_3a2853-2906.htm,https://doi.org/10.1111/jofi.13172
28,Journal of Finance,The Golden Mean: The Risk‐Mitigating Effect of Combining Tournament Rewards with High‐Powered Incentives,"['Dunhong Jin', 'Thomas Noe']","2022, vol. 77, issue 5, 2907-2947",[],"Abstract: The rewards received by financial managers depend on both relative performance (e.g., fund inflows based on fund rankings, promotions based on peer comparisons) and absolute performance (e.g., bonus payments for meeting accounting targets, hedge‐fund incentive fees). Both relative and absolute performance rewards engender risk‐taking. In this paper, we show that these two sources of risk‐taking, relative and absolute performance rewards, mitigate the risk‐taking incentives produced by the other. This mutual incentive‐reduction effect generates a number of novel predictions about the relationship of managerial risk‐taking with the structure of relative and absolute performance rewards.",https://econpapers.repec.org/article/blajfinan/v_3a77_3ay_3a2022_3ai_3a5_3ap_3a2907-2947.htm,https://doi.org/10.1111/jofi.13169
29,Journal of Finance,CEO Political Leanings and Store‐Level Economic Activity during the COVID‐19 Crisis: Effects on Shareholder Value and Public Health,"['John M. Bizjak', 'Swaminathan L. Kalpathy', 'Vassil T. Mihov', 'Jue Ren']","2022, vol. 77, issue 5, 2949-2986",[],"Abstract: Maintaining economic output during the COVID‐19 pandemic results in benefits for firm shareholders but comes at a potential cost to public health. Using store‐level data, we examine how a CEO's political leaning impacts this trade‐off. We document that firms with a Republican‐leaning CEO experience a relative increase in store visits compared to firms with a Democratic‐leaning CEO. The increase in store visits is associated with higher sales and positive abnormal stock returns. However, we also document higher COVID‐19 transmission rates and more employee safety complaints in communities where establishments with higher store traffic are managed by a Republican‐leaning CEO.",https://econpapers.repec.org/article/blajfinan/v_3a77_3ay_3a2022_3ai_3a5_3ap_3a2949-2986.htm,https://doi.org/10.1111/jofi.13173
30,Journal of Finance,Presidential Address: Corporate Finance and Reality,['John R. Graham'],"2022, vol. 77, issue 4, 1975-2049",[],"Abstract: This paper uses surveys to document CFO perspectives on corporate planning, investment, capital structure, payout, and shareholder versus stakeholder focus. Comparing policy decisions today to those 20 years ago, I find that companies employ decision rules that are conservative, sticky, and geared to time the market; rely on internal forecasts that are miscalibrated and considered reliable only two years ahead; and emphasize corporate objectives that focus increasingly on stakeholders and revenues. These practice of corporate finance themes can discipline academic models toward better explaining outcomes. Models of satisficing decision‐making or costly managerial biases align with many of the themes.",https://econpapers.repec.org/article/blajfinan/v_3a77_3ay_3a2022_3ai_3a4_3ap_3a1975-2049.htm,https://doi.org/10.1111/jofi.13161
31,Journal of Finance,Do Firms Respond to Gender Pay Gap Transparency?,"['Morten Bennedsen', 'Elena Simintzi', 'Margarita Tsoutsoura', 'Daniel Wolfenzon']","2022, vol. 77, issue 4, 2051-2091",[],"Abstract: We examine the effect of pay transparency on the gender pay gap and firm outcomes. Using a 2006 legislation change in Denmark that requires firms to provide gender‐disaggregated wage statistics, detailed employee‐employer administrative data, and difference‐in‐differences and difference‐in‐discontinuities designs, we find that the law reduces the gender pay gap, primarily by slowing wage growth for male employees. The gender pay gap declines by 2 percentage points, or 13% relative to the prelegislation mean. Despite the reduction of the overall wage bill, the wage transparency mandate does not affect firm profitability, likely because of the offsetting effect of reduced firm productivity.",https://econpapers.repec.org/article/blajfinan/v_3a77_3ay_3a2022_3ai_3a4_3ap_3a2051-2091.htm,https://doi.org/10.1111/jofi.13136
32,Journal of Finance,Bank Market Power and Monetary Policy Transmission: Evidence from a Structural Estimation,"['Yifei Wang', 'Toni Whited', 'Yufeng Wu', 'Kairong Xiao']","2022, vol. 77, issue 4, 2093-2141",[],"Abstract: We quantify the impact of bank market power on monetary policy transmission through banks to borrowers. We estimate a dynamic banking model in which monetary policy affects imperfectly competitive banks' funding costs. Banks optimize the pass‐through of these costs to borrowers and depositors, while facing capital and reserve regulation. We find that bank market power explains much of the transmission of monetary policy to borrowers, with an effect comparable to that of bank capital regulation. When the federal funds rate falls below 0.9%, market power interacts with bank capital regulation to produce a reversal of the effect of monetary policy.",https://econpapers.repec.org/article/blajfinan/v_3a77_3ay_3a2022_3ai_3a4_3ap_3a2093-2141.htm,https://doi.org/10.1111/jofi.13159
33,Journal of Finance,Quantifying Reduced‐Form Evidence on Collateral Constraints,"['Sylvain Catherine', 'Thomas Chaney', 'Zongbo Huang', 'David Sraer', 'David Thesmar']","2022, vol. 77, issue 4, 2143-2181",[],"Abstract: This paper quantifies the aggregate effects of financing constraints. We start from a standard dynamic investment model with collateral constraints. In contrast to the existing quantitative literature, our estimation does not target the mean leverage ratio to identify the scope of financing frictions. Instead, we use a reduced‐form coefficient from the recent corporate finance literature that connects exogenous debt capacity shocks to corporate investment. Relative to a frictionless benchmark, collateral constraints induce losses of 7.1% for output and 1.4% for total factor productivity (TFP) (misallocation). We show these estimated losses tend to be more robust to misspecification than estimates obtained by targeting leverage.",https://econpapers.repec.org/article/blajfinan/v_3a77_3ay_3a2022_3ai_3a4_3ap_3a2143-2181.htm,https://doi.org/10.1111/jofi.13158
34,Journal of Finance,A New Test of Risk Factor Relevance,"['Alex Chinco', 'Samuel M. Hartzmark', 'Abigail B. Sussman']","2022, vol. 77, issue 4, 2183-2238",[],"Abstract: Textbook models assume that investors try to insure against bad states of the world associated with specific risk factors when investing. This is a testable assumption and we develop a survey framework for doing so. Our framework can be applied to any risk factor. We demonstrate the approach using consumption growth, which makes our results applicable to most modern asset‐pricing models. Participants respond to changes in the mean and volatility of stock returns consistent with textbook models, but we find no evidence that they view an asset's correlation with consumption growth as relevant to investment decisions.",https://econpapers.repec.org/article/blajfinan/v_3a77_3ay_3a2022_3ai_3a4_3ap_3a2183-2238.htm,https://doi.org/10.1111/jofi.13135
35,Journal of Finance,Testing Disagreement Models,"['Yen-Cheng Chang', 'Pei‐jie Hsiao', 'Alexander Ljungqvist', 'Kevin Tseng']","2022, vol. 77, issue 4, 2239-2285",[],"Abstract: We provide plausibly identified evidence for the role of investor disagreement in asset pricing. Our natural experiment exploits the staggered implementation of the Electronic Data Gathering, Analysis, and Retrieval (EDGAR) system, which induces a reduction in investor disagreement. Consistent with models of investor disagreement, EDGAR inclusion helps resolve disagreement around information events, leading to stock price corrections. The reduction in disagreement following EDGAR inclusion also reduces stock price crash risk, especially among stocks with binding short‐sale constraints and high investor optimism.",https://econpapers.repec.org/article/blajfinan/v_3a77_3ay_3a2022_3ai_3a4_3ap_3a2239-2285.htm,https://doi.org/10.1111/jofi.13137
