journal,title,authors,abstract,cite,jel,url,volume,doi,year
American Economic Journal: Macroeconomics,House Prices and Consumption: A New Instrumental Variables Approach,"['James Graham', 'Christos A. Makridis']","We introduce a novel Bartik-like instrument for house prices consisting of the local composition of housing characteristics interacted with aggregate changes in the marginal prices of these characteristics. Using household-level panel data, we estimate elasticities of nondurable consumption expenditures with respect to house prices of around 0.1. These consumption effects are concentrated among the young and those most likely to be facing tight borrowing constraints. A decomposition shows that identifying variation in the instrument is associated with times and locations where house prices have varied the most: during the housing bust of the mid-2000s and in the western United States.","James Graham & Christos A. Makridis, 2023. ""House Prices and Consumption: A New Instrumental Variables Approach,"" American Economic Journal: Macroeconomics, American Economic Association, vol. 15(1), pages 411-443, January.",N\A,https://ideas.repec.org/a/aea/aejmac/v15y2023i1p411-43.html,"15(1), pages 411-443, January.", 10.1257/mac.20200246,2023
American Economic Journal: Macroeconomics,A Risky Venture: Income Dynamics among Pass-Through Business Owners,"['Jason DeBacker', 'Vasia Panousi', 'Shanthi Ramnath']","We employ a large panel of US income tax returns for the period 1987–2018 to extensively characterize and quantify business income risk. Our findings show business income to be much riskier than labor income. Business income is less persistent and is characterized by higher tail risk. Furthermore, when compared to labor income, heterogeneity across households is less important in explaining the cross-sectional variation in business income, and within-household income variation is more important. Our results underscore the income risks business owners face and provide stylized facts and parameter estimates useful for quantitative macroeconomic models and policy analysis.","Jason DeBacker & Vasia Panousi & Shanthi Ramnath, 2023. ""A Risky Venture: Income Dynamics among Pass-Through Business Owners,"" American Economic Journal: Macroeconomics, American Economic Association, vol. 15(1), pages 444-474, January.",N\A,https://ideas.repec.org/a/aea/aejmac/v15y2023i1p444-74.html,"15(1), pages 444-474, January.", 10.1257/mac.20200134,2023
American Economic Journal: Macroeconomics,Childcare Subsidies and Child Skill Accumulation in One- and Two-Parent Families,['Emily G. Moschini'],"I examine the role of family structure and childcare subsidies in child skill accumulation. I establish empirically that skill accumulation is more responsive to childcare price for one-parent families than for two-parent families. I analyze the effects of childcare subsidies in a model featuring endogenous family formation, parental altruism, and a baseline subsidy resembling that of the United States. I find that eliminating this subsidy generates welfare losses of 1.63 percent of lifetime consumption, that equilibrium adjustments act to mitigate these losses, and that increasing uptake among one-parent families yields the highest welfare gains per additional recipient.","Emily G. Moschini, 2023. ""Childcare Subsidies and Child Skill Accumulation in One- and Two-Parent Families,"" American Economic Journal: Macroeconomics, American Economic Association, vol. 15(1), pages 475-516, January.",N\A,https://ideas.repec.org/a/aea/aejmac/v15y2023i1p475-516.html,"15(1), pages 475-516, January.", 10.1257/mac.20200282,2023
American Economic Journal: Macroeconomics,Firm Wages in a Frictional Labor Market,['Leena Rudanko'],"This paper studies wage setting in a directed search model of multiworker firms facing within-firm equity constraints on wages. The constraints reduce wages, as firms exploit their monopsony power over their existing workers, rendering wages less responsive to productivity in doing so. They also give rise to a time inconsistency in the dynamic firm problem, as firms face a less elastic labor supply in the short run than in the long run, making commitment to future wages valuable. Constrained firms find it profitable to fix wages, and doing so is good for worker welfare and resource allocation in equilibrium.","Leena Rudanko, 2023. ""Firm Wages in a Frictional Labor Market,"" American Economic Journal: Macroeconomics, American Economic Association, vol. 15(1), pages 517-550, January.",N\A,https://ideas.repec.org/a/aea/aejmac/v15y2023i1p517-50.html,"15(1), pages 517-550, January.", 10.1257/mac.20200440,2023
American Economic Journal: Macroeconomics,How Wage Announcements Affect Job Search—A Field Experiment,"['Michèle Belot', 'Philipp Kircher', 'Paul Muller']","In a field experiment, we study how job seekers respond to posted wages by assigning wages randomly to pairs of otherwise similar vacancies in a large number of professions. Higher wages attract significantly more interest. Still, a nontrivial number of applicants only reveal an interest in the low-wage vacancy. With a complementary survey, we show that external raters perceive higher-wage jobs as more competitive. These findings qualitatively support core predictions of theories of directed/competitive search, though in the simplest calibrated model, applications react too strongly to the wage. We discuss extensions such as on-the-job search that rectify this.","Michèle Belot & Philipp Kircher & Paul Muller, 2022. ""How Wage Announcements Affect Job Search—A Field Experiment,"" American Economic Journal: Macroeconomics, American Economic Association, vol. 14(4), pages 1-67, October.",N\A,https://ideas.repec.org/a/aea/aejmac/v14y2022i4p1-67.html,"14(4), pages 1-67, October.", 10.1257/mac.20200116,2022
American Economic Journal: Macroeconomics,Expectations-Driven Liquidity Traps: Implications for Monetary and Fiscal Policy,"['Taisuke Nakata', 'Sebastian Schmidt']","We study optimal time-consistent monetary and fiscal policy in a New Keynesian model where occasional declines in agents' confidence give rise to persistent liquidity trap episodes. Insights from widely studied fundamental-driven liquidity traps are not a useful guide for enhancing welfare in this model. Raising the inflation target, appointing an inflation-conservative central banker, or allowing for the use of government spending as an additional stabilization tool can exacerbate deflationary pressures and demand deficiencies during the liquidity trap episodes. However, appointing a policy-maker who is sufficiently less concerned with government spending stabilization than society eliminates expectations-driven liquidity traps.","Taisuke Nakata & Sebastian Schmidt, 2022. ""Expectations-Driven Liquidity Traps: Implications for Monetary and Fiscal Policy,"" American Economic Journal: Macroeconomics, American Economic Association, vol. 14(4), pages 68-103, October.",N\A,https://ideas.repec.org/a/aea/aejmac/v14y2022i4p68-103.html,"14(4), pages 68-103, October.", 10.1257/mac.20190228,2022
American Economic Journal: Macroeconomics,Mind the Gap! Stylized Dynamic Facts and Structural Models,"['Fabio Canova', 'Filippo Ferroni']",We study what happens to identified shocks and to dynamic responses when the data generating process features q disturbances but q1,"Fabio Canova & Filippo Ferroni, 2022. ""Mind the Gap! Stylized Dynamic Facts and Structural Models,"" American Economic Journal: Macroeconomics, American Economic Association, vol. 14(4), pages 104-135, October.",N\A,https://ideas.repec.org/a/aea/aejmac/v14y2022i4p104-35.html,"14(4), pages 104-135, October.", 10.1257/mac.20200054,2022
American Economic Journal: Macroeconomics,Age Structure and the Impact of Monetary Policy,"['John V. Leahy', 'Aditi Thapar']",We exploit cross-sectional variation in the response of US states to an identified monetary policy shock to study how the impact of monetary policy varies with the age structure of the population. We find that the economy's response is weaker the greater the share of population under 35 years of age and stronger the greater the share between 40 and 65. We find that all age groups become more responsive to monetary policy shocks when the proportion of the middle-aged increases. We provide evidence consistent with middle-aged entrepreneurs starting and expanding businesses in response to an expansionary monetary shock.,"John V. Leahy & Aditi Thapar, 2022. ""Age Structure and the Impact of Monetary Policy,"" American Economic Journal: Macroeconomics, American Economic Association, vol. 14(4), pages 136-173, October.",N\A,https://ideas.repec.org/a/aea/aejmac/v14y2022i4p136-73.html,"14(4), pages 136-173, October.", 10.1257/mac.20190337,2022
American Economic Journal: Macroeconomics,"Short-Term Planning, Monetary Policy, and Macroeconomic Persistence","['Christopher Gust', 'Edward Herbst', 'David López-Salido']","We estimate a behavioral New Keynesian (NK) model in which households and firms plan over a finite horizon. The finite-horizon planning (FHP) model outperforms rational expectations versions of the NK model as well as other behavioral NK models. In the FHP model, households and firms are forward-looking in thinking about events over their planning horizon but are backward-looking regarding events beyond that point. This gives rise to substantial aggregate persistence without resorting to additional features such as habit persistence and price contracts indexed to lagged inflation.","Christopher Gust & Edward Herbst & David López-Salido, 2022. ""Short-Term Planning, Monetary Policy, and Macroeconomic Persistence,"" American Economic Journal: Macroeconomics, American Economic Association, vol. 14(4), pages 174-209, October.",N\A,https://ideas.repec.org/a/aea/aejmac/v14y2022i4p174-209.html,"14(4), pages 174-209, October.", 10.1257/mac.20200058,2022
American Economic Journal: Macroeconomics,News Shocks under Financial Frictions,"['Christoph Görtz', 'John D. Tsoukalas', 'Francesco Zanetti']","We examine the dynamic effects of TFP news shocks in the context of frictions in financial markets. We document two new facts. First, a shock to future TFP generates a significant decline in credit spread indicators along with a robust improvement in credit supply indicators. Second, we establish a tight link between TFP news shocks and shocks that explain the majority of unforecastable movements in credit spread indicators. A DSGE model enriched with a financial sector of the Gertler-Kiyotaki-Karadi type generates very similar quantitative dynamics.","Christoph Görtz & John D. Tsoukalas & Francesco Zanetti, 2022. ""News Shocks under Financial Frictions,"" American Economic Journal: Macroeconomics, American Economic Association, vol. 14(4), pages 210-243, October.",N\A,https://ideas.repec.org/a/aea/aejmac/v14y2022i4p210-43.html,"14(4), pages 210-243, October.", 10.1257/mac.20170066,2022
American Economic Journal: Macroeconomics,Fiscal Rules and the Sovereign Default Premium,"['Juan Carlos Hatchondo', 'Leonardo Martinez', 'Francisco Roch']","We study fiscal rules using a sovereign default model. A debt-brake (spread-brake) rule imposes a ceiling on the fiscal deficit when the sovereign debt (spread) is above a threshold. For our benchmark calibration, similar gains can be achieved with the optimal debt or spread brake. However, for a ""Union"" of heterogeneous economies, a common spread brake generates larger gains than a common debt brake. Furthermore, gains from abandoning a common debt brake may be significant for economies that are unnecessarily constrained by the rule. In contrast, abandoning a common spread brake would generate losses for any economy in the Union.","Juan Carlos Hatchondo & Leonardo Martinez & Francisco Roch, 2022. ""Fiscal Rules and the Sovereign Default Premium,"" American Economic Journal: Macroeconomics, American Economic Association, vol. 14(4), pages 244-273, October.",N\A,https://ideas.repec.org/a/aea/aejmac/v14y2022i4p244-73.html,"14(4), pages 244-273, October.", 10.1257/mac.20170479,2022
American Economic Journal: Macroeconomics,Distortions and the Structure of the World Economy,"['Lorenzo Caliendo', 'Fernando Parro', 'Aleh Tsyvinski']","We model the world economy as one system of endogenous input-output relationships subject to frictions and study how the world's input-output structure and world's GDP change due to changes in frictions. We derive a sufficient statistic to identify frictions from the observed world input-output matrix, which we fully match for the year 2011. We show how changes in internal frictions impact the whole structure of the world's economy and that they have a much larger effect on world's GDP than external frictions. We also use our approach to study the role of internal frictions during the Great Recession of 2007–2009.","Lorenzo Caliendo & Fernando Parro & Aleh Tsyvinski, 2022. ""Distortions and the Structure of the World Economy,"" American Economic Journal: Macroeconomics, American Economic Association, vol. 14(4), pages 274-308, October.",N\A,https://ideas.repec.org/a/aea/aejmac/v14y2022i4p274-308.html,"14(4), pages 274-308, October.", 10.1257/mac.20190410,2022
American Economic Journal: Macroeconomics,Monetary Policy and Liquidity Constraints: Evidence from the Euro Area,"['Mattias Almgren', 'José-Elías Gallegos', 'John Kramer', 'Ricardo Lima']","We quantify the relationship between the response of output to monetary policy shocks and the share of liquidity-constrained households. We do so in the context of the euro area, using a Local Projections Instrumental Variables estimation. We construct an instrument for changes in interest rates from changes in overnight indexed swap rates in a narrow time window around ECB announcements. Monetary policy shocks have heterogeneous effects on output across countries. Using micro data, we show that the elasticity of output to monetary policy shocks is larger in countries that have a larger fraction of households that are liquidity constrained.","Mattias Almgren & José-Elías Gallegos & John Kramer & Ricardo Lima, 2022. ""Monetary Policy and Liquidity Constraints: Evidence from the Euro Area,"" American Economic Journal: Macroeconomics, American Economic Association, vol. 14(4), pages 309-340, October.",N\A,https://ideas.repec.org/a/aea/aejmac/v14y2022i4p309-40.html,"14(4), pages 309-340, October.", 10.1257/mac.20200096,2022
American Economic Journal: Macroeconomics,Learning on the Job and the Cost of Business Cycles,"['Karl Walentin', 'Andreas Westermark']","We show that business cycles reduce welfare through a decrease in the average level of employment in a labor market search model with learning on the job and skill loss during unemployment. Empirically, unemployment and the job-finding rate are negatively correlated. Since new jobs are the product of these two from the employment transition equation, business cycles imply fewer new jobs. Learning on the job implies that the resulting decrease in employment reduces aggregate human capital. This reduces incentives to post vacancies, further decreasing employment and human capital. We quantify this mechanism and find large output and welfare costs of business cycles.","Karl Walentin & Andreas Westermark, 2022. ""Learning on the Job and the Cost of Business Cycles,"" American Economic Journal: Macroeconomics, American Economic Association, vol. 14(4), pages 341-377, October.",N\A,https://ideas.repec.org/a/aea/aejmac/v14y2022i4p341-77.html,"14(4), pages 341-377, October.", 10.1257/mac.20180473,2022
American Economic Journal: Macroeconomics,Neo-Fisherian Policies and Liquidity Traps,['Florin O. Bilbiie'],"Liquidity traps can be either fundamental or confidence-driven. In a simple, unified New Keynesian framework, I provide the analytical condition for the latter's prevalence: enough shock persistence and endogenous intertemporal amplification of future (""news"") shocks, making income effects dominate substitution effects. The same condition allows neo-Fisherian effects (expansionary-inflationary interest rate increases), which are thus inherent in confidence traps. Several monetary and fiscal policies (forward guidance, interest rate increases, public spending, labor tax cuts) have diametrically opposed effects according to the trap variety. This duality provides testable implications to disentangle between trap types; that is essential, for optimal policies are also conflicting across trap varieties.","Florin O. Bilbiie, 2022. ""Neo-Fisherian Policies and Liquidity Traps,"" American Economic Journal: Macroeconomics, American Economic Association, vol. 14(4), pages 378-403, October.",N\A,https://ideas.repec.org/a/aea/aejmac/v14y2022i4p378-403.html,"14(4), pages 378-403, October.", 10.1257/mac.20200119,2022
American Economic Journal: Macroeconomics,Optimal Public Debt with Life Cycle Motives,"['William B. Peterman', 'Erick Sager']","This paper determines optimal public debt in a life cycle model with incomplete markets that matches the empirically observed variation in consumption, labor, and savings. We find that public savings—not public debt—equal to 168 percent of output is optimal, primarily due to the influence of the life cycle on household decision-making. By inducing a lower interest rate, public savings slow consumption and leisure growth over an average household's lifetime, and the resulting flatter allocation of lifetime consumption and leisure improves welfare. These life cycle welfare benefits are large—on net, they outweigh the transitional costs from a tax-financed public debt elimination.","William B. Peterman & Erick Sager, 2022. ""Optimal Public Debt with Life Cycle Motives,"" American Economic Journal: Macroeconomics, American Economic Association, vol. 14(4), pages 404-437, October.",N\A,https://ideas.repec.org/a/aea/aejmac/v14y2022i4p404-37.html,"14(4), pages 404-437, October.", 10.1257/mac.20180247,2022
American Economic Journal: Macroeconomics,"Family Heterogeneity, Human Capital Investment, and College Attainment","['Adam Blandin', 'Christopher Herrington']","From 1995 to 2015 the aggregate US college completion rate increased almost 50 percent, but completion trends differed markedly by family background. We consider whether changing college preparedness contributed to growth in aggregate completion and differences by family background. We first document parallel empirical trends in precollege investments, college preparedness, and completion. We use these moments to discipline a quantitative model of intergenerational human capital investment with heterogeneous families. Within the model, investment trends generate half of the empirical increase in college completion. The model implies that subsidizing precollege investments increases college completion and lifetime earnings more than college tuition subsidies.","Adam Blandin & Christopher Herrington, 2022. ""Family Heterogeneity, Human Capital Investment, and College Attainment,"" American Economic Journal: Macroeconomics, American Economic Association, vol. 14(4), pages 438-478, October.",N\A,https://ideas.repec.org/a/aea/aejmac/v14y2022i4p438-78.html,"14(4), pages 438-478, October.", 10.1257/mac.20200014,2022
American Economic Journal: Macroeconomics,Population Aging and Structural Transformation,"['Javier Cravino', 'Andrei Levchenko', 'Marco Rojas']",We quantify the role of population aging in the structural transformation process. Household-level data from the United States show that the fraction of expenditures devoted to services increases with household age. We use a shift-share decomposition and a quantitative model to show that US population aging accounted for about a fifth of the observed increase in the service share in consumption between 1982 and 2016. The contribution of population aging to the rise in the service share is about the same size as the contribution of real income growth and about half as large as that of changes in relative prices.,"Javier Cravino & Andrei Levchenko & Marco Rojas, 2022. ""Population Aging and Structural Transformation,"" American Economic Journal: Macroeconomics, American Economic Association, vol. 14(4), pages 479-498, October.",N\A,https://ideas.repec.org/a/aea/aejmac/v14y2022i4p479-98.html,"14(4), pages 479-498, October.", 10.1257/mac.20200371,2022
American Economic Journal: Macroeconomics,Asymmetric Effects of Monetary Policy in Regional Housing Markets,"['Knut Are Aastveit', 'André K. Anundsen']","The responsiveness of house prices to monetary policy shocks depends on the nature of the shock—expansionary versus contractionary—and on local housing supply elasticities. These findings are established using a panel of 263 US metropolitan areas. Expansionary monetary policy shocks have a larger impact on house prices in supply-inelastic areas. Contractionary shocks are orthogonal to housing supply elasticities. In supply-elastic areas, contractionary shocks have a greater impact on house prices than expansionary shocks do. The opposite holds true in supply-inelastic areas. We attribute this to asymmetric housing supply adjustments.","Knut Are Aastveit & André K. Anundsen, 2022. ""Asymmetric Effects of Monetary Policy in Regional Housing Markets,"" American Economic Journal: Macroeconomics, American Economic Association, vol. 14(4), pages 499-529, October.",N\A,https://ideas.repec.org/a/aea/aejmac/v14y2022i4p499-529.html,"14(4), pages 499-529, October.", 10.1257/mac.20190011,2022
American Economic Journal: Macroeconomics,Optimal Taxation with Endogenous Default under Incomplete Markets,"['Demian Pouzo', 'Ignacio Presno']","How are the optimal tax and debt policies affected if the government can default on its debt? We address this question from a normative perspective in an economy with noncontingent government debt, domestic default, and labor taxes. On one hand, default prevents the government from incurring future tax distortions associated with servicing the debt. On the other hand, default risk gives rise to endogenous credit limits that hinder the government's ability to smooth taxes. We characterize the fiscal policy and show how the option to default alters the near–unit root component of taxes in the economy with risk-free borrowing.","Demian Pouzo & Ignacio Presno, 2022. ""Optimal Taxation with Endogenous Default under Incomplete Markets,"" American Economic Journal: Macroeconomics, American Economic Association, vol. 14(3), pages 1-41, July.",N\A,https://ideas.repec.org/a/aea/aejmac/v14y2022i3p1-41.html,"14(3), pages 1-41, July.", 10.1257/mac.20160101,2022
American Economic Journal: Macroeconomics,"Dynamics of Markups, Concentration, and Product Span","['Elhanan Helpman', 'Benjamin Niswonger']","We develop a model with a finite number of multiproduct firms together with a continuum of single-product firms and study the dynamics that arise from product innovation. Consistent with the available evidence, the model predicts rising markups and concentration and a declining labor share. Our dynamics predict the possibility of an inverted-U relationship between labor productivity and product span, for which we provide suggestive evidence. In the optimal allocation, product span and labor productivity are strictly positively related. We also characterize optimal policies for these types of sectors.","Elhanan Helpman & Benjamin Niswonger, 2022. ""Dynamics of Markups, Concentration, and Product Span,"" American Economic Journal: Macroeconomics, American Economic Association, vol. 14(3), pages 42-81, July.",N\A,https://ideas.repec.org/a/aea/aejmac/v14y2022i3p42-81.html,"14(3), pages 42-81, July.", 10.1257/mac.20200378,2022
American Economic Journal: Macroeconomics,Occupational Matching and Cities,['Theodore Papageorgiou'],"In this paper, I document that workers in larger cities have significantly more occupational options than workers in smaller ones. They are able to form better occupational matches and earn higher wages. I also note differences in occupation reallocation patterns across cities. I develop a dynamic model of occupation choice that microfounds agglomeration economies and captures the empirical patterns. The calibration of the model suggests that better occupational match quality accounts for approximately 35 percent of the observed wage premium and one-third of the greater inequality in larger cities.","Theodore Papageorgiou, 2022. ""Occupational Matching and Cities,"" American Economic Journal: Macroeconomics, American Economic Association, vol. 14(3), pages 82-132, July.",N\A,https://ideas.repec.org/a/aea/aejmac/v14y2022i3p82-132.html,"14(3), pages 82-132, July.", 10.1257/mac.20180122,2022
