journal,title,authors,abstract,cite,jel,url,volume,doi,year
European Economic Review,The Economics of Tobacco Regulation: A Comprehensive Review,"['Philip DeCicca', 'Donald Kenkel', 'Michael F. Lovenheim']","Tobacco regulation has been a major component of health policy in the developed world since the UK Royal College of Physicians' and the US Surgeon General's reports in the 1960s. Such regulation, which has intensified in the past two decades, includes cigarette taxation, place-based smoking bans in areas ranging from bars and restaurants to workplaces, and regulations designed to make tobacco products less desirable. More recently, the availability of alternative products, most notably e-cigarettes, has increased dramatically, and these products are just starting to be regulated. Despite an extensive body of research on tobacco regulations, there remains substantial debate regarding their effectiveness, and ultimately, their impact on economic welfare. We provide the first comprehensive review of the state of research in the economics of tobacco regulation in two decades.",N\A,N\A,https://ideas.repec.org/a/aea/jeclit/v60y2022i3p883-970.html,N\A, 10.1257/jel.20201482,2022
European Economic Review,The Microeconomics of Cryptocurrencies,"['Hanna Halaburda', 'Guillaume Haeringer', 'Joshua Gans', 'Neil Gandal']","Since its launch in 2009 much has been written about Bitcoin, cryptocurrencies, and blockchains. While the discussions initially took place mostly on blogs and other popular media, we now are witnessing the emergence of a growing body of rigorous academic research on these topics. By the nature of the phenomenon analyzed, this research spans many academic disciplines including macroeconomics, law and economics, and computer science. This survey focuses on the microeconomics of cryptocurrencies themselves. What drives their supply, demand, trading price, and competition amongst them? This literature has been emerging over the past decade and the purpose of this paper is to summarize its main findings so as to establish a base upon which future research can be conducted.",N\A,N\A,https://ideas.repec.org/a/aea/jeclit/v60y2022i3p971-1013.html,N\A, 10.1257/jel.20201593,2022
European Economic Review,Book Review: Entrenchment by Paul Starr,['Gilles Saint-Paul'],"Entrenchment: Wealth, Power, and the Constitution of Democratic Societies, by Paul Starr, revisits the history of political economy through the lens of a novel concept: that of entrenchment. Policies that benefit some interest groups may become entrenched and persist in spite of subsequent evolutions. Such entrenchment in turn explains why crises occur, sometimes degenerating into violent conflicts: there is a tension between entrenched custom and the need for societal change, or more simply the fact that the balance of power has shifted.",N\A,N\A,https://ideas.repec.org/a/aea/jeclit/v60y2022i3p1014-28.html,N\A, 10.1257/jel.20201565,2022
European Economic Review,The Historical Perspective on the Donald Trump Puzzle: A Review of Barry Eichengreen's The Populist Temptation: Economic Grievance and Political Reaction in the Modern Era,['Konstantin Sonin'],"In The Populist Temptation: Economic Grievance and Political Reaction in the Modern Era, Barry Eichengreen relies on historical and contemporary evidence to analyze major episodes of populism in the twenty-first century, the Trump election in the United States, and Brexit in Europe. Populism—an anti-elite, authoritarian, and nativist movement—rises in times of economic and political discontent because elites, the winners of the preceding period, are unwilling or unable to share their winnings with the losers. This review asks for a model that would allow one to differentiate a destructive populism wave and a constructive adjustment of the political system to changing circumstances.",N\A,N\A,https://ideas.repec.org/a/aea/jeclit/v60y2022i3p1029-38.html,N\A, 10.1257/jel.20201514,2022
European Economic Review,Review of Forging the Franchise: The Political Origins of the Women's Vote,['Toke S. Aidt'],"Recent years have seen several 100-year anniversaries of the women's vote, and today universal and equal suffrage is an inseparable part of democracy. Dawn Teele's book, Forging the Franchise, is an inquiry into the reasons why male politicians elected by male voters gave women the right to vote in the United Kingdom, the United States, and France. It offers a theory of the political origins that focuses on electoral expediency and mobilization of women's groups and it provides quantitative evidence from the three countries. It argues that women got the right to vote when the incumbents saw and needed an electoral advantage of expanding the right to vote to females. The book is of interest not only to those who want a deeper understanding of the historical process of women's enfranchisement or who are interested in the political economy of democratization, but to everyone with a concern about gender inequality in politics today.",N\A,N\A,https://ideas.repec.org/a/aea/jeclit/v60y2022i3p1039-51.html,N\A, 10.1257/jel.20201567,2022
European Economic Review,Does Prediction Machines Predict Our AI Future? A Review,['Laurence Kotlikoff'],"Prediction Machines: The Simple Economics of Artificial Intelligence, by artificial intelligence (AI) experts, Ajay Agrawal, Joshua Gans, and Avi Goldfarb, pulls no punches. AI is all about prediction—machines learning precisely what to do for us and to us. The learning is occurring at warp speed, as AI uses big data to pick our brains for what we know and what we like. The authors are partly infatuated and partly terrified by AI's parasitic potential. Readers should read this chilling and insightful book, but they should do so with a bottle of scotch, ideally from one of Scotland's ancient distilleries that has recently been fully automated.",N\A,N\A,https://ideas.repec.org/a/aea/jeclit/v60y2022i3p1052-57.html,N\A, 10.1257/jel.20191519,2022
European Economic Review,Symposium: Race and Economic Literature—Introduction,"['Trevon D. Logan', 'Samuel L. Myers Jr.']",No abstract is available for this item.,N\A,N\A,https://ideas.repec.org/a/aea/jeclit/v60y2022i2p375-76.html,N\A, 10.1257/jel.20211685,2022
European Economic Review,Stratification Economics: Core Constructs and Policy Implications,"['Grieve Chelwa', 'Darrick Hamilton', 'James Stewart']","This article introduces the core constructs of stratification economics to provide a coherent explanation for the persistence of intergroup inequalities. Aligned with the critical race theory concept of ""the property rights in Whiteness,"" stratification economics explicitly incorporates the concepts of identity-group investment and group-based agency in the construction of identity-group hierarchies. We survey the intellectual lineage, foundations, tenets and theoretical underpinnings of stratification economics, and conclude with a treatise on inclusive economic rights as an appropriate policy frame to empower people and counteract structural inequalities generated from inter-group conflict and competition for preferred outcomes.",N\A,N\A,https://ideas.repec.org/a/aea/jeclit/v60y2022i2p377-99.html,N\A, 10.1257/jel.20211687,2022
European Economic Review,Position and Possessions: Stratification Economics and Intergroup Inequality,['William A. Darity Jr.'],"This article provides an overview of the origins and development of stratification economics as a subfield that centers the importance of identity, social ranking, and relative group position. Stratification economics developed in response to explanations for interracial/ethnic/gender inequality that invoked group-based dysfunction on the part of the subordinate community. Influences, detailed here, include the works of W. E. B. DuBois, Thorstein Veblen, Karl Marx, Eric Williams, Herbert Blumer, Claude Steele, Cecilia Ridgeway, Thomas Pettigrew, and Linda Tropp. The article concludes with an exploration of unique insights and extensions stratification economics affords a variety of themes: the impact of multiple identities, the determinants of individual productivity, variation in intensity of group identification, ""passing,"" sources of inter-group differences in wealth, and social mobility and immigration.","Merve Burnazoglu & Stefan Kesting & Franklin Obeng-Odoom & Alyssa Schneebaum, 2022. ""Introduction: Advancing Stratification Economics — methodological perspectives and policy applications,"" Review of Evolutionary Political Economy, Springer, vol. 3(3), pages 457-461, October.",N\A,https://ideas.repec.org/a/aea/jeclit/v60y2022i2p400-426.html,"tionary Political Economy, Springer,", 10.1257/jel.20211690,2022
European Economic Review,"A Nation of Laws, and Race Laws","['Nina Banks', 'Warren C. Whatley']","This article reviews the history of race laws in the United States as distinct from the rule of law, an idea found in the writing and speeches of Sadie Tanner Mossell Alexander, the first African American PhD in economics (1921). We review the race laws of slavery, lynching, Negro Jobs, and the making of the Black ghetto. We highlight the life and writings of Alexander and other early African American economists as an example of the cost of racial exclusion in the economics profession and how it has impeded the production of useful knowledge about the workings of the US economy.",N\A,N\A,https://ideas.repec.org/a/aea/jeclit/v60y2022i2p427-53.html,N\A, 10.1257/jel.20211689,2022
European Economic Review,"Black Economists on Race and Policy: Contributions to Education, Poverty and Mobility, and Public Finance","['Dania V. Francis', 'Bradley L. Hardy', 'Damon Jones']","We explore the contributions of Black economists to research on major economic and social policy problems in the United States. We focus on applications in education, poverty and economic mobility, and public finance to extract common themes and patterns. The major themes that emerge include (i) Black economists' examination of individual versus structural explanations for economic outcomes, (ii) the role played by race and discrimination, (iii) the endogenous determination of race, and (iv) the nature of objectivity and positionality in economic research. A unifying theme is a willingness of many Black economists to engage critically on economic policy issues, using frameworks both from within as well as outside of mainstream neoclassical economics.",N\A,N\A,https://ideas.repec.org/a/aea/jeclit/v60y2022i2p454-93.html,N\A, 10.1257/jel.20211686,2022
European Economic Review,Racial Isolation and Marginalization of Economic Research on Race and Crime,"['Patrick L. Mason', 'Samuel L. Myers Jr.', 'Margaret Simms']","This essay examines the extent to which research on the economics of race and crime produced by Black economists or published in the flagship journal of the organization of Black economists, the Review of Black Political Economy (RBPE), is undervalued by mainstream economics. We use modern bibliometric methods to test for citation biases in the economics of crime literature. We also identify the contributions of three streams of research overlooked in the mainstream literature: identity, police use of force, and mass incarceration. We find evidence that Blacks publishing on race and crime in top economics journals are less likely to be cited than non-Blacks and that articles published in the RBPE are less likely to be cited than articles published in other journals. A review of some under-cited articles reveals that themes related to identity, police use of force, and mass incarceration hold valuable insights for policy makers and those seeking solutions to problems of persistent racial disparities in the criminal legal system.",N\A,N\A,https://ideas.repec.org/a/aea/jeclit/v60y2022i2p494-526.html,N\A, 10.1257/jel.20211688,2022
European Economic Review,An Analysis of the Literature on International Unconventional Monetary Policy,"['Saroj Bhattarai', 'Christopher J. Neely']","This paper evaluates the literature on international unconventional monetary policies (UMPs). Introducing market segmentation, limits-to-arbitrage, and time-consistent policy in standard models permits a theoretical role for UMP. Empirical studies provide compelling evidence that UMPs influenced international asset prices and tail risk in the desired manner. Calibrated modeling and vector autoregressive (VAR) exercises imply that these policies also improved macroeconomic outcomes. We assess the recent debate on the empirical evidence and discuss central bank assessments of UMP. Despite qualified successes, we recommend that UMP be reserved for crises and/or when the zero bound constrains conventional monetary policy.","Black, Fischer, 1995. ""Interest Rates as Options,"" Journal of Finance, American Finance Association, vol. 50(5), pages 1371-1376, December.",N\A,https://ideas.repec.org/a/aea/jeclit/v60y2022i2p527-97.html,"50(5), pages 1371-1376, December.", 10.1257/jel.20201493,2022
European Economic Review,Satisficing: Integrating Two Traditions,"['Florian M. Artinger', 'Gerd Gigerenzer', 'Perke Jacobs']","In 1955, Herbert Simon introduced the notion of satisficing: an agent satisfices by searching for an alternative that meets an aspiration level but does not optimize. We survey more than 60 years of advances in understanding satisficing in economics, psychology, and management, identifying two research traditions that address two classes of situations: under risk, satisficing is typically inferior to optimization strategies and modeled according to the neoclassical framework; under uncertainty, satisficing strategies are often derived empirically and can be highly effective. We integrate the two research traditions and show the conditions under which satisficing can be rational.",N\A,N\A,https://ideas.repec.org/a/aea/jeclit/v60y2022i2p598-635.html,N\A, 10.1257/jel.20201396,2022
European Economic Review,"Epidemics, Inequality, and Poverty in Preindustrial and Early Industrial Times",['Guido Alfani'],"Recent research has explored the distributive consequences of major historical epidemics, and the current crisis triggered by COVID-19 prompts us to look at the past for insights about how pandemics can affect inequalities in income, wealth, and health. The fourteenth-century Black Death, which is usually believed to have led to a significant reduction in economic inequality, has attracted the greatest attention. However, the picture becomes much more complex if other epidemics are considered. This article covers the worst epidemics of preindustrial times, from the Plague of Justinian of 540–41 to the last great European plagues of the seventeenth century, as well as the cholera waves of the nineteenth. It shows how the distributive outcomes of lethal epidemics do not only depend upon mortality rates, but are mediated by a range of factors, chief among them the institutional framework in place at the onset of each crisis. It then explores how past epidemics affected poverty, arguing that highly lethal epidemics could reduce its prevalence through two deeply different mechanisms: redistribution toward the poor or extermination of the poor. It concludes by recalling the historical connection between the progressive weakening and spacing in time of lethal epidemics and improvements in life expectancy, and by discussing how epidemics affected inequality in health and living standards.","Remi Jedwab & Noel D. Johnson & Mark Koyama, 2019. ""Negative shocks and mass persecutions: evidence from the Black Death,"" Journal of Economic Growth, Springer, vol. 24(4), pages 345-395, December. Jebwab, Remi & Johnson, Noel D & Koyama, Mark, 2017. ""Negative Shocks and Mass Persecutions: Evidence from the Black Death,"" MPRA Paper 77720, University Library of Munich, Germany. Remi Jedwab & Mark Koyama & Noel Johnson, 2017. ""Negative Shocks and Mass Persecutions: Evidence from the Black Death,"" Working Papers 2017-4, The George Washington University, Institute for International Economic Policy.",N\A,https://ideas.repec.org/a/aea/jeclit/v60y2022i1p3-40.html,"24(4), pages 345-395, December. Jebwab, Remi & Johnson, Noel D & Koyama, Mark, 2017. ""Negative Shocks and Mass Persecutions: Evidence from the Black Death,"" MPRA Paper 77720, University Library of Munich, Germany. Remi Jedwab & Mark Koyama & Noel Johnson, 2017. ""Negative Shocks and Mass Persecutions: Evidence from the Black Death,"" Working Papers 2017-4, The George Washington University, Institute for International Economic Policy.", 10.1257/jel.20201640,2022
European Economic Review,The 1918 Influenza Pandemic and Its Lessons for COVID-19,"['Brian Beach', 'Karen Clay', 'Martin Saavedra']","This article reviews the global health and economic consequences of the 1918 influenza pandemic, with a particular focus on topics that have seen a renewed interest because of COVID-19. We begin by providing an overview of key contextual and epidemiological details as well as the data that are available to researchers. We then examine the effects on mortality, fertility, and the economy in the short and medium run. The role of non-pharmaceutical interventions in shaping those outcomes is discussed throughout. We then examine longer-lasting health consequences and their impact on human capital accumulation and socioeconomic status. Throughout the paper we highlight important areas for future work.","Dora L. Costa & Matthew E. Kahn, 2004. ""Changes in the Value of Life, 1940--1980,"" Journal of Risk and Uncertainty, Springer, vol. 29(2), pages 159-180, September. Dora L. Costa & Matthew E. Kahn, 2002. ""Changes in the Value of Life: 1940-1980,"" NBER Working Papers 9396, National Bureau of Economic Research, Inc.",N\A,https://ideas.repec.org/a/aea/jeclit/v60y2022i1p41-84.html,"29(2), pages 159-180, September. Dora L. Costa & Matthew E. Kahn, 2002. ""Changes in the Value of Life: 1940-1980,"" NBER Working Papers 9396, National Bureau of Economic Research, Inc.", 10.1257/jel.20201641,2022
European Economic Review,Modern Infectious Diseases: Macroeconomic Impacts and Policy Responses,"['David E. Bloom', 'Michael Kuhn', 'Klaus Prettner']","We discuss and review literature on the macroeconomic effects of epidemics and pandemics since the late twentieth century. First, we cover the role of health in driving economic growth and well-being and discuss standard frameworks for assessing the economic burden of infectious diseases. Second, we sketch a general theoretical framework to evaluate the trade-offs policy makers must consider when addressing infectious diseases and their macroeconomic repercussions. In so doing, we emphasize the dependence of economic consequences on (i) disease characteristics; (ii) inequalities among individuals in terms of susceptibility, preferences, and income; and (iii) cross-country heterogeneities in terms of their institutional and macroeconomic environments. Third, we study pharmaceutical and nonpharmaceutical policies aimed at mitigating and preventing infectious diseases and their macroeconomic repercussions. Fourth, we discuss the health toll and economic impacts of five infectious diseases: HIV/AIDS, malaria, tuberculosis, influenza, and COVID-19. Although major epidemics and pandemics can take an enormous human toll and impose a staggering economic burden, early and targeted health and economic policy interventions can often mitigate both to a substantial degree.",N\A,N\A,https://ideas.repec.org/a/aea/jeclit/v60y2022i1p85-131.html,N\A, 10.1257/jel.20201642,2022
European Economic Review,The Economic Impact of the Black Death,"['Remi Jedwab', 'Noel D. Johnson', 'Mark Koyama']","The Black Death was the largest demographic shock in European history. We review the evidence for the origins, spread, and mortality of the disease. We document that it was a plausibly exogenous shock to the European economy and trace out its aggregate and local impacts in both the short run and the long run. The initial effect of the plague was highly disruptive. Wages and per capita income rose. But, in the long run, this rise was only sustained in some parts of Europe. The other indirect long-run effects of the Black Death are associated with the growth of Europe relative to the rest of the world, especially Asia and the Middle East (the Great Divergence), a shift in the economic geography of Europe toward the northwest (the Little Divergence), the demise of serfdom in western Europe, a decline in the authority of religious institutions, and the emergence of stronger states. Finally, avenues for future research are laid out.",N\A,N\A,https://ideas.repec.org/a/aea/jeclit/v60y2022i1p132-78.html,N\A, 10.1257/jel.20201639,2022
European Economic Review,Looking Back at 50 Years of the Clean Air Act,"['Joseph E. Aldy', 'Maximilian Auffhammer', 'Maureen Cropper', 'Arthur Fraas', 'Richard Morgenstern']","We synthesize and review retrospective analyses of federal air quality regulations to examine the contributions of the Clean Air Act (CAA) to the vast air quality improvements seen since 1970. Geographic heterogeneity in stringency affects emissions, public health, compliance costs, and employment. Cap-and-trade has delivered greater emission reductions at lower cost than conventional mandates, yet has fallen short of textbook ideals. Market power also influenced the CAA's benefits and costs. New benefit categories have been identified ex post, but specific technology requirements have not yet been rigorously evaluated. Comparisons of aggregate benefits and costs of the CAA are beyond present capabilities.","Robert W. Hahn, 1984. ""Market Power and Transferable Property Rights,"" The Quarterly Journal of Economics, Oxford University Press, vol. 99(4), pages 753-765. Hahn, Robert W., 1982. ""Market Power and Transferable Property Rights,"" Working Papers 402, California Institute of Technology, Division of the Humanities and Social Sciences.",N\A,https://ideas.repec.org/a/aea/jeclit/v60y2022i1p179-232.html,"99(4), pages 753-765. Hahn, Robert W., 1982. ""Market Power and Transferable Property Rights,"" Working Papers 402, California Institute of Technology, Division of the Humanities and Social Sciences.", 10.1257/jel.20201626,2022
European Economic Review,A Review of Robert Sugden's Community of Advantage,"['Patrick Harless', 'Romans Pancs']","In his book, The Community of Advantage: A Behavioural Economist's Defence of the Market, Robert Sugden says that people should be left alone to do what they want. We interpret his reasons for saying so and try to unify them. The unification uses simple economic models. When we fail to unify, we explain why. Open problems emerge. If Sugden's passion for his subject won't motivate the reader to pursue these problems, what will?",N\A,N\A,https://ideas.repec.org/a/aea/jeclit/v60y2022i1p233-55.html,N\A, 10.1257/jel.20201621,2022
