journal,title,authors,abstract,cite,jel,url,volume,doi,year
Journal of International Economics,Monetary policy shocks and consumer expectations in the euro area,"['Geiger, Martin', 'Gründler, Daniel', 'Scharler, Johann']","We study how consumers assess the effects of monetary policy shocks in euro area countries using survey data. Our findings provide evidence that consumers form expectations in a way that is broadly consistent with empirical and theoretical models of the monetary transmission mechanism, both at the aggregate level and at the country level. Although the euro area countries are characterized by economic and institutional heterogeneity, consumers' interpretations of the macroeconomic effects of monetary policy are relatively homogenous. Monetary policy is particularly effective in coordinating consumer price expectations, while the updating of unemployment expectations is more disperse across countries.","Geiger, Martin & Gründler, Daniel & Scharler, Johann, 2023. ""Monetary policy shocks and consumer expectations in the euro area,"" Journal of International Economics, Elsevier, vol. 140(C).",N\A,https://ideas.repec.org/a/eee/inecon/v140y2023ics0022199622001404.html,140(C)., 10.1016/j.jinteco.2022.103708,2023
Journal of International Economics,The rise in foreign currency bonds: The role of US monetary policy and capital controls,"['Bacchetta, Philippe', 'Cordonier, Rachel', 'Merrouche, Ouarda']","An unintended consequence of loose US monetary policy is the increase in currency risk exposure abroad. Using firm-level data on corporate bond issuances in 16 emerging market economies (EMEs) between 2003 and 2017, we find that EME companies are more likely to issue bonds in foreign currency when US interest rates are low. This effect is driven by non-exporters. Interestingly, capital controls on bond inflows significantly decrease the likelihood of issuing in foreign currency and can even eliminate the adverse impact of low US interest rates. In contrast, macroprudential foreign exchange regulations increase foreign currency issuances among nonfinancial companies.","Bacchetta, Philippe & Cordonier, Rachel & Merrouche, Ouarda, 2023. ""The rise in foreign currency bonds: The role of US monetary policy and capital controls,"" Journal of International Economics, Elsevier, vol. 140(C).",N\A,https://ideas.repec.org/a/eee/inecon/v140y2023ics0022199622001416.html,140(C)., 10.1016/j.jinteco.2022.103709,2023
Journal of International Economics,Low pass-through and international synchronization in general equilibrium: Reassessing vertical integration,"['de Walque, Gregory', 'Lejeune, Thomas', 'Rannenberg, Ansgar', 'Wouters, Raf']","We investigate the difficulties of the canonical open New Keynesian model to i) reproduce the observed exchange rate pass-through disconnect, i.e. a pass-through high for import prices and low for consumer prices, and ii) to generate international business cycle synchronization. The literature tackled them separately: i) strategic complementarities for exporting firms to mitigate the pass-through to consumer prices and ii) intermediate inputs trade to enhance cross-border spillovers. We prove that foreign intermediate inputs also efficiently address the pass-through dimension, but, unlike strategic complementarities, solve the exchange rate pass-through disconnect puzzle. These results carry over to the general equilibrium effects of a depreciation. Furthermore, we show analytically that both types of vertical integration weaken sharply the expenditure switching effect. This feature strengthens real synchronization in response to productivity and monetary policy shocks, but lowers it in response to private demand shocks, a point which complements the existing literature.","de Walque, Gregory & Lejeune, Thomas & Rannenberg, Ansgar & Wouters, Raf, 2023. ""Low pass-through and international synchronization in general equilibrium: Reassessing vertical integration,"" Journal of International Economics, Elsevier, vol. 140(C).",N\A,https://ideas.repec.org/a/eee/inecon/v140y2023ics0022199622001428.html,140(C)., 10.1016/j.jinteco.2022.103710,2023
Journal of International Economics,MPCs in an emerging economy: Evidence from Peru,"['Hong, Seungki']","This paper estimates the marginal propensity to consume (MPC) out of transitory income shocks for an emerging economy, Peru, using its nationally representative household survey. The mean quarterly MPC across Peruvian income deciles is 0.204, which translates to a mean annualized MPC of 0.545–0.592 under both model-free and model-based annualization methods. To compare Peruvian and U.S. MPCs reflecting the different reference periods of the underlying surveys, I employ a standard incomplete-market model. Two striking differences emerge. First, the mean annual MPC in Peru is three times as large as that in the U.S. Second, the MPCs are substantially more heterogeneous over income deciles in Peru than in the U.S. The model predicts that precautionary saving behavior drives both the higher mean MPC and stronger MPC heterogeneity in Peru.","Hong, Seungki, 2023. ""MPCs in an emerging economy: Evidence from Peru,"" Journal of International Economics, Elsevier, vol. 140(C).",N\A,https://ideas.repec.org/a/eee/inecon/v140y2023ics0022199622001441.html,140(C)., 10.1016/j.jinteco.2022.103712,2023
Journal of International Economics,Judgment day: Algorithmic trading around the Swiss franc cap removal,"['Breedon, Francis', 'Chen, Louisa', 'Ranaldo, Angelo', 'Vause, Nicholas']","A key issue for decentralised markets like FX is how the market responds to extreme situations. Using data on FX transactions with a precise identification of Algorithmic trading (AT), we find that AT, broadly defined, appears to have contributed to the deterioration of market quality following the removal of the cap on the Swiss franc on 15 January 2015 by withdrawing liquidity and generating uninformative volatility. We also find that the Swiss National Bank, after initially stepping aside, played an important role, though more by signalling rather than trading. This perhaps explains why human trading – that could most easily interpret those signals – was important in stabilising the market.","Breedon, Francis & Chen, Louisa & Ranaldo, Angelo & Vause, Nicholas, 2023. ""Judgment day: Algorithmic trading around the Swiss franc cap removal,"" Journal of International Economics, Elsevier, vol. 140(C).",N\A,https://ideas.repec.org/a/eee/inecon/v140y2023ics0022199622001453.html,140(C)., 10.1016/j.jinteco.2022.103713,2023
Journal of International Economics,Intellectual property infringement by foreign firms: Import protection through the ITC or court,"['Brander, James A.', 'Spencer, Barbara J.']","This paper examines intellectual property litigation as a method of protection from patent-infringing imports. Claims against patent-infringing imports entering the United States may be filed before the International Trade Commission (ITC) or in district court. The ITC applies injunctions (import prohibitions) that would seem to provide more protection from infringing imports than the standard license fee remedy in court. Settlements prior to legal adjudication are common in both venues. Using a model with Nash bargaining and Cournot competition, we show that an ITC filing may restrict imports by less than in court. This result tends to apply if product differentiation is high and the size of the patented cost-reducing innovation is large.","Brander, James A. & Spencer, Barbara J., 2023. ""Intellectual property infringement by foreign firms: Import protection through the ITC or court,"" Journal of International Economics, Elsevier, vol. 140(C).",N\A,https://ideas.repec.org/a/eee/inecon/v140y2023ics002219962200126x.html,140(C)., 10.1016/j.jinteco.2022.103694,2023
Journal of International Economics,Does it matter how central banks accumulate reserves? Evidence from sovereign spreads,"['Sosa-Padilla, César', 'Sturzenegger, Federico']","There has been substantial research on the benefits of accumulating foreign reserves, but less on the relative merits of how these reserves are accumulated. In this paper we explore whether the form of accumulation affects country risk. We first present a model of endogenous sovereign debt defaults, where we show that reserve accumulation through the issuance of debt contingent on local output reduces spreads in a way that reserve accumulation with foreign borrowing does not. We confirm this model prediction when taking the theory to the data. These results suggest that attention should be placed on the way reserves are accumulated, a distinction that has important practical implications. In particular, our results call into question the benefits of programs of reserves strengthening through external debt such as those typically implemented by multilateral organizations.","Sosa-Padilla, César & Sturzenegger, Federico, 2023. ""Does it matter how central banks accumulate reserves? Evidence from sovereign spreads,"" Journal of International Economics, Elsevier, vol. 140(C).",N\A,https://ideas.repec.org/a/eee/inecon/v140y2023ics002219962200143x.html,140(C)., 10.1016/j.jinteco.2022.103711,2023
Journal of International Economics,Productivity and trade dynamics in sudden stops,"['Benguria, Felipe', 'Matsumoto, Hidehiko', 'Saffie, Felipe']","This paper proposes a framework to jointly study productivity and trade dynamics during financial crises. The persistent output loss caused by crises is driven by lower productivity growth, which is determined by changes in product entry and exit margins in domestic and export markets. We calibrate and validate the model using unique data on firms’ product portfolios, finding they closely match the behavior of various margins during Chile's 1998 sudden stop. We decompose the sources of the welfare cost of sudden stops, finding that 30% is due to a decline in productivity growth. Lower productivity growth, in turn, is due mostly to slower firm and product entry into the domestic market, while a persistent real exchange rate depreciation induces surviving firms to tilt their product portfolios toward export markets, driving the productivity recovery in the aftermath of the crisis.","Benguria, Felipe & Matsumoto, Hidehiko & Saffie, Felipe, 2022. ""Productivity and trade dynamics in sudden stops,"" Journal of International Economics, Elsevier, vol. 139(C).",N\A,https://ideas.repec.org/a/eee/inecon/v139y2022ics0022199622000630.html,139(C)., 10.1016/j.jinteco.2022.103631,2022
Journal of International Economics,The macroeconomic effects of macroprudential policy: Evidence from a narrative approach,"['Rojas, Diego', 'Vegh, Carlos', 'Vuletin, Guillermo']","We analyze the macroeconomic effects of macroprudential policy – in the form of legal reserve requirements – in three Latin American countries (Argentina, Brazil, and Uruguay). To correctly identify innovations in changes in legal reserve requirements, we develop a narrative approach that classifies each change into endogenous or exogenous to the business cycle. We show that this distinction is critical in understanding the macroeconomic effects of reserve requirements. In particular, we show that output falls in response to exogenous increases in legal reserve requirements but is not affected when using all changes and relying on traditional time-identifying strategies. This bias reflects the practical relevance of the misidentification of endogenous countercyclical changes in reserve requirements.","Rojas, Diego & Vegh, Carlos & Vuletin, Guillermo, 2022. ""The macroeconomic effects of macroprudential policy: Evidence from a narrative approach,"" Journal of International Economics, Elsevier, vol. 139(C).",N\A,https://ideas.repec.org/a/eee/inecon/v139y2022ics0022199622000769.html,139(C)., 10.1016/j.jinteco.2022.103644,2022
Journal of International Economics,"Precaution versus mercantilism: Reserve accumulation, capital controls, and the real exchange rate","['Choi, Woo Jin', 'Taylor, Alan M.']","We document a new international stylized fact on the relationship between external wealth, capital controls, and the real exchange rate. We first re-confirm that the real exchange rate appreciates when external asset holdings increase, all else equal, a central mechanism in international economics. However, we find that increases in publicly held external assets (reserves) are associated with depreciation, especially if combined with high capital controls. Reserve accumulation is also associated with a larger trade surplus, and higher GDP and TFP growth, in countries with high capital controls. The results hold using an instrumental variable for reserves based on commodity export surrender requirements. A simple rationale is presented to account for the new fact: combined reserves and capital controls can affect trade balances via undervaluation (mercantilist motive), while reserve increases without controls can insure against crises (precautionary motive) independently of real exchange rates.","Choi, Woo Jin & Taylor, Alan M., 2022. ""Precaution versus mercantilism: Reserve accumulation, capital controls, and the real exchange rate,"" Journal of International Economics, Elsevier, vol. 139(C).",N\A,https://ideas.repec.org/a/eee/inecon/v139y2022ics0022199622000812.html,139(C)., 10.1016/j.jinteco.2022.103649,2022
Journal of International Economics,Are collateral-constraint models ready for macroprudential policy design?,"['Ottonello, Pablo', 'Perez, Diego J.', 'Varraso, Paolo']","We study the design of macroprudential policies based on quantitative collateral-constraint models. We show that the desirability of macroprudential policies critically depends on the specific form of collateral used in debt contracts: While inefficiencies arise when current prices affect collateral—a frequent benchmark used to guide policies—they do not when only future prices affect collateral. Since the microfoundations and quantitative predictions of models with future-price collateral constraints do not appear less plausible than those using current prices, we conclude that additional empirical research on whether and how contract design is variant to policy is important for the use of these models in macroprudential policy design.","Ottonello, Pablo & Perez, Diego J. & Varraso, Paolo, 2022. ""Are collateral-constraint models ready for macroprudential policy design?,"" Journal of International Economics, Elsevier, vol. 139(C).",N\A,https://ideas.repec.org/a/eee/inecon/v139y2022ics0022199622000824.html,139(C)., 10.1016/j.jinteco.2022.103650,2022
Journal of International Economics,Did trade liberalization with China influence US elections?,"['Che, Yi', 'Lu, Yi', 'Pierce, Justin R.', 'Schott, Peter K.', 'Tao, Zhigang']","We examine election voting and legislators’ roll-call votes in the United States over a twenty-five year period. Voters in areas more exposed to trade liberalization with China in 2000 subsequently shift their support toward Democrats, relative to the 1990s, though this boost for Democrats wanes after the rise of the Tea Party in 2010. House members’ votes in Congress rationalize these trends, with Democratic representatives disproportionately supporting protection during the early 2000s. Together, these results imply that voters in areas subject to higher import competition shifted votes toward the party more likely to restrict trade.","Che, Yi & Lu, Yi & Pierce, Justin R. & Schott, Peter K. & Tao, Zhigang, 2022. ""Did trade liberalization with China influence US elections?,"" Journal of International Economics, Elsevier, vol. 139(C).",N\A,https://ideas.repec.org/a/eee/inecon/v139y2022ics0022199622000848.html,139(C)., 10.1016/j.jinteco.2022.103652,2022
Journal of International Economics,"Cross-border interbank liquidity, crises, and monetary policy","['Abbassi, Puriya', 'Bräuning, Falk', 'Fecht, Falko', 'Peydró, José-Luis']","We analyze how the Lehman and sovereign crises affect cross-border interbank liquidity, exploiting euro-area proprietary interbank data, crisis and monetary shocks, and loan terms to the same borrower during the same day by domestic versus foreign lenders. Crisis shocks reduce the supply of cross-border liquidity, with stronger volume than pricing effects. On the extensive margin, results suggest that the cross-border credit crunch is independent of borrower quality, while—on the intensive margin—riskier borrower banks suffer more. Moreover, the cross-border liquidity crunch is substantially stronger for term loans, and weaker for foreign lender banks that have a subsidiary in the same country than the borrower. Finally, nonstandard monetary policy improves interbank liquidity, but without fostering strong re-integration of cross-border interbank markets.","Abbassi, Puriya & Bräuning, Falk & Fecht, Falko & Peydró, José-Luis, 2022. ""Cross-border interbank liquidity, crises, and monetary policy,"" Journal of International Economics, Elsevier, vol. 139(C).",N\A,https://ideas.repec.org/a/eee/inecon/v139y2022ics0022199622000897.html,139(C)., 10.1016/j.jinteco.2022.103657,2022
Journal of International Economics,Sovereign spreads and the effects of fiscal austerity,"['Anzoategui, Diego']","I analyze the impact of austerity on sovereign spreads. To do so I propose a model with strategic sovereign default and nominal rigidities, where the government follows fiscal rules, which are estimated from data. I first study theoretical implications and find that austerity can increase sovereign spreads, or be self-defeating, only when the decrease in government spending is persistent and the economy is expected to be in a recession with high fiscal multipliers. I then calibrate the model and use it to predict what would have happened to spreads and economic activity if Spain had continued to follow its pre-2010 fiscal rule instead of switching to the austerity track. I find that, relative to the counter-factual, austerity decreased sovereign spreads and debt-to-GDP ratios. Overall, I find that the likelihood of self-defeating austerities depends on the magnitude of fiscal multipliers and fiscal policy, but it is generally low.","Anzoategui, Diego, 2022. ""Sovereign spreads and the effects of fiscal austerity,"" Journal of International Economics, Elsevier, vol. 139(C).",N\A,https://ideas.repec.org/a/eee/inecon/v139y2022ics0022199622000903.html,139(C)., 10.1016/j.jinteco.2022.103658,2022
Journal of International Economics,Macroprudential policy with leakages,"['Bengui, Julien', 'Bianchi, Javier']","We explore how imperfect regulation enforcement affects the design of optimal macroprudential policy. We study an open economy workhorse model of macroprudential regulation motivated by pecuniary externalities. Our analytical characterization shows that imperfect enforcement generates two opposing effects. While tighter regulation leads to higher borrowing by unregulated agents, a “leakage effect”, mitigating the increase in fragility calls for “squeezing” regulated agents further. Quantitative simulations show that, overall, a macroprudential policy that accounts for the leakages remains successful at mitigating the vulnerability to financial crises.","Bengui, Julien & Bianchi, Javier, 2022. ""Macroprudential policy with leakages,"" Journal of International Economics, Elsevier, vol. 139(C).",N\A,https://ideas.repec.org/a/eee/inecon/v139y2022ics0022199622000915.html,139(C)., 10.1016/j.jinteco.2022.103659,2022
Journal of International Economics,"Reserve accumulation, growth and financial crises","['Benigno, Gianluca', 'Fornaro, Luca', 'Wolf, Martin']","We present a model that reproduces two salient facts characterizing the international monetary system: Fast growing emerging countries i) run current account surpluses, ii) accumulate international reserves and receive net private inflows. We study a two-sector, tradable and non-tradable, small open economy. There is a growth externality in the tradable sector and agents have imperfect access to international financial markets. By accumulating foreign reserves, the government induces a real exchange rate depreciation and a reallocation of production towards the tradable sector that boosts growth. Financial frictions generate imperfect substitutability between private and public debt flows so that private agents do not perfectly offset the government policy. The possibility of using reserves to provide liquidity during crises amplifies the positive impact of reserve accumulation on growth. The optimal reserve management entails a fast rate of reserve accumulation, as well as higher growth and larger current account surpluses compared to the economy with no policy intervention.","Benigno, Gianluca & Fornaro, Luca & Wolf, Martin, 2022. ""Reserve accumulation, growth and financial crises,"" Journal of International Economics, Elsevier, vol. 139(C).",N\A,https://ideas.repec.org/a/eee/inecon/v139y2022ics0022199622000927.html,139(C)., 10.1016/j.jinteco.2022.103660,2022
Journal of International Economics,Economic and policy uncertainty: Aggregate export dynamics and the value of agreements,"['Carballo, Jeronimo', 'Handley, Kyle', 'Limão, Nuno']","We examine the interaction of economic and policy uncertainty in a dynamic, heterogeneous firms model. Uncertainty about foreign income, trade protection, and their interaction dampens export investment. Trade agreements can mitigate uncertainty and the probability of policy uncertainty shocks. We use firm data from 2003–2011 to establish new facts about U.S. export dynamics. These facts include a differentially lower export growth to non-preferential markets driven by the extensive margin at the start of the Great Trade Collapse. The structural model can explain this differential as a consequence of a shock to demand uncertainty. The shock was three times larger for non-preferential markets than preferential ones and it was later reversed, which is consistent with the timing of trade war fears in the crisis.","Carballo, Jeronimo & Handley, Kyle & Limão, Nuno, 2022. ""Economic and policy uncertainty: Aggregate export dynamics and the value of agreements,"" Journal of International Economics, Elsevier, vol. 139(C).",N\A,https://ideas.repec.org/a/eee/inecon/v139y2022ics0022199622000939.html,139(C)., 10.1016/j.jinteco.2022.103661,2022
Journal of International Economics,"Skilled immigration, firms, and policy","['Mehra, Mishita', 'Shen, Hewei']","We develop a two-sector dynamic general equilibrium model with skilled immigration that focuses on the role of firms. The model is consistent with data on firm demand for foreign labor and firm size in the United States. Monopolistically competitive firms in the skill-intensive sector differ in productivity and a subset of relatively larger firms hire foreign workers subject to skilled immigration policies that are similar to the United States: Firms face hiring costs and there is an immigration cap that binds if the aggregate demand for foreign workers exceeds a quota. A binding immigration cap reduces firms’ demand for foreign skilled workers and, quantitatively, accounts for 16.82% of the hiring distortion in the decentralized equilibrium when compared to the first-best allocation. We evaluate the effects of different immigration cap changes and quantify the welfare implications for domestic households.","Mehra, Mishita & Shen, Hewei, 2022. ""Skilled immigration, firms, and policy,"" Journal of International Economics, Elsevier, vol. 139(C).",N\A,https://ideas.repec.org/a/eee/inecon/v139y2022ics0022199622000940.html,139(C)., 10.1016/j.jinteco.2022.103662,2022
Journal of International Economics,"Natural disasters, climate change, and sovereign risk","['Mallucci, Enrico']","I investigate how natural disasters can exacerbate fiscal vulnerabilities and trigger sovereign defaults. I extend a standard sovereign default model to include disaster risk and calibrate it to a sample of seven Caribbean countries that are frequently hit by hurricanes. I find that hurricane risk reduces governments’ ability to issue debt and depresses welfare. Climate change will further restrict governments’ access to financial markets and weigh on welfare. “Disaster clauses”, especially those allowing governments to write off debt, improve governments’ borrowing terms and mitigate the impact of climate change on governments’ access to financial markets and households’ welfare.","Mallucci, Enrico, 2022. ""Natural disasters, climate change, and sovereign risk,"" Journal of International Economics, Elsevier, vol. 139(C).",N\A,https://ideas.repec.org/a/eee/inecon/v139y2022ics0022199622001040.html,139(C)., 10.1016/j.jinteco.2022.103672,2022
Journal of International Economics,Assessing the impact of policy and regulation interventions in European sovereign credit risk networks: What worked best?,"['Buse, Rebekka', 'Schienle, Melanie', 'Urban, Jörg']","We study the impact of changes in regulations and policy interventions on systemic risk among European sovereign entities measured as volatility spillovers in credit risk markets. With our unique intraday CDS dataset, the effectiveness of closely subsequent events can be assessed, and interventions with significant changes in network cross-effects can be discerned by appropriate bootstrap confidence intervals. We show that it was mainly regulatory changes such as the ban of trading naked sovereign CDS in 2012 as well as the new ISDA regulations in 2014 which were most effective in reducing systemic risk. In comparison, the effect of policy interventions was minor and generally not sustainable. Their impact was only significant when they were implemented for the first time and targeted more than one country. For the volatility spillover channels, we generally find balanced networks with no fragmentation over time.","Buse, Rebekka & Schienle, Melanie & Urban, Jörg, 2022. ""Assessing the impact of policy and regulation interventions in European sovereign credit risk networks: What worked best?,"" Journal of International Economics, Elsevier, vol. 139(C).",N\A,https://ideas.repec.org/a/eee/inecon/v139y2022ics0022199622001052.html,139(C)., 10.1016/j.jinteco.2022.103673,2022
