,journal,title,authors,abstract,cite,JEL,url,vol,doi,year
10,Journal of Public Economic Theory,Capital taxation with parental incentives,"['Yuta Saito', 'Yosuke Takeda']","This paper studies capital taxation in an overlapping generation model where parents regard their children as impatient. The intergenerational time‐preference heterogeneity leads parents to engage in parental monetary transfers designed to encourage their children's asset accumulation (i.e., parental transfers which amount are contingent on the children's savings). In this setup, the utilitarian government's time preference is higher than that of the child generation but lower than that of the parent generation. Hence, from the government's perspective, the strategic parental transfers give too many incentives to accumulate assets. As a result, the government imposes a positive marginal tax on assets to disincentivize the younger generation's saving motives. By contrast, if parents do not have paternalistic preferences and do not make strategic parental transfers, the government imposes a zero marginal tax on assets.","Yuta Saito & Yosuke Takeda, 2022. ""Capital taxation with parental incentives,"" Journal of Public Economic Theory, Association for Public Economic Theory, vol. 24(6), pages 1310-1341, December.",N\A,https://ideas.repec.org/a/bla/jpbect/v24y2022i6p1310-1341.html,"24(6), pages 1310-1341, December.", 10.1111/jpet.12608,2022
11,Journal of Public Economic Theory,Tax competition and phantom FDI,"['Giuseppe Pulina', 'Skerdilajda Zanaj']","Offshore financial centers are almost never the final destination of the foreign direct investments (FDI) they receive. A large portion of these investments are phantom FDI, which ultimately flow to third countries or return back to the source country in a process called round‐tripping. This paper develops a model in which onshore countries compete internationally with tax instruments to attract capital from abroad, in the presence of an offshore financial center that encourages phantom FDI. We show that the presence of offshore financial centers is beneficial to technologically advanced countries, whereas it is detrimental to others. Finally, we use this framework to analyze the effectiveness of Controlled Foreign Company (CFC) rules against profit shifting recently implemented in Europe and the associated loss of tax base.","Giuseppe Pulina & Skerdilajda Zanaj, 2022. ""Tax competition and phantom FDI,"" Journal of Public Economic Theory, Association for Public Economic Theory, vol. 24(6), pages 1342-1363, December.",N\A,https://ideas.repec.org/a/bla/jpbect/v24y2022i6p1342-1363.html,"24(6), pages 1342-1363, December.", 10.1111/jpet.12575,2022
12,Journal of Public Economic Theory,Rationed price controls and “prices versus quantities”,['John Bennett'],"We interpret Weitzman's prices‐versus‐quantities model as applying to a private‐good market, and we formulate a “rationed price control,” with quantity determined endogenously as the minimum of supply and demand. With efficient rationing and no externalities, the optimal rationed price control exceeds the price at the expected demand–supply intersection if (the numerical value of) the demand slope curve exceeds the supply slope, and is less than this level for the reverse ordering of slopes. If uncertain demand is steeper than deterministic supply, or if uncertain supply is steeper than deterministic demand, expected welfare is greater with the optimal rationed price control than with the optimal quantity control. We obtain, for any specified price level, a partial ranking of the rationed price control and alternative simple price controls. Extending the model to incorporate externalities, we show that, for demand steeper than supply, with a negative externality on either benefit or cost, the optimal rationed price control exceeds the price at the expected intersection of marginal social benefit and marginal social cost; a converse result also obtains. For an example with inefficient rationing, we show that the optimal pure price control always exceeds the price at the expected intersection of demand and supply.","John Bennett, 2022. ""Rationed price controls and “prices versus quantities”,"" Journal of Public Economic Theory, Association for Public Economic Theory, vol. 24(6), pages 1364-1385, December.",N\A,https://ideas.repec.org/a/bla/jpbect/v24y2022i6p1364-1385.html,"24(6), pages 1364-1385, December.", 10.1111/jpet.12619,2022
13,Journal of Public Economic Theory,"Sovereign debt, fiscal policy, and macroeconomic instability","['Francesco Carli', 'Leonor Modesto']","We study the relation between capital accumulation, fiscal policy, and sovereign debt dynamics in a small open economy. The government maximizes spending, facing borrowing constraints and a conditionality requirement. Debt dynamics are forward looking, being driven by the endogenous borrowing constraint. Current debt is determined by expectations about the government's ability to finance itself in the future, opening the room for indeterminacy. If the government believes it may issue more debt next period, the borrowing constraint relaxes, and current debt increases. The government invests more in productive activities, generating a boom which increases tax revenues. However, as this increase does not repay the additional debt, the government will issue more debt next period, confirming initial expectations. To exclude explosive trajectories, tax revenues must increase enough to repay the outstanding debt and reduce future debt emission. This is possible only with a sufficiently procyclical tax rate. In this case, if productive externalities are large enough, the economy exhibits local and global indeterminacy, as steady‐state multiplicity is also obtained. Avoiding sufficiently procyclical tax rates, the government can prevent local and global fluctuations driven by self‐fulfilling volatile expectations. This differs from the general wisdom that procyclical tax rates should be used for stabilization.","Francesco Carli & Leonor Modesto, 2022. ""Sovereign debt, fiscal policy, and macroeconomic instability,"" Journal of Public Economic Theory, Association for Public Economic Theory, vol. 24(6), pages 1386-1412, December.",N\A,https://ideas.repec.org/a/bla/jpbect/v24y2022i6p1386-1412.html,"24(6), pages 1386-1412, December.", 10.1111/jpet.12578,2022
14,Journal of Public Economic Theory,Stable coalition structures and power indices for majority voting,['Takaaki Abe'],"An (n,k)‐game is a voting game in which each player has exactly one vote, and decisions are made by at least k affirmative votes of the n players. A power index shows the a priori power of the n voters. The purpose of this paper is to show what axioms of power indices generate stable coalition structures for each (n,k)‐game. Using the stability notion of the core, we show that a coalition structure containing a minimal winning coalition is stable for a wide range of general power indices satisfying a set of axioms, such as the Shapley–Shubik, Banzhaf, normalized Banzhaf, and Deegan–Packel power indices. Moreover, we also show that a coalition structure that represents a two‐party system can be stable if the two large parties are close enough in size. Some unstable coalition structures are also analyzed.","Takaaki Abe, 2022. ""Stable coalition structures and power indices for majority voting,"" Journal of Public Economic Theory, Association for Public Economic Theory, vol. 24(6), pages 1413-1432, December.",N\A,https://ideas.repec.org/a/bla/jpbect/v24y2022i6p1413-1432.html,"24(6), pages 1413-1432, December.", 10.1111/jpet.12574,2022
15,Journal of Public Economic Theory,The double dividend of relative auditing—Theory and experiments on corporate tax enforcement,['Ralph‐C. Bayer'],"In this paper, we present and extend previous theoretical results that show that tax authorities can at the same time reduce tax evasion and boost output with clever audit behavior. We argue that randomized controlled trials or field experiments are impractical for empirical testing in this context. Instead, we turn to laboratory experiments and test if humans follow the theoretical mechanisms underlying the theory. We find that both dividends, less evasion, and higher output, materialize in the laboratory. We show in additional experiments that the behavioral mechanism generating the higher output differs from the theoretical driver.","Ralph‐C. Bayer, 2022. ""The double dividend of relative auditing—Theory and experiments on corporate tax enforcement,"" Journal of Public Economic Theory, Association for Public Economic Theory, vol. 24(6), pages 1433-1462, December.",N\A,https://ideas.repec.org/a/bla/jpbect/v24y2022i6p1433-1462.html,"24(6), pages 1433-1462, December.", 10.1111/jpet.12587,2022
16,Journal of Public Economic Theory,"Optimal voting rules for international organizations, with an application to the United Nations",['Johann Caro‐Burnett'],"This paper studies a self‐enforcing mechanism for an international organization that interacts repeatedly over time. A random shock determines which countries would be in favor of or against taking a collective action. If the organization wants to take the action, incentives must be provided. The optimal stationary equilibrium is equivalent to a mechanism characterized by voting weights. When the discount factor is not too high, the voting weights are random. Moreover, within a class of parameters, the optimal mechanism mimics the way voting power is distributed among United Nations members via Security Council seats. That is, the model rationalizes the existence of a council with permanent members who have veto power, nonpermanent members, and the exact number of permanent and nonpermanent members observed at the Security Council.","Johann Caro‐Burnett, 2022. ""Optimal voting rules for international organizations, with an application to the United Nations,"" Journal of Public Economic Theory, Association for Public Economic Theory, vol. 24(6), pages 1463-1501, December.",N\A,https://ideas.repec.org/a/bla/jpbect/v24y2022i6p1463-1501.html,"24(6), pages 1463-1501, December.", 10.1111/jpet.12607,2022
17,Journal of Public Economic Theory,On potential Pareto gains from free trade areas formation,['Jaume Sempere'],"This paper extends the results of Grinols and Silva to free trade areas with rules of origin requiring a minimum national content. In our model, producers of a member country may decide not to comply with rules of origin and to pay tariffs to export to other members. To ensure trade gains, firms in any member country must be allowed to export to other members paying tariffs not higher than before signing the agreement if they do not comply with rules of origin. The specific tariff revenue is rebated lump‐sum to consumers, ensuring they can afford their status quo consumption plans.","Jaume Sempere, 2022. ""On potential Pareto gains from free trade areas formation,"" Journal of Public Economic Theory, Association for Public Economic Theory, vol. 24(6), pages 1502-1518, December.",N\A,https://ideas.repec.org/a/bla/jpbect/v24y2022i6p1502-1518.html,"24(6), pages 1502-1518, December.", 10.1111/jpet.12610,2022
18,Journal of Public Economic Theory,A continuous model of strong and weak ties,['Alan Griffith'],"When individuals interact in a network, links are often asymmetric and of varying intensity. I study a model whereby networks emerge from agents maximizing utility from continuous linking decisions and self‐investment. The joint link surplus function allows arbitrary, bounded heterogeneity in the benefit to forming links. Under decreasing returns to scale in link surplus, the set of Nash equilibria is well‐behaved. In contrast, with constant or increasing returns to scale, heterogeneity and returns to self‐investment limit the set of Nash equilibria. This model rationalizes equilibrium networks in which individuals simultaneously hold ties that are asymmetric and of varying intensity.","Alan Griffith, 2022. ""A continuous model of strong and weak ties,"" Journal of Public Economic Theory, Association for Public Economic Theory, vol. 24(6), pages 1519-1563, December.",N\A,https://ideas.repec.org/a/bla/jpbect/v24y2022i6p1519-1563.html,"24(6), pages 1519-1563, December.", 10.1111/jpet.12611,2022
19,Journal of Public Economic Theory,Using the primal approach to derive the second‐best rules for different public services in a general competitive growth model,['Ge Jin'],"In this paper we establish a general competitive growth model which includes public consumption services and public productive services, which are financed by capital and labor income taxes. By using the primal approach, we derive the second‐best rules for both types of public services and compare them with the conventional first‐best rules. Particularly, we find that the second‐best rule for public consumption generally differs from the conventional rule due to distortionary taxation. Whether the conventional rule represents an under‐ or over‐supply of public consumption depends on the form of preference. Finally, by solving a specific example theoretically and numerically, we show that the absolute difference of the first‐ and second‐best ratios of public‐to‐private consumption increases with an increase in distorting taxes as long as the two ratios differ.","Ge Jin, 2022. ""Using the primal approach to derive the second‐best rules for different public services in a general competitive growth model,"" Journal of Public Economic Theory, Association for Public Economic Theory, vol. 24(6), pages 1564-1590, December.",N\A,https://ideas.repec.org/a/bla/jpbect/v24y2022i6p1564-1590.html,"24(6), pages 1564-1590, December.", 10.1111/jpet.12614,2022
20,Journal of Public Economic Theory,"Tax competition, tax coordination, and e‐commerce: A corrigendum","['Wenming Wang', 'Hikaru Ogawa']",This note corrects Proposition 7 in Bacache Beauvallet (2018) and shows that total tax revenues are higher when the destination‐based taxation is applied to e‐commerce than when origin‐based taxation is applied.,"Wenming Wang & Hikaru Ogawa, 2022. ""Tax competition, tax coordination, and e‐commerce: A corrigendum,"" Journal of Public Economic Theory, Association for Public Economic Theory, vol. 24(6), pages 1591-1592, December.",N\A,https://ideas.repec.org/a/bla/jpbect/v24y2022i6p1591-1592.html,"24(6), pages 1591-1592, December.", 10.1111/jpet.12613,2022
21,Journal of Public Economic Theory,Introduction to the special issue on new insights into economic epidemiology: Theory and policy,"['Rabah Amir', 'Raouf Boucekkine']",No abstract is available for this item.,"Rabah Amir & Raouf Boucekkine, 2022. ""Introduction to the special issue on new insights into economic epidemiology: Theory and policy,"" Journal of Public Economic Theory, Association for Public Economic Theory, vol. 24(5), pages 861-872, October.",N\A,https://ideas.repec.org/a/bla/jpbect/v24y2022i5p861-872.html,"24(5), pages 861-872, October.", 10.1111/jpet.12620,2022
22,Journal of Public Economic Theory,A theory of voluntary testing and self‐isolation in an ongoing pandemic,"['Thomas Hellmann', 'Veikko Thiele']","Beyond Covid‐19, there is a growing interest in what economic structures will be needed to face ongoing pandemics. In this paper, we focus on the diagnostic problem and examine a new paradigm of voluntary self‐testing by private individuals. We develop a dynamic model where individuals without symptoms face daily choices of either taking the risk of going out (to work and socialize), staying at home in self‐isolation, or using a test to verify whether they are infected before going out. Our central insight is that the equilibrium public infection risk falls when home‐based testing becomes cheaper and easier to use, even if they generate both false‐positive (type I error) and false‐negative (type II error) test outcomes. We also show that the presence of naïve individuals actually reduces the equilibrium infection risk in the economy. Overall our model shows that, even if inaccurate, home‐based tests are vital for an economy facing an ongoing pandemic.","Thomas Hellmann & Veikko Thiele, 2022. ""A theory of voluntary testing and self‐isolation in an ongoing pandemic,"" Journal of Public Economic Theory, Association for Public Economic Theory, vol. 24(5), pages 873-911, October.",N\A,https://ideas.repec.org/a/bla/jpbect/v24y2022i5p873-911.html,"ntary testing and self‐isolation in an ongoing pandemic,"" Journal of Public Economic Theory, Association for Public Economic Theory,", 10.1111/jpet.12584,2022
23,Journal of Public Economic Theory,Economic development with deadly communicable diseases and public prevention,"['Luca Gori', 'Cristiana Mammana', 'Piero Manfredi', 'Elisabetta Michetti']","Infectious diseases have been a major determinant of human mortality in history and the key regulator of population size, including the first epoch of the Industrial Revolution (until the 1950s) in Western countries and still now in developing countries, especially in Sub‐Saharan Africa. In recent times, a new vein of economic research dealing with the interplay between communicable diseases and economic development has grown. However, pioneering previous research has analysed this issue in a framework where prevention decisions were the outcome of private individual rational choices. This assumption neither seems to hold for least‐developed countries, primarily due to a lack of resources, nor for developed countries, where prevention policies are mostly planned by the public authority through its (public) health system, as also well documented by the current COVID‐19 crisis. Our aim in this article is twofold. First, we pinpoint the properties of Chakraborty et al.'s (2010, 2016) basic epidemiological equation to fully enlighten its usability in economic‐epidemiology modelling. Second, we apply this framework to analyse prevention activities against a range of infectious diseases by endogenous public (rather than private) health expenditures. Our results identify the relationships governing the interplay between—on the one hand—typical epidemiological phenomena, namely invasion (i.e., the tendency of infection to establish in a population) versus endemicity (i.e., the tendency of infection to persist in the long term) and—on the other hand—economic variables, such as capital accumulation, GDP, and taxation. This is done by identifying threshold quantities, depending on both epidemiological and economic parameters, and by bifurcation analysis showing the effects that public intervention can have on previously uncontrolled infectious diseases. Both direct and indirect, that is, partial and general equilibrium, effects of control interventions are identified.","Luca Gori & Cristiana Mammana & Piero Manfredi & Elisabetta Michetti, 2022. ""Economic development with deadly communicable diseases and public prevention,"" Journal of Public Economic Theory, Association for Public Economic Theory, vol. 24(5), pages 912-943, October.",N\A,https://ideas.repec.org/a/bla/jpbect/v24y2022i5p912-943.html,"24(5), pages 912-943, October.", 10.1111/jpet.12560,2022
24,Journal of Public Economic Theory,Optimal lockdowns for COVID‐19 pandemics: Analyzing the efficiency of sanitary policies in Europe,"['Ewen Gallic', 'Michel Lubrano', 'Pierre Michel']","Two main nonpharmaceutical policy strategies have been used in Europe in response to the COVID‐19 epidemic: one aimed at natural herd immunity and the other at avoiding saturation of hospital capacity by crushing the curve. The two strategies lead to different results in terms of the number of lives saved on the one hand and production loss on the other hand. Using a susceptible–infected–recovered–dead model, we investigate and compare these two strategies. As the results are sensitive to the initial reproduction number, we estimate the latter for 10 European countries for each wave from January 2020 till March 2021 using a double sigmoid statistical model and the Oxford COVID‐19 Government Response Tracker data set. Our results show that Denmark, which opted for crushing the curve, managed to minimize both economic and human losses. Natural herd immunity, sought by Sweden and the Netherlands does not appear to have been a particularly effective strategy, especially for Sweden, both in economic terms and in terms of lives saved. The results are more mixed for other countries, but with no evident trade‐off between deaths and production losses.","Ewen Gallic & Michel Lubrano & Pierre Michel, 2022. ""Optimal lockdowns for COVID‐19 pandemics: Analyzing the efficiency of sanitary policies in Europe,"" Journal of Public Economic Theory, Association for Public Economic Theory, vol. 24(5), pages 944-967, October.",N\A,https://ideas.repec.org/a/bla/jpbect/v24y2022i5p944-967.html,"24(5), pages 944-967, October.", 10.1111/jpet.12556,2022
25,Journal of Public Economic Theory,COVID‐19 epidemic and mitigation policies: Positive and normative analyses in a neoclassical growth model,"['Luca Gori', 'Piero Manfredi', 'Simone Marsiglio', 'Mauro Sodini']","The COVID‐19 pandemic is still ravaging the planet, but its (short‐, medium‐, and long‐term) diverse effects on health, economy, and society are far from being understood. This article investigates the potential impact of a deadly epidemic and its main nonpharmaceutical control interventions (social distancing vs. testing–tracing–isolation, TTI) on capital accumulation and economic development at different time scales. This is done by integrating an epidemiological susceptible–infectious–recovered model with a Solow‐type growth model including public expenditure, as a parsimonious setting to offer insights on the trade‐off between protecting human lives and the economy and society. The work clarifies (i) the long‐term interactions amongst a deadly infection, demography, and capital accumulation, (ii) the lack of viability of persistent social distancing measures also using an analytical characterization, and the threat of policy‐enhanced COVID‐19 endemicity, (iii) the potentially high return on investments in TTI activities to avoid future lockdowns and related capital disruption. It also quantifies the welfare effects of a range of policies, confirming a counterintuitive role for tax‐funded preventive investments aimed at strengthening TTI as more desirable interventions than generalized lockdowns.","Luca Gori & Piero Manfredi & Simone Marsiglio & Mauro Sodini, 2022. ""COVID‐19 epidemic and mitigation policies: Positive and normative analyses in a neoclassical growth model,"" Journal of Public Economic Theory, Association for Public Economic Theory, vol. 24(5), pages 968-992, October.",N\A,https://ideas.repec.org/a/bla/jpbect/v24y2022i5p968-992.html,"24(5), pages 968-992, October.", 10.1111/jpet.12549,2022
26,Journal of Public Economic Theory,The MCPF under the pandemic,['Shigeo Morita'],"This study examines the marginal cost of public funds (MCPF) to assess the optimality of preventive governmental expenditure based on the optimal nonlinear income taxation with preventive behaviors by both individuals and the government. We show that the optimal condition with respect to preventive government expenditure consists of two parts. One part reflects how the trade‐off between preventive expenditure and consumption should deviate from the laissez faire for high‐skilled and low‐skilled individuals, which is interpreted as the Pigou effect. The other part measures how mimickers benefit from preventive government expenditure, which is called the genetic effect. Whether the MCPF is greater than 1 or not depends on the relative magnitude of the Pigou effect and the genetic effect. Moreover, we examine the MCPF if the government cannot commit to a certain policy and if the types of individuals are completely separated and show that the Pigou effect should be modified.","Shigeo Morita, 2022. ""The MCPF under the pandemic,"" Journal of Public Economic Theory, Association for Public Economic Theory, vol. 24(5), pages 993-1015, October.",N\A,https://ideas.repec.org/a/bla/jpbect/v24y2022i5p993-1015.html,"24(5), pages 993-1015, October.", 10.1111/jpet.12593,2022
