,journal,title,authors,abstract,cite,JEL,url,vol,doi,year
10,Journal of Development Economics,Measuring consumption over the phone: Evidence from a survey experiment in urban Ethiopia,"['Abate, Gashaw T.', 'de Brauw, Alan', 'Hirvonen, Kalle', 'Wolle, Abdulazize']","The paucity of reliable, timely household consumption data in many low- and middle-income countries have made it difficult to assess how global poverty has evolved during the COVID-19 pandemic. Standard poverty measurement requires collecting household consumption data, which is rarely collected by phone. To test the feasibility of collecting consumption data over the phone, we conducted a survey experiment in urban Ethiopia, randomly assigning households to either phone or in-person interviews. In the phone survey, average per capita consumption is 23 percent lower and the estimated poverty headcount is twice as high than in the in-person survey. We observe evidence of survey fatigue occurring early in phone interviews but not in in-person interviews; the bias is correlated with household characteristics. While the phone survey mode provides comparable estimates when measuring diet-based food security, it is not amenable to measuring consumption using the ‘best practice’ approach originally devised for in-person surveys.","Abate, Gashaw T. & de Brauw, Alan & Hirvonen, Kalle & Wolle, Abdulazize, 2023. ""Measuring consumption over the phone: Evidence from a survey experiment in urban Ethiopia,"" Journal of Development Economics, Elsevier, vol. 161(C).",N\A,https://ideas.repec.org/a/eee/deveco/v161y2023ics0304387822001687.html,161(C)., 10.1016/j.jdeveco.2022.103026,2023
11,Journal of Development Economics,The freedom to choose: Theory and quasi-experimental evidence on cash transfer restrictions,"['Siu, Jade', 'Sterck, Olivier', 'Rodgers, Cory']","Should cash transfer programmes restrict consumer choice? For example, should food assistance delivered in cash be restricted to food and exclude temptation goods? Theoretically, restrictions induce (1) a substitution effect away from restricted goods and (2) a negative wealth effect if transfers are extra-marginal and the resale of goods is costly. The welfare impact on transfer recipients is negative. We test these predictions by exploiting a natural experiment in a refugee settlement in Kenya, where some refugees receive monthly cash transfers restricted to food while others receive unrestricted transfers. In line with theory, we find that restricted transfers increase participation in a shadow resale market and negatively affect non-food expenditure, temptation-goods spending, and subjective well-being. Consistent with theory, restrictions have no significant effect on food consumption. Our results show that policy-makers should avoid restrictions to maximise positive impacts on transfer beneficiaries, especially when extreme poverty implies that transfers are extra-marginal.","Siu, Jade & Sterck, Olivier & Rodgers, Cory, 2023. ""The freedom to choose: Theory and quasi-experimental evidence on cash transfer restrictions,"" Journal of Development Economics, Elsevier, vol. 161(C).",N\A,https://ideas.repec.org/a/eee/deveco/v161y2023ics0304387822001699.html,161(C)., 10.1016/j.jdeveco.2022.103027,2023
12,Journal of Development Economics,"He said, she said: The impact of gender and marriage perceptions on self and proxy reporting of labor","['Dervisevic, Ervin', 'Goldstein, Markus']","The accurate estimation of agricultural employment and labor productivity are crucial in understanding opportunities for improvements in productivity and economic growth in developing countries. Available labor statistics mostly come from surveys in developing countries, which mostly rely on one person providing information about all household members. However, there are only a few empirical studies that provide a framework for understanding the potential advantages and disadvantages of using self and proxy reporters to collect such data. Using self and proxy reports from surveys in Ghana, we find significant differences in estimated labor productivity with very different implications in terms of policy-making. We find that differences in reporting are most likely due to gender and marriage satisfaction of both self and proxy reporters, so differences in reporting are due to bias and are not classical measurement error.","Dervisevic, Ervin & Goldstein, Markus, 2023. ""He said, she said: The impact of gender and marriage perceptions on self and proxy reporting of labor,"" Journal of Development Economics, Elsevier, vol. 161(C).",N\A,https://ideas.repec.org/a/eee/deveco/v161y2023ics0304387822001705.html,161(C)., 10.1016/j.jdeveco.2022.103028,2023
13,Journal of Development Economics,Firms and inequality when unemployment is high,"['Bassier, Ihsaan']","How important are firms for wage inequality in developing countries where structural unemployment is high? Research focused on contexts close to full employment has suggested a substantial role of firms in labor market inequality. Using matched employer–employee data from South Africa, I find that firms explain a larger share of wage variation than in richer countries. I consider drivers of this, documenting first a higher productivity dispersion as found for other developing countries. Secondly, I estimate the separations elasticity by instrumenting wages of matched workers with firm wages, and I find a low separations elasticity. This generates a high degree of monopsony, and the correspondingly high estimated rent-sharing elasticity helps explain the important role of firm wage policies in inequality. Monopsony may be driven by higher unemployment, and regional heterogeneity provides suggestive evidence for this. Such firm-level competitive dynamics may exacerbate inequality in developing countries more generally.","Bassier, Ihsaan, 2023. ""Firms and inequality when unemployment is high,"" Journal of Development Economics, Elsevier, vol. 161(C).",N\A,https://ideas.repec.org/a/eee/deveco/v161y2023ics0304387822001717.html,161(C)., 10.1016/j.jdeveco.2022.103029,2023
14,Journal of Development Economics,Sharing risk to avoid tragedy: Informal insurance and irrigation in village economies,"['Mazur, Karol']","Irrigation provides insurance against aggregate weather shocks, which can interact with other institutions functioning in village communities. I study this relationship in a model of joint co-operation over irrigation and risk sharing under limited commitment. The model dynamics show that if access to irrigation can be regulated by villagers, the two institutions reinforce each other. However, non-excludable irrigation crowds out risk sharing (as is the case with government-managed irrigation). I estimate the framework on data from three villages in India and use it to quantify the relationship between informal insurance and irrigation, and the welfare impact of irrigation public policy.","Mazur, Karol, 2023. ""Sharing risk to avoid tragedy: Informal insurance and irrigation in village economies,"" Journal of Development Economics, Elsevier, vol. 161(C).",N\A,https://ideas.repec.org/a/eee/deveco/v161y2023ics0304387822001729.html,161(C)., 10.1016/j.jdeveco.2022.103030,2023
15,Journal of Development Economics,Student loans: Credit constraints and higher education in South Africa,"['Gurgand, Marc', 'Lorenceau, Adrien', 'Mélonio, Thomas']","The empirical evidence that enrollment in higher education is constrained by access to credit is limited and usually indirect. We use a regression discontinuity design based on the fact that student loans are granted according to a score threshold at a South African credit institution (Eduloan) providing short-term loans at market conditions: we find that the credit constraint is substantial, as it reduces enrollment by more than 40 percentage points in a population of mostly middle-class applicants. However, this effect is entirely concentrated on women, and women granted a loan catch up with men’s enrollment levels. This heterogeneity is not explained by lower incomes in the sample of women. It implies that women have lower access to credit, or that their options for managing without a credit are more limited than men’s.","Gurgand, Marc & Lorenceau, Adrien & Mélonio, Thomas, 2023. ""Student loans: Credit constraints and higher education in South Africa,"" Journal of Development Economics, Elsevier, vol. 161(C).",N\A,https://ideas.repec.org/a/eee/deveco/v161y2023ics0304387822001730.html,161(C)., 10.1016/j.jdeveco.2022.103031,2023
16,Journal of Development Economics,Can school environmental education programs make children and parents more pro-environmental?,"['Jaime, Marcela', 'Salazar, César', 'Alpizar, Francisco', 'Carlsson, Fredrik']","We evaluate the direct and indirect effects of an environmental educational program with value-laded content on children's and parents' knowledge, attitudes and practices regarding the consumption and disposal of plastics.We do this using a randomized field experiment targeting fourth-grade children in Chile.The educational program had a sizeable and a positive impact on children’ knowledge, attitudes, and practices, but no effect on parents' behavior.Heterogeneous effects indicate that the program had a larger effect among children in more vulnerable schools, but there was still no effect on parents.Finally, because parents may ultimately determine what constitutes acceptable behavior for children, promoting permanent changes in behavior will require interventions of this sort to be complemented with other initiatives targeting parents.","Jaime, Marcela & Salazar, César & Alpizar, Francisco & Carlsson, Fredrik, 2023. ""Can school environmental education programs make children and parents more pro-environmental?,"" Journal of Development Economics, Elsevier, vol. 161(C).",N\A,https://ideas.repec.org/a/eee/deveco/v161y2023ics0304387822001742.html,161(C)., 10.1016/j.jdeveco.2022.103032,2023
17,Journal of Development Economics,The dynamics of poverty targeting,"['Hillebrecht, Michael', 'Klonner, Stefan', 'Pacere, Noraogo A.']","Several recent papers have compared the ability of proxy-means testing (PMT) and community-based targeting (CBT) to identify consumption-poor households. Motivated by the facts that targeted benefits typically reach beneficiaries with a substantial time lag and that transitions into and out of poverty are frequent, we assess PMT’s and CBT’s performance during the years following the targeting exercise. With original data from Burkina Faso, we replicate the finding that PMT outperforms CBT at baseline. But this pattern disappears for households’ poverty status 12 and 30 months later where both methods perform equally well. For real-world welfare programs where benefits typically accrue with a substantial time lag, our results suggest that CBT’s targeting performance is better than commonly thought.","Hillebrecht, Michael & Klonner, Stefan & Pacere, Noraogo A., 2023. ""The dynamics of poverty targeting,"" Journal of Development Economics, Elsevier, vol. 161(C).",N\A,https://ideas.repec.org/a/eee/deveco/v161y2023ics0304387822001754.html,161(C)., 10.1016/j.jdeveco.2022.103033,2023
18,Journal of Development Economics,Social stigma as a barrier to HIV testing: Evidence from a randomized experiment in Mozambique,"['Yu, Hang']",This paper shows that concerns about social stigma cause individuals to avoid HIV tests. People have inaccurate beliefs about the stigma environment but are open-minded about taking on new information. A simple message that shares the local community's true (low) degree of stigmatizing attitudes can help individuals overcome the stigma barrier and result in more testing. The information intervention led to 36% more HIV testing among those who had overestimated stigma. The treatment effect is comparable to that of a monetary incentive worth more than half of the daily cost of living.,"Yu, Hang, 2023. ""Social stigma as a barrier to HIV testing: Evidence from a randomized experiment in Mozambique,"" Journal of Development Economics, Elsevier, vol. 161(C).",N\A,https://ideas.repec.org/a/eee/deveco/v161y2023ics0304387822001778.html,161(C)., 10.1016/j.jdeveco.2022.103035,2023
19,Journal of Development Economics,Macroeconomic outcomes in disaster-prone countries,"['Cantelmo, Alessandro', 'Melina, Giovanni', 'Papageorgiou, Chris']","Using a dynamic stochastic general equilibrium model, we study the channels through which natural disaster shocks affect macroeconomic outcomes and welfare in disaster-prone countries. We solve the model using Taylor projection, a solution method that is shown to deal effectively with high-impact weather shocks calibrated in accordance to empirical evidence. We find large and persistent effects of weather shocks that significantly impact the income convergence path of disaster-prone countries. Relative to non-disaster-prone countries, on average, these shocks cause a welfare loss equivalent to a permanent fall in consumption of 5.3 percent. Welfare gains to countries that self-finance investments in resilient public infrastructure are found to be small, and international aid has to be sizable to achieve significant welfare gains. In addition, it is more cost-effective for donors to contribute to the financing of resilience before the realization of disasters, rather than disbursing aid after their realization.","Cantelmo, Alessandro & Melina, Giovanni & Papageorgiou, Chris, 2023. ""Macroeconomic outcomes in disaster-prone countries,"" Journal of Development Economics, Elsevier, vol. 161(C).",N\A,https://ideas.repec.org/a/eee/deveco/v161y2023ics0304387822001791.html,161(C)., 10.1016/j.jdeveco.2022.103037,2023
20,Journal of Development Economics,Railways and cities in India,"['Fenske, James', 'Kala, Namrata', 'Wei, Jinlin']","Using a new dataset on city populations in colonial India, we show that the railroad network increased city size in the period 1881 to 1931. Our baseline estimation approach includes fixed effects for city and year, and we construct instrumental variables for railroad proximity based on distance from a least cost path spanning cities that existed prior to the start of railroad construction. Cities that increased market access due to the railroad grew. The small and heterogeneous effects we find are driven largely by cities that were initially small and isolated.","Fenske, James & Kala, Namrata & Wei, Jinlin, 2023. ""Railways and cities in India,"" Journal of Development Economics, Elsevier, vol. 161(C).",N\A,https://ideas.repec.org/a/eee/deveco/v161y2023ics0304387822001808.html,161(C)., 10.1016/j.jdeveco.2022.103038,2023
21,Journal of Development Economics,Biased teachers and gender gap in learning outcomes: Evidence from India,"['Rakshit, Sonali', 'Sahoo, Soham']","We investigate the effect of stereotypical beliefs of teachers on cognitive and non-cognitive outcomes of secondary school students in two states of India. We measure teacher’s bias through an index capturing teacher’s subjective beliefs about the role of gender in academic performance. We tackle the potential endogeneity of teacher’s subjective beliefs by controlling for teacher fixed effects in a value-added model that includes lagged test scores of students. We find that a standard deviation increase in the biased attitude of the math teacher increases the female disadvantage in math performance by 0.09 standard deviation over an academic year. We also find significant impacts on the gender gap in students’ math attitude, academic self-confidence, and effort as potential mechanisms for the effect on math score. We do not find any significant effect of English teachers’ gender bias on English learning of the students.","Rakshit, Sonali & Sahoo, Soham, 2023. ""Biased teachers and gender gap in learning outcomes: Evidence from India,"" Journal of Development Economics, Elsevier, vol. 161(C).",N\A,https://ideas.repec.org/a/eee/deveco/v161y2023ics0304387822001833.html,161(C)., 10.1016/j.jdeveco.2022.103041,2023
22,Journal of Development Economics,Lucky women in unlucky cohorts,"['Berniell, Inés', 'Gasparini, Leonardo', 'Marchionni, Mariana', 'Viollaz, Mariana']","This paper assesses gender differences in the effects of adverse conditions at labor-market entry in a developing region. Using harmonized microdata from national household surveys for 15 Latin American countries, we build a synthetic panel of cohorts that potentially transition from school to work and observe their labor market outcomes 10 years later. We find that men who faced higher unemployment rates at ages 18–20 suffer a negative effect on employment at ages 27–30. In contrast, women from those same unlucky cohorts have higher employment rates and earnings. Our results are consistent with women acting as secondary workers in downturns. We also find that initial labor market conditions correlate with the role played by women within the household and to perceptions about gender roles later in life. Such higher empowerment could be a result of increased female labor participation and at the same time might act as a mechanism underlying the persistence of the positive effects on female labor outcomes.","Berniell, Inés & Gasparini, Leonardo & Marchionni, Mariana & Viollaz, Mariana, 2023. ""Lucky women in unlucky cohorts,"" Journal of Development Economics, Elsevier, vol. 161(C).",N\A,https://ideas.repec.org/a/eee/deveco/v161y2023ics0304387822001845.html,161(C)., 10.1016/j.jdeveco.2022.103042,2023
23,Journal of Development Economics,How should the government bring small firms into the formal system? Experimental evidence from Malawi,"['Campos, Francisco', 'Goldstein, Markus', 'McKenzie, David']","Governments seek to reduce pervasive firm informality for multiple reasons: taxes, firm growth, rule of law, and information. We conducted a randomized experiment in Malawi to test three alternatives to achieving these goals: a) helping firms obtain a business registration certificate that offers formal market access but imposes no tax obligations; b) helping firms obtain both business and tax registration; and c) supplementing business registration with a bank information session. We find incredibly high demand for obtaining a formal status that is separate from tax obligations, and very low take-up of tax registration. Business registration alone has no impact on formal market access or firm performance. However, combining registration assistance with the bank information session increases firm sales by 20 percent and profits by 15 percent. The results highlight the advantages of separating business and tax registration, but also the need to help firms benefit from their new formal status.","Campos, Francisco & Goldstein, Markus & McKenzie, David, 2023. ""How should the government bring small firms into the formal system? Experimental evidence from Malawi,"" Journal of Development Economics, Elsevier, vol. 161(C).",N\A,https://ideas.repec.org/a/eee/deveco/v161y2023ics0304387822001870.html,161(C)., 10.1016/j.jdeveco.2022.103045,2023
24,Journal of Development Economics,"Incentives, penalties, and rural air pollution: Evidence from satellite data","['Nian, Yongwei']","I test the role of economic incentives and command and control in reducing agricultural fires, a major source of air pollution in most rural regions across the world caused by burning crop residues after harvest. To tackle data shortage, I use high-resolution satellite data to construct a fine measure of agricultural fires as well as other geographic characteristics at 1 km × 1 km resolution for China. Using the staggered arrival of biomass power plants, which purchase crop residues as production inputs from nearby areas, as a shock to economic incentives, I find a more than 30% drop in agricultural fires in the vicinity of a plant after its opening relative to areas farther away. Such drop cannot be explained by structural transformation, migration, or enhanced regulation near the plant, and is consistent with an incentive-based explanation. I then examine the effectiveness of a command and control policy that bans agricultural fires within 15 km of airports. Using a spatial regression discontinuity design, I find no evidence that such policy works.","Nian, Yongwei, 2023. ""Incentives, penalties, and rural air pollution: Evidence from satellite data,"" Journal of Development Economics, Elsevier, vol. 161(C).",N\A,https://ideas.repec.org/a/eee/deveco/v161y2023ics0304387823000044.html,161(C)., 10.1016/j.jdeveco.2023.103049,2023
25,Journal of Development Economics,The insights and illusions of consumption measurements,"['Battistin, Erich', 'De Nadai, Michele', 'Krishnan, Nandini']","While household well-being derives from long-term average rates of consumption, welfare estimates rely on shorter-duration survey measurements. We develop a strategy to identify the distribution of these long-term rates by leveraging a large-scale randomization that elicited repeated short-duration measurements from diaries and recall questions. Identification stems from diary–recall differences in reports from the same household, does not require reports to be error-free, and hinges on a research design with broad replicability. Our strategy delivers practical and cost-effective suggestions for designing survey modules to yield the closest measurements of household well-being. We find little empirical support for the claim that acquisition diaries yield the most accurate measurement of poverty and inequality and offer new insights to interpret and reconcile diary–recall differences in household surveys.","Battistin, Erich & De Nadai, Michele & Krishnan, Nandini, 2023. ""The insights and illusions of consumption measurements,"" Journal of Development Economics, Elsevier, vol. 161(C).",N\A,https://ideas.repec.org/a/eee/deveco/v161y2023ics030438782200133x.html,161(C)., 10.1016/j.jdeveco.2022.102991,2023
26,Journal of Development Economics,Experience in financial decision-making: Field evidence from Malawi,"['Giné, Xavier', 'Goldberg, Jessica']","Fifty-three percent of subjects who owned a high-fee account with a local bank in Malawi did not switch to a new, lower-fee account when given the choice. In contrast, holders of high-fee accounts who had been induced to make more transactions in the past were significantly more likely to adopt the new, cheaper account. Using estimates from a structural model, we find that the different propensity to switch is better explained by differences in the valuation of the new account rather than differences in the cost of switching. Experience using financial products can thus improve financial decision making.","Giné, Xavier & Goldberg, Jessica, 2023. ""Experience in financial decision-making: Field evidence from Malawi,"" Journal of Development Economics, Elsevier, vol. 161(C).",N\A,https://ideas.repec.org/a/eee/deveco/v161y2023ics030438782200178x.html,161(C)., 10.1016/j.jdeveco.2022.103036,2023
27,Journal of Development Economics,Early childhood exposure to health insurance and adolescent outcomes: Evidence from rural China,"['Huang, Wei', 'Liu, Hong']","This paper examines the impact of exposure to public health insurance in early life on outcomes in adolescence in rural China. Exploiting the variation in the county-by-county rollout of the New Cooperative Medical Scheme (NCMS) between 2003 and 2008, we find that exposure to the NCMS during ages 0–5 significantly improves health, cognitive, and educational outcomes during adolescence. In contrast, exposure after age five has no significant effects. Our further investigation provides evidence for several underlying mechanisms, such as improved prenatal care and birth outcomes, better preventive medical protection against childhood diseases, and lower risk in medical expenditure. (JEL Classification I13; I21; D04).","Huang, Wei & Liu, Hong, 2023. ""Early childhood exposure to health insurance and adolescent outcomes: Evidence from rural China,"" Journal of Development Economics, Elsevier, vol. 160(C).",N\A,https://ideas.repec.org/a/eee/deveco/v160y2023ics0304387822000815.html,160(C)., 10.1016/j.jdeveco.2022.102925,2023
