Gwr_Or4AAAAJ,10.1093/rfs/hhg056
gE8WVnMAAAAJ,10.1093/rfs/hhg051
jY0gAyAAAAAJ,10.1093/rfs/hhg055
XTCXX6IAAAAJ,10.1093/rfs/hhg048
vclKOD8AAAAJ,10.1093/rfs/hhg050
Fn_A8kAAAAAJ,10.1093/rfs/hhg050
hYGPtU8AAAAJ,10.1093/rfs/hhg059
Wd-_7aoAAAAJ,10.1093/rpd/hhg054
th0ZpckAAAAJ,10.1093/rpd/hhg054
GKJUw9QAAAAJ,10.1093/rpd/hhg054
1X6qYLAAAAAJ,10.1093/rfs/hhg032
XhSFeucAAAAJ,10.1093/rfs/hhg032
WMXMWYcAAAAJ,10.1093/rfs/hhg029
KovxHN0AAAAJ,10.1093/rfs/hhh001
q2sED5sAAAAJ,10.1093/rfs/hhg061
2E365REAAAAJ,10.1093/rfs/hhg061
BHBacwYAAAAJ,10.1093/rfs/hhg049
3Q9afrAAAAAJ,10.1093/rfs/hhg049
-IxKsg8AAAAJ,10.1093/rfs/hhh011
GVmHzegAAAAJ,10.1093/rfs/hhg057
CZck7vcAAAAJ,10.1093/rfs/hhg062
Y5HwKlsAAAAJ,10.1093/rfs/hhg062
AvG8VG4AAAAJ,10.1093/rfs/hhh002
NBlHlCEAAAAJ,10.1093/rfs/hhh003
lNrvMyUAAAAJ,10.1093/rfs/hhh008
G6Uu3ssAAAAJ,10.1093/rfs/hhi004
M9tnZ4gAAAAJ,10.1093/rfs/hhh005
xm6yxC4AAAAJ,10.1093/rfs/hhh005
Yg0RcDMAAAAJ,10.1093/rfs/hhh004
Lgsc2kYAAAAJ,10.1093/rfs/hhh009
AACyi2cAAAAJ,10.1093/rfs/hhh009
huuLoeoAAAAJ,10.1093/rfs/hhh009
lw9Gv8QAAAAJ,10.1093/rfs/hhi009
ptekUqIAAAAJ,10.1093/rfs/hhi011
EEn0E9UAAAAJ,10.1093/rfs/hhi010
hqK26EAAAAAJ,10.1093/rfs/hhi010
HnMSuCkAAAAJ,10.1093/rfs/hhh006
EEn0E9UAAAAJ,10.1093/rfs/hhi008
hqK26EAAAAAJ,10.1093/rfs/hhi008
TBvhBwgAAAAJ,10.1093/rfs/hhi018
bGGyV5IAAAAJ,10.1093/rfs/hhi018
DPm8FvYAAAAJ,10.1093/rfs/hhi014
9pn8RksAAAAJ,10.1093/rfs/hhi005
8I9EXtYAAAAJ,10.1093/rfs/hhi007
JjWFQbsAAAAJ,10.1093/rfs/hhi007
I6YG9yQAAAAJ,10.1093/rfs/hhi006
I6YG9yQAAAAJ,10.1093/rfs/hhi017
TyR-jdwAAAAJ,10.1093/rfs/hhi017
5qRHOKAAAAAJ,10.1093/rfs/hhi001
34PkXd0AAAAJ,10.1093/rfs/hhi015
nYRbXP4AAAAJ,10.1093/rfs/hhi016
Ic4pPAYAAAAJ,10.1093/rfs/hhi016
KtDRxuIAAAAJ,10.1093/rfs/hhi022
5-5LnscAAAAJ,10.1093/rfs/hhi020
VTPp2QwAAAAJ,10.1093/rfs/hhi023
q9g8tuAAAAAJ,10.1093/rfs/hhi023
eUFNcqYAAAAJ,10.1093/rfs/hhi003
yIaxCLoAAAAJ,10.1093/rfs/hhi003
8LWviwQAAAAJ,10.1093/rfs/hhi003
I-Jj99IAAAAJ,10.1093/rfs/hhi021
CZck7vcAAAAJ,10.1093/rfs/hhi021
cHYBgVwAAAAJ,10.1093/rfs/hhi026
se30-eEAAAAJ,10.1093/rfs/hhi026
Vy_E424AAAAJ,10.1093/rfs/hhi019
Zwslvo0AAAAJ,10.1093/rfs/hhi019
Jz0-RSMAAAAJ,10.1093/rfs/hhi028
DgK2BzgAAAAJ,10.1093/rfs/hhi013
mENuLvUAAAAJ,10.1093/rfs/hhi013
dZt6MocAAAAJ,10.1093/rfs/hhi033
Y4H9u-0AAAAJ,10.1093/rfs/hhi032
E8dymM0AAAAJ,10.1093/rfs/hhi032
8du_UDgAAAAJ,10.1093/rfs/hhi035
Kjx3OVEAAAAJ,10.1093/rfs/hhi035
PJfHUgUAAAAJ,10.1093/rfs/hhi002
DyVwcXYAAAAJ,10.1093/rfs/hhi027
tvSGISoAAAAJ,10.1093/rfs/hhi027
7bEGjnoAAAAJ,10.1093/rfs/hhi029
fsnYVZsAAAAJ,10.1093/rfs/hhi029
6UGaqcgAAAAJ,10.1093/rfs/hhi031
2hwH_5UAAAAJ,10.1093/rfs/hhi031
twDkkPwAAAAJ,10.1093/rfs/hhj007
tyuFfAEAAAAJ,10.1093/rfs/hhj007
b7t-18YAAAAJ,10.1093/rfs/hhj008
7bwe0tUAAAAJ,10.1093/rfs/hhj008
BdnNIcAAAAAJ,10.1093/rfs/hhj002
GAtA_r8AAAAJ,10.1093/rfs/hhj005
7N9eFOUAAAAJ,10.1093/rfs/hhj005
4sQ88aAAAAAJ,10.1093/rfs/hhj004
AcbH-40AAAAJ,10.1093/rfs/hhj009
aeMaiHgAAAAJ,10.1093/rfs/hhj009
O7SYRVoAAAAJ,10.1093/rfs/hhj003
8d7du1wAAAAJ,10.1093/rfs/hhj003
8WMgKSYAAAAJ,10.1093/rfs/hhj006
ytlF7k0AAAAJ,10.1093/rfs/hhj006
Wun0TPYAAAAJ,10.1093/rfs/hhj013
duwqhBwAAAAJ,10.1093/rfs/hhj013
rajXCisAAAAJ,10.1093/rfs/hhj011
Dr8LMCUAAAAJ,10.1093/rfs/hhj011
OMknLNkAAAAJ,10.1093/rfs/hhj012
ECvc7kUAAAAJ,10.1093/rfs/hhj014
STl1X5AAAAAJ,10.1093/rfs/hhj014
WOKW6YYAAAAJ,10.1093/rfs/hhj016
4pKOgR4AAAAJ,10.1093/rfs/hhj015
syp1yHAAAAAJ,10.1093/rfs/hhj015
rAf3yyYAAAAJ,10.1093/rfs/hhj018
y1QAPmcAAAAJ,10.1093/rfs/hhj026
xkYtY3AAAAAJ,10.1093/rfs/hhj023
hYGPtU8AAAAJ,10.1093/rfs/hhj025
EEn0E9UAAAAJ,10.1093/rfs/hhj025
EtN-bVjx2gUC,10.1093/rfs/hhj021
P_sCbRcAAAAJ,10.1093/rfs/hhj021
IczxyooAAAAJ,10.1093/rfs/hhj022
ptekUqIAAAAJ,10.1093/rfs/hhj024
wvl1mTMAAAAJ,10.1093/rfs/hhl002
5qRHOKAAAAAJ,10.1093/rfs/hhl002
GVbYrSIAAAAJ,10.1093/rfs/hhj036
Y0LsOJsAAAAJ,10.1093/rfs/hhj036
Wozc0GgAAAAJ,10.1093/rfs/hhj036
-KvtbQUAAAAJ,10.1093/rfs/hhj032
EQSTmMgAAAAJ,10.1093/rfs/hhj032
lNrvMyUAAAAJ,10.1093/rfs/hhj032
_xD0BvYAAAAJ,10.1093/rfs/hhj038
MwuNhzQAAAAJ,10.1093/rfs/hhj028
0jHB0toAAAAJ,10.1093/rfs/hhj028
BJPBnXwAAAAJ,10.1093/rfs/hhj041
hocDMPYAAAAJ,10.1093/rfs/hhj041
mnFQXO8AAAAJ,10.1093/rfs/hhj041
weA3QYwAAAAJ,10.1093/rfs/hhj034
kEFjAIMAAAAJ,10.1093/rfs/hhj034
kdXbXXIAAAAJ,10.1093/rfs/hhj040
du3q9RwAAAAJ,10.1093/rfs/hhj040
jjX1n8kAAAAJ,10.1093/rfs/hhj040
hYGPtU8AAAAJ,10.1093/rfs/hhj027
EEn0E9UAAAAJ,10.1093/rfs/hhj027
Vy_E424AAAAJ,10.1093/rfs/hhj027
gP-PebcAAAAJ,10.1093/rfs/hhj035
KxMBC3gAAAAJ,10.1093/rfs/hhj035
h32PYlAAAAAJ,10.1093/rfs/hhj035
624IZZYAAAAJ,10.1093/rfs/hhj039
6Kxp_ogAAAAJ,10.1093/rfs/hhj039
4eWWxxAAAAAJ,10.1093/rfs/hhj039
kLWHk7MAAAAJ,10.1093/rfs/hhl007
nJctXjIAAAAJ,10.1093/rfs/hhl004
lDasfcAAAAAJ,10.1093/rfs/hhl004
N3pcqq4AAAAJ,10.1093/rfs/hhl008
dZt6MocAAAAJ,10.1093/rfs/hhl006
U6L0fQ0AAAAJ,10.1093/rfs/hhl003
ebG0uh0AAAAJ,10.1093/rfs/hhl003
82IZGgIAAAAJ,10.1093/rfs/hhl001
J7yBQG4AAAAJ,10.1093/rfs/hhl015
H6FAN98AAAAJ,10.1093/rfs/hhl009
pnKot3MAAAAJ,10.1093/rfs/hhl013
ByzWEGMAAAAJ,10.1093/rfs/hhl010
uTM9dGkAAAAJ,10.1093/rfs/hhl011
2J2NgWgAAAAJ,10.1093/rfs/hhl012
2J2NgWgAAAAJ,10.1093/rfs/hhl020
H0Xu6yIAAAAJ,10.1093/rfs/hhl017
jl6fQT0AAAAJ,10.1093/rfs/hhl017
yJGicmAAAAAJ,10.1093/rfs/hhl019
bAJ9t-wAAAAJ,10.1093/rfs/hhl019
Jz0-RSMAAAAJ,10.1093/rfs/hhl019
005T_nUAAAAJ,10.1093/rfs/hhl025
MToTNq0AAAAJ,10.1093/rfs/hhl025
MSIENCcAAAAJ,10.1093/rfs/hhl026
WMXMWYcAAAAJ,10.1093/rfs/hhl026
z1dgT6sAAAAJ,10.1093/rfs/hhl026
PPqnnVUAAAAJ,10.1093/rfs/hhl027
lQfjzI0AAAAJ,10.1093/rfs/hhl027
EEn0E9UAAAAJ,10.1093/rfs/hhl014
CJi-FhQAAAAJ,10.1093/rfs/hhl014
gP-PebcAAAAJ,10.1093/rfs/hhl021
8Pu89u4AAAAJ,10.1093/rfs/hhl021
twDkkPwAAAAJ,10.1093/rfs/hhl024
eYDkHEkAAAAJ,10.1093/rfs/hhl024
tyuFfAEAAAAJ,10.1093/rfs/hhl024
M2QiMT0AAAAJ,10.1093/rfs/hhl016
Tb1lC64AAAAJ,10.1093/rfs/hhl022
OMknLNkAAAAJ,10.1093/rfs/hhl022
dB4-fL8AAAAJ,10.1093/rfs/hhl018
lPK31gYAAAAJ,10.1093/rfs/hhl018
w4uFJCcAAAAJ,10.1093/rfs/hhm009
QEfsqQoAAAAJ,10.1093/rfs/hhm009
MAybFB0AAAAJ,10.1093/rfs/hhl038
iKO7aLcAAAAJ,10.1093/rfs/hhl038
IQMCGGAAAAAJ,10.1093/rfs/hhm011
lNrvMyUAAAAJ,10.1093/rfs/hhm011
weA3QYwAAAAJ,10.1093/rfs/hhm012
kEFjAIMAAAAJ,10.1093/rfs/hhm012
7YctFdIAAAAJ,10.1093/rfs/hhm012
aaHkDyAAAAAJ,10.1093/rfs/hhm008
LBhbk_gAAAAJ,10.1093/rfs/hhm008
VTPp2QwAAAAJ,10.1093/rfs/hhm003
8XVOgYIAAAAJ,10.1093/rfs/hhm023
kQ3Wb_sAAAAJ,10.1093/rfs/hhm023
XxEL5vEAAAAJ,10.1093/rfs/hhm010
vJjQwu8AAAAJ,10.1093/rfs/hhm010
7bEGjnoAAAAJ,10.1093/rfs/hhm027
GcBRK88AAAAJ,10.1093/rfs/hhm027
BiJJge8AAAAJ,10.1093/rfs/hhm027
eeYfVnMAAAAJ,10.1093/rfs/hhm028
pI55MQ4AAAAJ,10.1093/rfs/hhm022
z8jmb1QAAAAJ,10.1093/rfs/hhm026
aaHkDyAAAAAJ,10.1093/rfs/hhm026
l1uIVEcAAAAJ,10.1093/rfs/hhm026
HnMSuCkAAAAJ,10.1093/rfs/hhl037
kn6k4d8AAAAJ,10.1093/rfs/hhl037
y9mCubUAAAAJ,10.1093/rfs/hhl037
5-5LnscAAAAJ,10.1093/rfs/hhm025
WetRd_cAAAAJ,10.1093/rfs/hhm025
pKa8yfUAAAAJ,10.1093/rfs/hhm025
3SJnQ6wAAAAJ,10.1093/rfs/hhm013
bDkA050AAAAJ,10.1093/rfs/hhm019
E3B-CBAAAAAJ,10.1093/rfs/hhm019
OzTzReYAAAAJ,10.1093/rfs/hhl047
HHuOtgkAAAAJ,10.1093/rfs/hhl047
kmQBbHgAAAAJ,10.1093/rfs/hhm006
Y0eXB-AAAAAJ,10.1093/rfs/hhm006
mm2zaS8AAAAJ,10.1093/rfs/hhm015
nJctXjIAAAAJ,10.1093/rfs/hhm031
lDasfcAAAAAJ,10.1093/rfs/hhm031
gZEiTe8AAAAJ,10.1093/rfs/hhm040
HOz5RgUAAAAJ,10.1093/rfs/hhm040
mWhPCt8AAAAJ,10.1093/rfs/hhm048
Io1jK9MAAAAJ,10.1093/rfs/hhm048
ByzWEGMAAAAJ,10.1093/rfs/hhm034
E2WqdLoAAAAJ,10.1093/rfs/hhm034
z0GQOfcAAAAJ,10.1093/rfs/hhm047
ElAtiUsAAAAJ,10.1093/rfs/hhm037
1X6qYLAAAAAJ,10.1093/rfs/hhm037
u7bNPE4AAAAJ,10.1093/rfs/hhm029
J53887sAAAAJ,10.1093/rfs/hhm030
kmQBbHgAAAAJ,10.1093/rfs/hhm038
_bsRAXwAAAAJ,10.1093/rfs/hhm038
fsnYVZsAAAAJ,10.1093/rfs/hhm077
ey2MbjsAAAAJ,10.1093/rfs/hhm077
TyR-jdwAAAAJ,10.1093/rfs/hhm063
1zIYc24AAAAJ,10.1093/rfs/hhm063
Y60ymVAAAAAJ,10.1093/rfs/hhm071
82IZGgIAAAAJ,10.1093/rfs/hhm059
WMXMWYcAAAAJ,10.1093/rfs/hhm059
HDzOsYAAAAAJ,10.1093/rfs/hhm039
4xbrVDkAAAAJ,10.1093/rfs/hhm049
pKa8yfUAAAAJ,10.1093/rfs/hhm049
TRVTnKwAAAAJ,10.1093/rfs/hhm049
4R2RyQcAAAAJ,10.1093/rfs/hhm053
34PkXd0AAAAJ,10.1093/rfs/hhm043
jSNCRpIAAAAJ,10.1093/rfs/hhm043
1xJIT3cAAAAJ,10.1093/rfs/hhm033
Wun0TPYAAAAJ,10.1093/rfs/hhm033
nJctXjIAAAAJ,10.1093/rfs/hhm032
TC_noBwAAAAJ,10.1093/rfs/hhm032
gE8WVnMAAAAJ,10.1093/rfs/hhm032
ailQ-KAAAAAJ,10.1093/rfs/hhn001
s899WjYAAAAJ,10.1093/rfs/hhn008
FMpqu9YAAAAJ,10.1093/rfs/hhn008
HL6Dsr8AAAAJ,10.1093/rfs/hhm057
bYdN94gAAAAJ,10.1093/rfs/hhm057
4R2RyQcAAAAJ,10.1093/rfs/hhm070
20hPpJoAAAAJ,10.1093/rfs/hhm070
zGzzCNIAAAAJ,10.1093/rfs/hhm091
TQ0uLf8AAAAJ,10.1093/rfs/hhm091
hV6bmIIAAAAJ,10.1093/rfs/hhn006
38t3MC4AAAAJ,10.1093/rfs/hhn006
Bz-VsLwAAAAJ,10.1093/rfs/hhm090
AbDGVesAAAAJ,10.1093/rfs/hhm090
uYWZNJwAAAAJ,10.1093/rfs/hhm079
ubzu7jQAAAAJ,10.1093/rfs/hhm079
bI4E5IgAAAAJ,10.1093/rfs/hhn002
rAf3yyYAAAAJ,10.1093/rfs/hhm066
Ds2tXKwAAAAJ,10.1093/rfs/hhm066
624IZZYAAAAJ,10.1093/rfs/hhm065
tKKH_VsAAAAJ,10.1093/rfs/hhm065
e3CfrPYAAAAJ,10.1093/rfs/hhm065
8atpyaEAAAAJ,10.1093/rfs/hhm084
H0Xu6yIAAAAJ,10.1093/rfs/hhm089
rKgjgJQAAAAJ,10.1093/rfs/hhm068
XizBm0kAAAAJ,10.1093/rfs/hhm068
DYqhcKYAAAAJ,10.1093/rfs/hhm081
BbuHKigAAAAJ,10.1093/rfs/hhm080
c1T36UUAAAAJ,10.1093/rfs/hhm080
yDmxVkoAAAAJ,10.1093/rfs/hhm080
6Jm0ti8AAAAJ,10.1093/rfs/hhm064
Ptjpw6IAAAAJ,10.1093/rfs/hhm064
B4L-X6UAAAAJ,10.1093/rfs/hhn034
nCx8fdUAAAAJ,10.1093/rfs/hhn010
UmMVKW4AAAAJ,10.1093/rfs/hhn010
3zWkJO4AAAAJ,10.1093/rfs/hhn044
b054o8sAAAAJ,10.1093/rfs/hhn044
E3B-CBAAAAAJ,10.1093/rfs/hhn011
jjX1n8kAAAAJ,10.1093/rfs/hhn011
n6z23gYAAAAJ,10.1093/rfs/hhn043
an70IMkAAAAJ,10.1093/rfs/hhn031
1rOdl-EAAAAJ,10.1093/rfs/hhn031
8abFiFMAAAAJ,10.1093/rfs/hhn004
45viIc4AAAAJ,10.1093/rfs/hhm052
WOKW6YYAAAAJ,10.1093/rfs/hhn049
nCx8fdUAAAAJ,10.1093/rfs/hhn016
1K4zwWwAAAAJ,10.1093/rfs/hhn016
C4V-5M8AAAAJ,10.1093/rfs/hhn016
4Atx94QAAAAJ,10.1093/rfs/hhl032
SDEwIIIAAAAJ,10.1093/rfs/hhl032
h32PYlAAAAAJ,10.1093/rfs/hhm051
toXinDUAAAAJ,10.1093/rfs/hhn048
2Z_yJG4AAAAJ,10.1093/rfs/hhm020
GtDEmnkAAAAJ,10.1093/rfs/hhm020
2Z_yJG4AAAAJ,10.1093/rfs/hhm074
d4rNef8AAAAJ,10.1093/rfs/hhm074
N5Ns7C0AAAAJ,10.1093/rfs/hhl042
QKnngUkAAAAJ,10.1093/rfs/hhl042
82IZGgIAAAAJ,10.1093/rfs/hhm046
82IZGgIAAAAJ,10.1093/rfs/hhm055
hlOpeqAAAAAJ,10.1093/rfs/hhm014
EHbSKnkAAAAJ,10.1093/rfs/hhm014
pKa8yfUAAAAJ,10.1093/rfs/hhn069
ezjloXIAAAAJ,10.1093/rfs/hhl036
WruSYLgAAAAJ,10.1093/rfs/hhl036
DcXz3a4AAAAJ,10.1093/rfs/hhl031
8TniZXQAAAAJ,10.1093/rfs/hhl031
wfFuDD8AAAAJ,10.1093/rfs/hhl031
C90JyvIAAAAJ,10.1093/rfs/hhl029
ht0xpaAAAAAJ,10.1093/rfs/hhl034
kmQBbHgAAAAJ,10.1093/rfs/hhn071
lw9Gv8QAAAAJ,10.1093/rfs/hhn071
xL_6TUoAAAAJ,10.1093/rfs/hhn064
xhL6h8AAAAAJ,10.1093/rfs/hhn074
ZA5dz8MAAAAJ,10.1093/rfs/hhl035
d4rNef8AAAAJ,10.1093/rfs/hhl035
O1OjZkYAAAAJ,10.1093/rfs/hhn055
VKGaIckAAAAJ,10.1093/rfs/hhn015
ZJ-6pjIAAAAJ,10.1093/rfs/hhn015
rH8ShgoAAAAJ,10.1093/rfs/hhn072
f6_JaaUAAAAJ,10.1093/rfs/hhm044
IlZVvqQAAAAJ,10.1093/rfs/hhm044
cFARHCsAAAAJ,10.1093/rfs/hhm018
Dr8LMCUAAAAJ,10.1093/rfs/hhm018
RAN-hakAAAAJ,10.1093/rfs/hhm018
BJPBnXwAAAAJ,10.1093/rfs/hhm017
hocDMPYAAAAJ,10.1093/rfs/hhm017
mnFQXO8AAAAJ,10.1093/rfs/hhm017
z0GQOfcAAAAJ,10.1093/rfs/hhm058
iRHXIAQAAAAJ,10.1093/rfs/hhm036
Wun0TPYAAAAJ,10.1093/rfs/hhm036
U6L0fQ0AAAAJ,10.1093/rfs/hhl044
He8K7HAAAAAJ,10.1093/rfs/hhl044
-BIo058AAAAJ,10.1093/rfs/hhl044
iZAsYLgAAAAJ,10.1093/rfs/hhm078
liPH7KoAAAAJ,10.1093/revfin/hhm005
bKDElrgAAAAJ,10.1093/rfs/hhl039
X8_YNjIAAAAJ,10.1093/rfs/hhl039
Uiter5IAAAAJ,10.1093/rfs/hhl039
-Ta9boQAAAAJ,10.1093/rfs/hhm035
EqCcovwAAAAJ,10.1093/rfs/hhm035
m7icMzUAAAAJ,10.1093/rfs/hhm035
tGh1ezAAAAAJ,10.1093/rfs/hhm056
Ic4pPAYAAAAJ,10.1093/rfs/hhm056
8Pd8vpcAAAAJ,10.1093/rfs/hhm041
jjX1n8kAAAAJ,10.1093/rfs/hhn090
6L3EulMAAAAJ,10.1093/rfs/hhl041
-mP2vlUAAAAJ,10.1093/rfs/hhl041
GKJUw9QAAAAJ,10.1093/rfs/hhl041
8d7du1wAAAAJ,10.1093/rfs/hhn053
oCFp4LIAAAAJ,10.1093/rfs/hhn056
0y3rWxwAAAAJ,10.1093/rfs/hhn056
XTCXX6IAAAAJ,10.1093/rfs/hhn003
_8296EwAAAAJ,10.1093/rfs/hhn027
hocDMPYAAAAJ,10.1093/rfs/hhn027
BvibPpgAAAAJ,10.1093/rfs/hhn027
JGNmw2QAAAAJ,10.1093/rfs/hhn028
FssQdVoAAAAJ,10.1093/rfs/hhn028
9YxaCMsAAAAJ,10.1093/rfs/hhn028
qy78iyAAAAAJ,10.1093/rfs/hhn030
sP8pxEMAAAAJ,10.1093/rfs/hhn030
uYWZNJwAAAAJ,10.1093/rfs/hhn035
ubzu7jQAAAAJ,10.1093/rfs/hhn035
NBLXb8UAAAAJ,10.1093/rfs/hhn035
cxFJWPcAAAAJ,10.1093/rfs/hhn065
r1xblOMAAAAJ,10.1093/rfs/hhn065
GWhvHuMAAAAJ,10.1093/rfs/hhn073
myLUzqcAAAAJ,10.1093/rfs/hhn073
qgkCX5UAAAAJ,10.1093/rfs/hhn063
Y0eXB-AAAAAJ,10.1093/rfs/hhn063
HdEPV0IAAAAJ,10.1093/rfs/hhn063
Z0ya1eAAAAAJ,10.1093/rfs/hhn051
C4V5220AAAAJ,10.1093/rfs/hhn051
p8htfeoAAAAJ,10.1093/revfin/hhl046
SmmpcrUAAAAJ,10.1093/revfin/hhl046
WI3u_xIAAAAJ,10.1093/rfs/hhn037
5rn2HOAAAAAJ,10.1093/rfs/hhn018
mZrY5zQAAAAJ,10.1093/rfs/hhn099
1X6qYLAAAAAJ,10.1093/rfs/hhn017
Zs5WnN4AAAAJ,10.1093/rfs/hhn052
TwFupW0AAAAJ,10.1093/rfs/hhn052
DOFp0nIAAAAJ,10.1093/rfs/hhm086
BPwcaaQAAAAJ,10.1093/rfs/hhm086
vG8CkT4AAAAJ,10.1093/rfs/hhm086
gz9UZ1YAAAAJ,10.1093/rfs/hhm073
-cwunIEAAAAJ,10.1093/rfs/hhm073
Q6SMseQAAAAJ,10.1093/rfs/hhm073
uYWZNJwAAAAJ,10.1093/rfs/hhn046
g36Q7fAAAAAJ,10.1093/rfs/hhn046
n3VnImQAAAAJ,10.1093/rfs/hhn047
9pn8RksAAAAJ,10.1093/rfs/hhn047
q2JJ8_QAAAAJ,10.1093/rfs/hhl045
-mP2vlUAAAAJ,10.1093/rfs/hhl045
45viIc4AAAAJ,10.1093/rfs/hhn022
mZrY5zQAAAAJ,10.1093/rfs/hhm087
rzruepEAAAAJ,10.1093/rfs/hhm087
6iFHPbMAAAAJ,10.1093/rfs/hhm085
VKGaIckAAAAJ,10.1093/rfs/hhm085
2QOp9_MAAAAJ,10.1093/rfs/hhn038
duekAqYAAAAJ,10.1093/rfs/hhn038
YK4rfNsAAAAJ,10.1093/rfs/hhn042
YYDigKwAAAAJ,10.1093/rfs/hhn012
cxFJWPcAAAAJ,10.1093/rfs/hhm042
Y0eXB-AAAAAJ,10.1093/rfs/hhm042
cXm7iGcAAAAJ,10.1093/rfs/hhm042
vclKOD8AAAAJ,10.1093/rfs/hhn029
Fn_A8kAAAAAJ,10.1093/rfs/hhn029
s3bu-yAAAAAJ,10.1093/revfin/hhm007
4S7zXXAAAAAJ,10.1093/rfs/hhn005
DPm8FvYAAAAJ,10.1093/rfs/hhn005
QWrTVE4AAAAJ,10.1093/rfs/hhm060
OHVYjwkAAAAJ,10.1093/rfs/hhn021
d_TOvYMAAAAJ,10.1093/rfs/hhm088
D0L9M4wAAAAJ,10.1093/rfs/hhm088
RVogy68AAAAJ,10.1093/rfs/hhn024
f3hmLBYAAAAJ,10.1093/rfs/hhn024
MRi06CcAAAAJ,10.1093/rfs/hhm061
FQwHG9IAAAAJ,10.1093/rfs/hhm061
bhZu99gAAAAJ,10.1093/rfs/hhn026
3leuMboAAAAJ,10.1093/rfs/hhn026
cLwT3toAAAAJ,10.1093/rfs/hhn013
6elB2QoAAAAJ,10.1093/rfs/hhn036
tW8cPncAAAAJ,10.1093/rfs/hhn025
CYMs82MAAAAJ,10.1093/rfs/hhn025
G9GYPSMAAAAJ,10.1093/rfs/hhn079
IGfRMp8AAAAJ,10.1093/rfs/hhn041
kmQBbHgAAAAJ,10.1093/rfs/hhn032
Y0eXB-AAAAAJ,10.1093/rfs/hhn032
dJlFSXkAAAAJ,10.1093/rfs/hhn032
TPo2058AAAAJ,10.1093/rfs/hhm069
gWWy1G0AAAAJ,10.1093/rfs/hhn045
59WrTZoAAAAJ,10.1093/rfs/hhn040
